"Five-Year Graduation Rates, Trend"
"All Districts, All Schools, Gender"

"",,,"Non-Graduates",,,,,,,
"",,,"Five-Year Still Enrolled Rate by Year",,,,"Five-Year Other Rate by Year",,,
"District","School","Gender","2010-11","2011-12","2012-13","2013-14","2010-11","2011-12","2012-13","2013-14"
"Amistad Academy District","Amistad Academy","Female","*","*","*","*","*","*","*","*"
"Amistad Academy District","Amistad Academy","Male","*","*","*","*","*","*","*","*"
"Ansonia School District","Ansonia High School","Female",20.4,12.2,9.5,16.4,"*","*","*","*"
"Ansonia School District","Ansonia High School","Male",20.0,19.8,16.5,18.2,"*","*","*","*"
"Avon School District","Avon High School","Female","*","*","*","*","*","*","*","*"
"Avon School District","Avon High School","Male","*","*","*","*","*","*","*","*"
"Berlin School District","Berlin High School","Female",4.8,"*","*","*","*","*","*","*"
"Berlin School District","Berlin High School","Male",5.1,"*","*","*","*","*","*","*"
"Bethel School District","Bethel High School","Female","*","*","*","*","*","*","*","*"
"Bethel School District","Bethel High School","Male","*","*","*","*","*","*","*","*"
"Bloomfield School District","Bloomfield High School","Female",11.3,7.1,"*","*","*","*","*","*"
"Bloomfield School District","Bloomfield High School","Male",14.9,"*","*",10.1,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Female","N/A","N/A","*","*","N/A","N/A","*","*"
"Bloomfield School District","Global Experience Magnet School","Male","N/A","N/A","*","*","N/A","N/A","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Female","N/A","N/A","*","*","N/A","N/A","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Male","N/A","N/A","*","*","N/A","N/A","*","*"
"Bloomfield School District","The Big Picture High School","Female","*","*","N/A","N/A","*","*","N/A","N/A"
"Bloomfield School District","The Big Picture High School","Male","*","*","N/A","N/A","*","*","N/A","N/A"
"Bolton School District","Bolton High School","Female","*","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","Male","*","*","*","*","*","*","*","*"
"Branford School District","Branford High School","Female","*","*","*",4.7,"*","*","*","*"
"Branford School District","Branford High School","Male","*","*","*",9.0,"*","*","*","*"
"Bridgeport School District","Bassick High School","Female",32.1,41.7,30.4,24.7,"*","*","*",4.8
"Bridgeport School District","Bassick High School","Male",32.4,45.3,30.8,31.4,"*","*","*",4.1
"Bridgeport School District","Central High School","Female",12.4,11.7,14.9,11.9,"*","*","*","*"
"Bridgeport School District","Central High School","Male",25.8,18.6,17.8,17.1,3.9,"*",2.7,2.2
"Bridgeport School District","Harding High School","Female",44.1,23.7,27.9,17.9,"*","*","*","*"
"Bridgeport School District","Harding High School","Male",54.0,41.3,41.3,37.1,3.3,"*","*","*"
"Bristol School District","Bristol Central High School","Female",18.2,10.4,9.5,8.4,"*","*","*","*"
"Bristol School District","Bristol Central High School","Male",19.9,9.6,14.7,15.0,"*","*","*","*"
"Bristol School District","Bristol Eastern High School","Female",9.2,7.4,10.9,6.3,"*","*","*","*"
"Bristol School District","Bristol Eastern High School","Male",13.3,12.9,11.4,11.8,"*","*",3.6,"*"
"Brookfield School District","Brookfield High School","Female","*","*","*","*","*","*","*","*"
"Brookfield School District","Brookfield High School","Male","*","*","*","*","*","*","*","*"
"Canton School District","Canton High School","Female","*","*","*","*","*","*","*","*"
"Canton School District","Canton High School","Male","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Female","N/A","N/A","*","*","N/A","N/A","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Male","N/A","N/A","*","*","N/A","N/A","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","Female",8.6,"*","N/A","N/A","*","*","N/A","N/A"
"Capitol Region Education Council","Great Path Academy at MCC","Male",12.8,24.0,"N/A","N/A","*","*","N/A","N/A"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Female",15.8,"*",17.9,13.3,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Male","*",15.0,"*","*","*","*","*","*"
"Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","Female","N/A","N/A","N/A","*","N/A","N/A","N/A","*"
"Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","Male","N/A","N/A","N/A","*","N/A","N/A","N/A","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Female",10.3,"*","*","*","*","*","*","*"
