"Five-Year Graduation Rates, 2010-11"
"All Districts, All Schools, Free/Reduced Price Meal Eligibility"

"",,,,"Non-Graduates",,,
"District","School","Free/Reduced Price Meal Eligibility","Five-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","Amistad Academy","Eligible For Free Lunch","*","*","*","*","*"
"Amistad Academy District","Amistad Academy","Eligible For Reduced Lunch","*","*","*","*","*"
"Amistad Academy District","Amistad Academy","Not Eligible For Lunch",13,"*","*","*","*"
"Ansonia School District","Ansonia High School","Eligible For Free Lunch",87,"*","*",27,31.0
"Ansonia School District","Ansonia High School","Eligible For Reduced Lunch",8,"*","*","*","*"
"Ansonia School District","Ansonia High School","Not Eligible For Lunch",88,"*","*","*","*"
"Avon School District","Avon High School","Eligible For Free Lunch","*","*","*","*","*"
"Avon School District","Avon High School","Eligible For Reduced Lunch","*","*","*","*","*"
"Avon School District","Avon High School","Not Eligible For Lunch",248,"*","*","*","*"
"Berlin School District","Berlin High School","Eligible For Free Lunch",8,"*","*","*","*"
"Berlin School District","Berlin High School","Eligible For Reduced Lunch",6,"*","*","*","*"
"Berlin School District","Berlin High School","Not Eligible For Lunch",246,"*","*",8,3.3
"Bethel School District","Bethel High School","Eligible For Free Lunch",12,"*","*","*","*"
"Bethel School District","Bethel High School","Eligible For Reduced Lunch",7,"*","*","*","*"
"Bethel School District","Bethel High School","Not Eligible For Lunch",227,7,3.1,"*","*"
"Bloomfield School District","Bloomfield High School","Eligible For Free Lunch",48,"*","*",7,14.6
"Bloomfield School District","Bloomfield High School","Eligible For Reduced Lunch",12,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Not Eligible For Lunch",107,"*","*",14,13.1
"Bloomfield School District","The Big Picture High School","Eligible For Free Lunch",7,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","Eligible For Reduced Lunch","*","*","*","*","*"
"Bloomfield School District","The Big Picture High School","Not Eligible For Lunch","*","*","*","*","*"
"Bolton School District","Bolton High School","Eligible For Free Lunch",7,"*","*","*","*"
"Bolton School District","Bolton High School","Not Eligible For Lunch",65,"*","*","*","*"
"Branford School District","Branford High School","Eligible For Free Lunch",25,"*","*","*","*"
"Branford School District","Branford High School","Eligible For Reduced Lunch",12,"*","*","*","*"
"Branford School District","Branford High School","Not Eligible For Lunch",237,"*","*","*","*"
"Bridgeport School District","Bassick High School","Eligible For Free Lunch",312,"*","*",99,31.7
"Bridgeport School District","Bassick High School","Eligible For Reduced Lunch",10,"*","*","*","*"
"Bridgeport School District","Bassick High School","Not Eligible For Lunch",13,"*","*",6,46.2
"Bridgeport School District","Central High School","Eligible For Free Lunch",490,11,2.2,98,20.0
"Bridgeport School District","Central High School","Eligible For Reduced Lunch",52,"*","*",6,11.5
"Bridgeport School District","Central High School","Not Eligible For Lunch",54,"*","*",11,20.4
"Bridgeport School District","Harding High School","Eligible For Free Lunch",394,9,2.3,193,49.0
"Bridgeport School District","Harding High School","Eligible For Reduced Lunch",11,"*","*","*","*"
"Bridgeport School District","Harding High School","Not Eligible For Lunch",28,"*","*",14,50.0
"Bristol School District","Bristol Central High School","Eligible For Free Lunch",69,"*","*",24,34.8
"Bristol School District","Bristol Central High School","Eligible For Reduced Lunch",34,"*","*","*","*"
"Bristol School District","Bristol Central High School","Not Eligible For Lunch",228,"*","*",28,12.3
"Bristol School District","Bristol Eastern High School","Eligible For Free Lunch",63,"*","*",12,19.0
"Bristol School District","Bristol Eastern High School","Eligible For Reduced Lunch",16,"*","*","*","*"
"Bristol School District","Bristol Eastern High School","Not Eligible For Lunch",285,"*","*",26,9.1
"Brookfield School District","Brookfield High School","Eligible For Free Lunch","*","*","*","*","*"
"Brookfield School District","Brookfield High School","Eligible For Reduced Lunch","*","*","*","*","*"
"Brookfield School District","Brookfield High School","Not Eligible For Lunch",257,"*","*",8,3.1
"Canton School District","Canton High School","Eligible For Free Lunch","*","*","*","*","*"
"Canton School District","Canton High School","Not Eligible For Lunch","*","*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","Eligible For Free Lunch",61,"*","*",7,11.5
"Capitol Region Education Council","Great Path Academy at MCC","Eligible For Reduced Lunch","*","*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","Not Eligible For Lunch",51,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Eligible For Free Lunch",22,"*","*",6,27.3
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Not Eligible For Lunch",39,"*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Eligible For Free Lunch",16,"*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Eligible For Reduced Lunch","*","*","*","*","*"
