"Students with Disabilities Spending 79.1-100% of Time with Nondisabled Peers (Ages 6-21), 2015-16"
"All Districts, Learning Disability"
"Notes:"
"Data included in this report represent students ages 6-21 only."
"At this time, the only data included in this report are for students spending 79.1-100% of Time with Nondisabled Peers. In the future this report will be updated to include all Time with Nondisabled Peer categories (i.e., 0-40% and 40.1-79%)."
"At the district-level, this report includes only students with disabilities for whom the district is fiscally responsible, regardless of where the student is educated. At the school-level, a student is included as long as they are attending the selected school, regardless of the district with fiscal responsibility."

"",,"2015-16",
"District","District Code","Count","Rate (%)"
"Andover School District","=""0010011""","*","*"
"Ansonia School District","=""0020011""",100,82.6
"Ashford School District","=""0030011""",6,"*"
"Avon School District","=""0040011""",62,73.8
"Barkhamsted School District","=""0050011""",8,"*"
"Berlin School District","=""0070011""",78,72.2
"Bethany School District","=""0080011""",13,"*"
"Bethel School District","=""0090011""",91,76.5
"Bloomfield School District","=""0110011""",90,76.3
"Bolton School District","=""0120011""",22,88.0
"Bozrah School District","=""0130011""",12,"*"
"Branford School District","=""0140011""",87,75.7
"Bridgeport School District","=""0150011""",846,65.6
"Bristol School District","=""0170011""",383,67.7
"Brookfield School District","=""0180011""",113,83.7
"Brooklyn School District","=""0190011""",23,47.9
"Canaan School District","=""0210011""","*","*"
"Canterbury School District","=""0220011""",11,"*"
"Canton School District","=""0230011""",43,68.3
"Chaplin School District","=""0240011""",10,"*"
"Cheshire School District","=""0250011""",104,80.0
"Chester School District","=""0260011""",15,"*"
"Clinton School District","=""0270011""",62,98.4
"Colchester School District","=""0280011""",102,96.2
"Colebrook School District","=""0290011""",6,"*"
"Columbia School District","=""0300011""",26,92.9
"Connecticut Technical High School System","=""9000016""",579,99.1
"Cornwall School District","=""0310011""",7,"*"
"Coventry School District","=""0320011""",77,87.5
"Cromwell School District","=""0330011""",58,92.1
"Danbury School District","=""0340011""",427,74.3
"Darien School District","=""0350011""",154,83.7
"Deep River School District","=""0360011""",17,"*"
"Derby School District","=""0370011""",41,75.9
"East Granby School District","=""0400011""",37,92.5
"East Haddam School District","=""0410011""",37,90.2
"East Hampton School District","=""0420011""",37,80.4
"East Hartford School District","=""0430011""",291,89.5
"East Haven School District","=""0440011""",117,81.3
"East Lyme School District","=""0450011""",116,85.9
"East Windsor School District","=""0470011""",44,62.0
"Eastford School District","=""0390011""","*","*"
"Easton School District","=""0460011""",25,86.2
"Ellington School District","=""0480011""",103,76.3
"Enfield School District","=""0490011""",240,88.9
"Essex School District","=""0500011""",13,"*"
"Fairfield School District","=""0510011""",317,92.2
"Farmington School District","=""0520011""",95,74.2
"Franklin School District","=""0530011""",11,"*"
"Glastonbury School District","=""0540011""",176,88.0
"Granby School District","=""0560011""",53,81.5
"Greenwich School District","=""0570011""",302,78.9
"Griswold School District","=""0580011""",44,64.7
"Groton School District","=""0590011""",206,94.1
"Guilford School District","=""0600011""",103,87.3
"Hamden School District","=""0620011""",223,72.6
"Hampton School District","=""0630011""","*","*"
"Hartford School District","=""0640011""",1168,91.8
"Hartland School District","=""0650011""",11,"*"
"Hebron School District","=""0670011""",19,70.4
"Kent School District","=""0680011""",11,"*"
"Killingly School District","=""0690011""",73,80.2
"Lebanon School District","=""0710011""",36,59.0
"Ledyard School District","=""0720011""",70,69.3
"Lisbon School District","=""0730011""",14,"*"
"Litchfield School District","=""0740011""",39,88.6
"Madison School District","=""0760011""",128,94.8
"Manchester School District","=""0770011""",236,91.8
"Mansfield School District","=""0780011""",43,79.6
"Marlborough School District","=""0790011""",17,"*"
"Meriden School District","=""0800011""",428,79.9
"Middletown School District","=""0830011""",161,89.0
"Milford School District","=""0840011""",121,84.0
"Monroe School District","=""0850011""",96,77.4
"Montville School District","=""0860011""",92,88.5
"Naugatuck School District","=""0880011""",218,80.4
"New Britain School District","=""0890011""",507,84.2
"New Canaan School District","=""0900011""",111,86.0
"New Fairfield School District","=""0910011""",67,95.7
"New Hartford School District","=""0920011""",22,95.7
"New Haven School District","=""0930011""",858,82.3
"New London School District","=""0950011""",139,66.2
"New Milford School District","=""0960011""",104,60.5
"Newington School District","=""0940011""",179,76.8
"Newtown School District","=""0970011""",113,89.7
"Norfolk School District","=""0980011""",6,"*"
"North Branford School District","=""0990011""",103,99.0
"North Canaan School District","=""1000011""",8,"*"
"North Haven School District","=""1010011""",111,86.0
"North Stonington School District","=""1020011""",16,"*"
"Norwalk School District","=""1030011""",463,88.0
"Norwich School District","=""1040011""",189,74.1
"Old Saybrook School District","=""1060011""",38,100.0
"Orange School District","=""1070011""",20,62.5
"Oxford School District","=""1080011""",48,67.6
"Plainfield School District","=""1090011""",74,81.3
"Plainville School District","=""1100011""",61,91.0
"Plymouth School District","=""1110011""",49,90.7
"Pomfret School District","=""1120011""",14,"*"
"Portland School District","=""1130011""",60,92.3
"Preston School District","=""1140011""",12,"*"
"Putnam School District","=""1160011""",60,84.5
"Redding School District","=""1170011""",25,83.3
"Regional School District 01","=""2010012""",30,78.9
"Regional School District 04","=""2040012""",37,75.5
"Regional School District 05","=""2050012""",77,88.5
"Regional School District 06","=""2060012""",44,88.0
"Regional School District 07","=""2070012""",40,83.3
"Regional School District 08","=""2080012""",54,70.1
"Regional School District 09","=""2090012""",37,80.4
"Regional School District 10","=""2100012""",84,93.3
"Regional School District 11","=""2110012""",14,"*"
"Regional School District 12","=""2120012""",32,76.2
"Regional School District 13","=""2130012""",80,90.9
"Regional School District 14","=""2140012""",61,87.1
"Regional School District 15","=""2150012""",148,79.6
"Regional School District 16","=""2160012""",75,83.3
"Regional School District 17","=""2170012""",130,95.6
"Regional School District 18","=""2180012""",50,86.2
"Regional School District 19","=""2190012""",36,61.0
"Ridgefield School District","=""1180011""",155,91.7
"Rocky Hill School District","=""1190011""",73,88.0
"Salem School District","=""1210011""",31,91.2
"Salisbury School District","=""1220011""",8,"*"
"Scotland School District","=""1230011""","*","*"
"Seymour School District","=""1240011""",120,94.5
"Sharon School District","=""1250011""",9,"*"
"Shelton School District","=""1260011""",165,55.9
"Sherman School District","=""1270011""",16,69.6
"Simsbury School District","=""1280011""",160,84.2
"Somers School District","=""1290011""",42,87.5
"South Windsor School District","=""1320011""",147,90.7
"Southington School District","=""1310011""",161,69.7
"Sprague School District","=""1330011""",13,"*"
"Stafford School District","=""1340011""",32,49.2
"Stamford School District","=""1350011""",494,65.7
"Sterling School District","=""1360011""",15,"*"
"Stonington School District","=""1370011""",120,89.6
"Stratford School District","=""1380011""",224,91.4
"Suffield School District","=""1390011""",70,87.5
"Thomaston School District","=""1400011""",50,92.6
"Thompson School District","=""1410011""",33,97.1
"Tolland School District","=""1420011""",106,85.5
"Torrington School District","=""1430011""",191,63.2
"Trumbull School District","=""1440011""",194,86.6
"Unified School District #1","=""3360015""",55,96.5
"Unified School District #2","=""3470015""",0,0
"Union School District","=""1450011""",10,"*"
"Vernon School District","=""1460011""",141,87.0
"Voluntown School District","=""1470011""",23,71.9
"Wallingford School District","=""1480011""",199,93.0
"Waterbury School District","=""1510011""",868,71.3
"Waterford School District","=""1520011""",110,97.3
"Watertown School District","=""1530011""",83,83.0
"West Hartford School District","=""1550011""",255,83.1
"West Haven School District","=""1560011""",302,90.4
"Westbrook School District","=""1540011""",32,88.9
"Weston School District","=""1570011""",48,66.7
"Westport School District","=""1580011""",208,88.1
"Wethersfield School District","=""1590011""",143,95.3
"Willington School District","=""1600011""",22,91.7
"Wilton School District","=""1610011""",178,77.1
"Winchester School District","=""1620011""",52,73.2
"Windham School District","=""1630011""",140,87.0
"Windsor Locks School District","=""1650011""",86,86.0
"Windsor School District","=""1640011""",145,80.1
"Wolcott School District","=""1660011""",86,82.7
"Woodbridge School District","=""1670011""",18,85.7
"Woodstock School District","=""1690011""",34,54.8

