"Students with Disabilities Spending 79.1-100% of Time with Nondisabled Peers (Ages 6-21), 2010-11"
"All Districts, Learning Disability"
"Notes:"
"Data included in this report represent students ages 6-21 only."
"At this time, the only data included in this report are for students spending 79.1-100% of Time with Nondisabled Peers. In the future this report will be updated to include all Time with Nondisabled Peer categories (i.e., 0-40% and 40.1-79%)."
"At the district-level, this report includes only students with disabilities for whom the district is fiscally responsible, regardless of where the student is educated. At the school-level, a student is included as long as they are attending the selected school, regardless of the district with fiscal responsibility."

"",,"2010-11",
"District","District Code","Count","Rate (%)"
"Andover School District","=""0010011""","*","*"
"Ansonia School District","=""0020011""",67,95.7
"Ashford School District","=""0030011""",9,"*"
"Avon School District","=""0040011""",70,68.0
"Barkhamsted School District","=""0050011""",13,"*"
"Berlin School District","=""0070011""",75,85.2
"Bethany School District","=""0080011""",24,92.3
"Bethel School District","=""0090011""",113,89.0
"Bloomfield School District","=""0110011""",51,79.7
"Bolton School District","=""0120011""",14,66.7
"Bozrah School District","=""0130011""",12,"*"
"Branford School District","=""0140011""",98,78.4
"Bridgeport School District","=""0150011""",526,54.6
"Bristol School District","=""0170011""",252,67.2
"Brookfield School District","=""0180011""",59,95.2
"Brooklyn School District","=""0190011""",47,83.9
"Canaan School District","=""0210011""",6,"*"
"Canterbury School District","=""0220011""",15,"*"
"Canton School District","=""0230011""",42,73.7
"Chaplin School District","=""0240011""","*","*"
"Cheshire School District","=""0250011""",92,74.2
"Chester School District","=""0260011""",11,"*"
"Clinton School District","=""0270011""",80,84.2
"Colchester School District","=""0280011""",108,95.6
"Colebrook School District","=""0290011""",6,"*"
"Columbia School District","=""0300011""",12,"*"
"Connecticut Technical High School System","=""9000016""",420,100.0
"Cornwall School District","=""0310011""","*","*"
"Coventry School District","=""0320011""",68,93.2
"Cromwell School District","=""0330011""",42,95.5
"Danbury School District","=""0340011""",426,90.6
"Darien School District","=""0350011""",159,94.6
"Deep River School District","=""0360011""",10,"*"
"Department of Mental Health and Addiction Services","=""3370015""",0,"*"
"Derby School District","=""0370011""",25,78.1
"East Granby School District","=""0400011""",33,100.0
"East Haddam School District","=""0410011""",40,93.0
"East Hampton School District","=""0420011""",19,61.3
"East Hartford School District","=""0430011""",230,84.9
"East Haven School District","=""0440011""",80,72.7
"East Lyme School District","=""0450011""",105,92.9
"East Windsor School District","=""0470011""",61,93.8
"Eastford School District","=""0390011""","*","*"
"Easton School District","=""0460011""",27,96.4
"Ellington School District","=""0480011""",101,86.3
"Enfield School District","=""0490011""",235,92.5
"Essex School District","=""0500011""",9,"*"
"Fairfield School District","=""0510011""",338,93.9
"Farmington School District","=""0520011""",96,88.9
"Franklin School District","=""0530011""",8,"*"
"Glastonbury School District","=""0540011""",168,84.8
"Granby School District","=""0560011""",53,89.8
"Greenwich School District","=""0570011""",306,91.3
"Griswold School District","=""0580011""",65,80.2
"Groton School District","=""0590011""",176,95.7
"Guilford School District","=""0600011""",110,85.3
"Hamden School District","=""0620011""",224,87.2
"Hampton School District","=""0630011""","*","*"
"Hartford School District","=""0640011""",1199,91.4
"Hartland School District","=""0650011""",7,"*"
"Hebron School District","=""0670011""",30,96.8
"Kent School District","=""0680011""","*","*"
"Killingly School District","=""0690011""",65,91.5
"Lebanon School District","=""0710011""",20,42.6
"Ledyard School District","=""0720011""",71,85.5
"Lisbon School District","=""0730011""",20,90.9
"Litchfield School District","=""0740011""",34,82.9
"Madison School District","=""0760011""",136,90.1
"Manchester School District","=""0770011""",248,84.1
"Mansfield School District","=""0780011""",43,74.1
"Marlborough School District","=""0790011""",15,"*"
"Meriden School District","=""0800011""",328,88.9
"Middletown School District","=""0830011""",163,95.9
"Milford School District","=""0840011""",130,89.0
"Monroe School District","=""0850011""",100,76.3
"Montville School District","=""0860011""",62,88.6
"Naugatuck School District","=""0880011""",148,80.4
"New Britain School District","=""0890011""",394,83.3
"New Canaan School District","=""0900011""",104,86.7
"New Fairfield School District","=""0910011""",84,77.8
"New Hartford School District","=""0920011""",7,"*"
"New Haven School District","=""0930011""",646,94.2
"New London School District","=""0950011""",117,74.1
"New Milford School District","=""0960011""",135,70.7
"Newington School District","=""0940011""",196,88.3
"Newtown School District","=""0970011""",122,91.7
"Norfolk School District","=""0980011""","*","*"
"North Branford School District","=""0990011""",83,93.3
"North Canaan School District","=""1000011""","*","*"
"North Haven School District","=""1010011""",90,89.1
"North Stonington School District","=""1020011""",25,100.0
"Norwalk School District","=""1030011""",418,90.3
"Norwich School District","=""1040011""",107,40.1
"Old Saybrook School District","=""1060011""",36,94.7
"Orange School District","=""1070011""",36,81.8
"Oxford School District","=""1080011""",48,88.9
"Plainfield School District","=""1090011""",63,84.0
"Plainville School District","=""1100011""",91,94.8
"Plymouth School District","=""1110011""",57,91.9
"Pomfret School District","=""1120011""",27,87.1
"Portland School District","=""1130011""",23,85.2
"Preston School District","=""1140011""",11,55.0
"Putnam School District","=""1160011""",44,78.6
"Redding School District","=""1170011""",33,97.1
"Regional School District 01","=""2010012""",28,84.8
"Regional School District 04","=""2040012""",63,98.4
"Regional School District 05","=""2050012""",99,95.2
"Regional School District 06","=""2060012""",37,84.1
"Regional School District 07","=""2070012""",27,62.8
"Regional School District 08","=""2080012""",77,78.6
"Regional School District 09","=""2090012""",27,84.4
"Regional School District 10","=""2100012""",79,91.9
"Regional School District 11","=""2110012""",11,"*"
"Regional School District 12","=""2120012""",28,65.1
"Regional School District 13","=""2130012""",88,92.6
"Regional School District 14","=""2140012""",67,88.2
"Regional School District 15","=""2150012""",175,78.8
"Regional School District 16","=""2160012""",26,53.1
"Regional School District 17","=""2170012""",89,89.0
"Regional School District 18","=""2180012""",49,86.0
"Regional School District 19","=""2190012""",49,76.6
"Ridgefield School District","=""1180011""",161,93.1
"Rocky Hill School District","=""1190011""",72,91.1
"Salem School District","=""1210011""",20,90.9
"Salisbury School District","=""1220011""",8,"*"
"Scotland School District","=""1230011""","*","*"
"Seymour School District","=""1240011""",72,94.7
"Sharon School District","=""1250011""",8,"*"
"Shelton School District","=""1260011""",108,77.1
"Sherman School District","=""1270011""",18,81.8
"Simsbury School District","=""1280011""",184,86.0
"Somers School District","=""1290011""",52,91.2
"South Windsor School District","=""1320011""",96,85.7
"Southington School District","=""1310011""",177,78.0
"Sprague School District","=""1330011""","*","*"
"Stafford School District","=""1340011""",44,80.0
"Stamford School District","=""1350011""",481,83.9
"Sterling School District","=""1360011""",17,77.3
"Stonington School District","=""1370011""",121,93.8
"Stratford School District","=""1380011""",216,96.4
"Suffield School District","=""1390011""",86,91.5
"Thomaston School District","=""1400011""",47,83.9
"Thompson School District","=""1410011""",13,43.3
"Tolland School District","=""1420011""",107,90.7
"Torrington School District","=""1430011""",228,71.9
"Trumbull School District","=""1440011""",156,80.4
"Unified School District #1","=""3360015""",112,90.3
"Unified School District #2","=""3470015""",0,0
"Union School District","=""1450011""","*","*"
"Vernon School District","=""1460011""",97,82.9
"Voluntown School District","=""1470011""",10,"*"
"Wallingford School District","=""1480011""",239,96.8
"Waterbury School District","=""1510011""",699,76.0
"Waterford School District","=""1520011""",84,95.5
"Watertown School District","=""1530011""",101,88.6
"West Hartford School District","=""1550011""",252,78.0
"West Haven School District","=""1560011""",203,91.4
"Westbrook School District","=""1540011""",34,97.1
"Weston School District","=""1570011""",51,68.9
"Westport School District","=""1580011""",242,87.1
"Wethersfield School District","=""1590011""",75,91.5
"Willington School District","=""1600011""",19,86.4
"Wilton School District","=""1610011""",115,59.3
"Winchester School District","=""1620011""",38,52.8
"Windham School District","=""1630011""",83,53.5
"Windsor Locks School District","=""1650011""",74,93.7
"Windsor School District","=""1640011""",168,93.9
"Wolcott School District","=""1660011""",77,91.7
"Woodbridge School District","=""1670011""",20,100.0
"Woodstock School District","=""1690011""",23,56.1

