"Students with Disabilities Spending 79.1-100% of Time with Nondisabled Peers (Ages 6-21), 2010-11"
"All Districts, Intellectual Disability"
"Notes:"
"Data included in this report represent students ages 6-21 only."
"At this time, the only data included in this report are for students spending 79.1-100% of Time with Nondisabled Peers. In the future this report will be updated to include all Time with Nondisabled Peer categories (i.e., 0-40% and 40.1-79%)."
"At the district-level, this report includes only students with disabilities for whom the district is fiscally responsible, regardless of where the student is educated. At the school-level, a student is included as long as they are attending the selected school, regardless of the district with fiscal responsibility."

"",,"2010-11",
"District","District Code","Count","Rate (%)"
"Andover School District","=""0010011""","*","*"
"Ansonia School District","=""0020011""",20,83.3
"Ashford School District","=""0030011""",0,0
"Avon School District","=""0040011""","*","*"
"Berlin School District","=""0070011""",0,0
"Bethany School District","=""0080011""",0,0
"Bethel School District","=""0090011""","*","*"
"Bloomfield School District","=""0110011""",15,"*"
"Bolton School District","=""0120011""","*","*"
"Branford School District","=""0140011""",11,47.8
"Bridgeport School District","=""0150011""",36,29.0
"Bristol School District","=""0170011""",13,65.0
"Brookfield School District","=""0180011""",0,0
"Brooklyn School District","=""0190011""",0,0
"Canterbury School District","=""0220011""","*","*"
"Canton School District","=""0230011""","*","*"
"Chaplin School District","=""0240011""",0,"*"
"Cheshire School District","=""0250011""","*","*"
"Chester School District","=""0260011""","*","*"
"Clinton School District","=""0270011""","*","*"
"Colchester School District","=""0280011""","*","*"
"Colebrook School District","=""0290011""",0,"*"
"Columbia School District","=""0300011""","*","*"
"Connecticut Technical High School System","=""9000016""","*","*"
"Coventry School District","=""0320011""","*","*"
"Cromwell School District","=""0330011""","*","*"
"Danbury School District","=""0340011""",21,47.7
"Darien School District","=""0350011""","*","*"
"Deep River School District","=""0360011""","*","*"
"Derby School District","=""0370011""","*","*"
"East Granby School District","=""0400011""","*","*"
"East Haddam School District","=""0410011""",8,"*"
"East Hampton School District","=""0420011""","*","*"
"East Hartford School District","=""0430011""",24,61.5
"East Haven School District","=""0440011""","*","*"
"East Lyme School District","=""0450011""",8,"*"
"East Windsor School District","=""0470011""",7,"*"
"Eastford School District","=""0390011""",0,0
"Easton School District","=""0460011""","*","*"
"Ellington School District","=""0480011""","*","*"
"Enfield School District","=""0490011""",14,38.9
"Fairfield School District","=""0510011""",13,44.8
"Farmington School District","=""0520011""","*","*"
"Franklin School District","=""0530011""",0,0
"Glastonbury School District","=""0540011""",8,"*"
"Granby School District","=""0560011""",6,"*"
"Greenwich School District","=""0570011""",10,40.0
"Griswold School District","=""0580011""",6,"*"
"Groton School District","=""0590011""",23,67.6
"Guilford School District","=""0600011""",13,"*"
"Hamden School District","=""0620011""",14,56.0
"Hampton School District","=""0630011""",0,"*"
"Hartford School District","=""0640011""",106,67.9
"Hartland School District","=""0650011""","*","*"
"Hebron School District","=""0670011""","*","*"
"Kent School District","=""0680011""",0,0
"Killingly School District","=""0690011""","*","*"
"Lebanon School District","=""0710011""",0,0
"Ledyard School District","=""0720011""",8,"*"
"Lisbon School District","=""0730011""","*","*"
"Litchfield School District","=""0740011""","*","*"
"Madison School District","=""0760011""","*","*"
"Manchester School District","=""0770011""",13,56.5
"Mansfield School District","=""0780011""","*","*"
"Marlborough School District","=""0790011""","*","*"
"Meriden School District","=""0800011""",29,45.3
"Middletown School District","=""0830011""",18,51.4
"Milford School District","=""0840011""",14,70.0
"Monroe School District","=""0850011""","*","*"
"Montville School District","=""0860011""",13,"*"
"Naugatuck School District","=""0880011""",20,83.3
"New Britain School District","=""0890011""",44,46.3
"New Canaan School District","=""0900011""","*","*"
"New Fairfield School District","=""0910011""","*","*"
"New Haven School District","=""0930011""",92,69.7
"New London School District","=""0950011""","*","*"
"New Milford School District","=""0960011""",6,"*"
"Newington School District","=""0940011""","*","*"
"Newtown School District","=""0970011""",10,"*"
"North Branford School District","=""0990011""","*","*"
"North Canaan School District","=""1000011""",0,0
"North Haven School District","=""1010011""","*","*"
"North Stonington School District","=""1020011""","*","*"
"Norwalk School District","=""1030011""",23,71.9
"Norwich School District","=""1040011""",18,40.9
"Old Saybrook School District","=""1060011""",6,"*"
"Oxford School District","=""1080011""","*","*"
"Plainfield School District","=""1090011""",11,"*"
"Plainville School District","=""1100011""","*","*"
"Plymouth School District","=""1110011""","*","*"
"Pomfret School District","=""1120011""","*","*"
"Portland School District","=""1130011""","*","*"
"Preston School District","=""1140011""",0,0
"Putnam School District","=""1160011""","*","*"
"Redding School District","=""1170011""",0,0
"Regional School District 01","=""2010012""","*","*"
"Regional School District 04","=""2040012""","*","*"
"Regional School District 05","=""2050012""","*","*"
"Regional School District 06","=""2060012""","*","*"
"Regional School District 07","=""2070012""","*","*"
"Regional School District 08","=""2080012""","*","*"
"Regional School District 09","=""2090012""",0,0
"Regional School District 10","=""2100012""",6,"*"
"Regional School District 12","=""2120012""","*","*"
"Regional School District 13","=""2130012""","*","*"
"Regional School District 14","=""2140012""","*","*"
"Regional School District 15","=""2150012""","*","*"
"Regional School District 16","=""2160012""","*","*"
"Regional School District 17","=""2170012""","*","*"
"Regional School District 18","=""2180012""",6,"*"
"Regional School District 19","=""2190012""","*","*"
"Ridgefield School District","=""1180011""","*","*"
"Rocky Hill School District","=""1190011""","*","*"
"Salem School District","=""1210011""","*","*"
"Seymour School District","=""1240011""",9,"*"
"Shelton School District","=""1260011""","*","*"
"Sherman School District","=""1270011""",0,0
"Simsbury School District","=""1280011""",8,36.4
"Somers School District","=""1290011""","*","*"
"South Windsor School District","=""1320011""","*","*"
"Southington School District","=""1310011""",12,"*"
"Sprague School District","=""1330011""","*","*"
"Stafford School District","=""1340011""","*","*"
"Stamford School District","=""1350011""",15,32.6
"Stonington School District","=""1370011""","*","*"
"Stratford School District","=""1380011""",29,82.9
"Suffield School District","=""1390011""",8,"*"
"Thomaston School District","=""1400011""","*","*"
"Thompson School District","=""1410011""","*","*"
"Tolland School District","=""1420011""","*","*"
"Torrington School District","=""1430011""",9,"*"
"Trumbull School District","=""1440011""",19,67.9
"Unified School District #1","=""3360015""","*","*"
"Unified School District #2","=""3470015""",0,0
"Vernon School District","=""1460011""",18,72.0
"Voluntown School District","=""1470011""",0,0
"Wallingford School District","=""1480011""",20,71.4
"Waterbury School District","=""1510011""",47,39.8
"Waterford School District","=""1520011""",12,"*"
"Watertown School District","=""1530011""","*","*"
"West Hartford School District","=""1550011""",7,29.2
"West Haven School District","=""1560011""",12,50.0
"Westbrook School District","=""1540011""","*","*"
"Weston School District","=""1570011""",0,0
"Westport School District","=""1580011""","*","*"
"Wethersfield School District","=""1590011""",15,75.0
"Willington School District","=""1600011""","*","*"
"Wilton School District","=""1610011""",0,0
"Winchester School District","=""1620011""","*","*"
"Windham School District","=""1630011""",39,92.9
"Windsor Locks School District","=""1650011""",6,"*"
"Windsor School District","=""1640011""",13,"*"
"Wolcott School District","=""1660011""","*","*"
"Woodbridge School District","=""1670011""",0,0
"Woodstock School District","=""1690011""","*","*"

