"Students with Disabilities Spending 79.1-100% of Time with Nondisabled Peers (Ages 6-21), 2012-13"
"All Districts, Other Disabilities"
"Notes:"
"Data included in this report represent students ages 6-21 only."
"At this time, the only data included in this report are for students spending 79.1-100% of Time with Nondisabled Peers. In the future this report will be updated to include all Time with Nondisabled Peer categories (i.e., 0-40% and 40.1-79%)."
"At the district-level, this report includes only students with disabilities for whom the district is fiscally responsible, regardless of where the student is educated. At the school-level, a student is included as long as they are attending the selected school, regardless of the district with fiscal responsibility."

"",,"2012-13",
"District","District Code","Count","Rate (%)"
"Ansonia School District","=""0020011""",8,32.0
"Ashford School District","=""0030011""",0,0
"Avon School District","=""0040011""",0,0
"Barkhamsted School District","=""0050011""",0,0
"Berlin School District","=""0070011""","*","*"
"Bethany School District","=""0080011""",0,0
"Bethel School District","=""0090011""",13,33.3
"Bloomfield School District","=""0110011""","*","*"
"Bolton School District","=""0120011""","*","*"
"Bozrah School District","=""0130011""","*","*"
"Branford School District","=""0140011""","*","*"
"Bridgeport School District","=""0150011""",44,25.3
"Bristol School District","=""0170011""",12,17.6
"Brookfield School District","=""0180011""","*","*"
"Brooklyn School District","=""0190011""","*","*"
"Canaan School District","=""0210011""",0,"*"
"Canterbury School District","=""0220011""","*","*"
"Canton School District","=""0230011""","*","*"
"Chaplin School District","=""0240011""",0,"*"
"Cheshire School District","=""0250011""",7,25.0
"Clinton School District","=""0270011""","*","*"
"Colchester School District","=""0280011""",6,"*"
"Columbia School District","=""0300011""","*","*"
"Connecticut Technical High School System","=""9000016""","*","*"
"Cornwall School District","=""0310011""",0,"*"
"Coventry School District","=""0320011""","*","*"
"Cromwell School District","=""0330011""",6,28.6
"Danbury School District","=""0340011""",14,27.5
"Darien School District","=""0350011""",12,48.0
"Department of Mental Health and Addiction Services","=""3370015""",0,"*"
"Derby School District","=""0370011""",0,0
"East Granby School District","=""0400011""","*","*"
"East Haddam School District","=""0410011""","*","*"
"East Hampton School District","=""0420011""",0,0
"East Hartford School District","=""0430011""",14,21.2
"East Haven School District","=""0440011""","*","*"
"East Lyme School District","=""0450011""","*","*"
"East Windsor School District","=""0470011""","*","*"
"Eastford School District","=""0390011""",0,0
"Easton School District","=""0460011""","*","*"
"Ellington School District","=""0480011""","*","*"
"Enfield School District","=""0490011""",15,33.3
"Essex School District","=""0500011""","*","*"
"Fairfield School District","=""0510011""",16,47.1
"Farmington School District","=""0520011""","*","*"
"Glastonbury School District","=""0540011""",11,37.9
"Granby School District","=""0560011""","*","*"
"Greenwich School District","=""0570011""",16,53.3
"Griswold School District","=""0580011""","*","*"
"Groton School District","=""0590011""",14,37.8
"Guilford School District","=""0600011""",7,"*"
"Hamden School District","=""0620011""",8,16.7
"Hampton School District","=""0630011""","*","*"
"Hartford School District","=""0640011""",71,42.5
"Hebron School District","=""0670011""","*","*"
"Killingly School District","=""0690011""",12,42.9
"Lebanon School District","=""0710011""","*","*"
"Ledyard School District","=""0720011""","*","*"
"Lisbon School District","=""0730011""","*","*"
"Litchfield School District","=""0740011""","*","*"
"Madison School District","=""0760011""","*","*"
"Manchester School District","=""0770011""",8,15.4
"Mansfield School District","=""0780011""","*","*"
"Marlborough School District","=""0790011""",0,0
"Meriden School District","=""0800011""",19,23.2
"Middletown School District","=""0830011""",14,41.2
"Milford School District","=""0840011""",23,45.1
"Monroe School District","=""0850011""","*","*"
"Montville School District","=""0860011""","*","*"
"Naugatuck School District","=""0880011""","*","*"
"New Britain School District","=""0890011""",15,25.9
"New Canaan School District","=""0900011""","*","*"
"New Fairfield School District","=""0910011""","*","*"
"New Hartford School District","=""0920011""","*","*"
"New Haven School District","=""0930011""",38,29.9
"New London School District","=""0950011""",7,28.0
"New Milford School District","=""0960011""",14,33.3
"Newington School District","=""0940011""",18,41.9
"Newtown School District","=""0970011""",12,57.1
"North Branford School District","=""0990011""","*","*"
"North Haven School District","=""1010011""","*","*"
"North Stonington School District","=""1020011""",0,0
"Norwalk School District","=""1030011""",37,56.1
