"Educator Race/Ethnicity Report for 2008-09"

"District","Race","Count","% of Total"
"Achievement First Hartford Academy Inc. District","Asian",1,3.9
="Amistad Academy District",="Asian",4,6.4
="Ansonia School District",="Asian",1,0.5
="Area Cooperative Educational Services",="Asian",1,0.3
="Avon School District",="Asian",1,0.3
="Berlin School District",="Asian",2,0.7
="Bethel School District",="Asian",1,0.4
="Bloomfield School District",="Asian",1,0.4
="Branford School District",="Asian",1,0.3
="Bridgeport School District",="Asian",38,2.2
="Bristol School District",="Asian",7,1.0
="Brookfield School District",="Asian",2,0.8
="Canterbury School District",="Asian",1,1.9
="Capitol Region Education Council",="Asian",11,2.3
="Cheshire School District",="Asian",4,0.9
="Connecticut Technical High School System",="Asian",11,0.8
="Cooperative Educational Services",="Asian",1,0.7
="Cornwall School District",="Asian",1,4.0
="Danbury School District",="Asian",6,0.7
="Darien School District",="Asian",4,0.8
="Derby School District",="Asian",1,0.8
="East Hartford School District",="Asian",8,1.2
="East Lyme School District",="Asian",3,1.0
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="Asian",1,1.3
="Ellington School District",="Asian",2,0.9
="Elm City College Preparatory School",="Asian",2,4.0
="Enfield School District",="Asian",4,0.7
="Fairfield School District",="Asian",7,0.7
="Farmington School District",="Asian",3,0.8
="Glastonbury School District",="Asian",7,1.2
="Granby School District",="Asian",1,0.5
="Greenwich School District",="Asian",19,2.0
="Griswold School District",="Asian",1,0.5
="Groton School District",="Asian",10,2.0
="Guilford School District",="Asian",2,0.6
="Hamden School District",="Asian",5,0.9
="Hartford School District",="Asian",19,0.9
="Jumoke Academy District",="Asian",3,10.3
="Killingly School District",="Asian",4,1.5
="Lebanon School District",="Asian",2,1.5
="Ledyard School District",="Asian",1,0.4
="Litchfield School District",="Asian",1,0.8
="Madison School District",="Asian",2,0.6
="Manchester School District",="Asian",4,0.6
="Marlborough School District",="Asian",1,1.7
="Meriden School District",="Asian",4,0.6
="Middletown School District",="Asian",7,1.5
="Milford School District",="Asian",1,0.1
="Montville School District",="Asian",1,0.4
="Naugatuck School District",="Asian",1,0.2
="New Beginnings Inc Family Academy District",="Asian",1,3.2
="New Britain School District",="Asian",12,1.4
="New Canaan School District",="Asian",2,0.5
="New Fairfield School District",="Asian",1,0.4
="New Haven School District",="Asian",25,1.3
="New London School District",="Asian",3,1.0
="Newington School District",="Asian",3,0.8
="Newtown School District",="Asian",1,0.2
="North Haven School District",="Asian",4,1.2
="Norwalk School District",="Asian",16,1.7
="Norwich Free Academy District",="Asian",3,1.6
="Norwich School District",="Asian",4,1.2
="Orange School District",="Asian",1,0.8
="Plymouth School District",="Asian",1,0.7
="Regional School District 04",="Asian",1,0.9
="Regional School District 05",="Asian",2,0.8
="Regional School District 07",="Asian",1,0.9
="Regional School District 10",="Asian",1,0.4
="Regional School District 18",="Asian",3,1.8
="Ridgefield School District",="Asian",5,1.1
="Rocky Hill School District",="Asian",2,0.9
="Salisbury School District",="Asian",1,2.2
="Seymour School District",="Asian",1,0.5
="Shelton School District",="Asian",2,0.5
="Sherman School District",="Asian",1,2.1
="Simsbury School District",="Asian",6,1.4
="South Windsor School District",="Asian",1,0.2
="Southington School District",="Asian",1,0.2
="Sprague School District",="Asian",1,2.9
="Stafford School District",="Asian",2,1.1
="Stamford School District",="Asian",27,1.8
="Stonington School District",="Asian",3,1.3
="Stratford School District",="Asian",4,0.6
="Suffield School District",="Asian",2,0.9
="Tolland School District",="Asian",2,0.8
="Torrington School District",="Asian",1,0.3
="Trailblazers Academy District",="Asian",1,4.8
="Trumbull School District",="Asian",5,0.8
="Unified School District #1",="Asian",2,0.9
="Unified School District #2",="Asian",2,1.8
="Vernon School District",="Asian",1,0.3
="Wallingford School District",="Asian",1,0.2
="Waterbury School District",="Asian",14,0.9
="Waterford School District",="Asian",1,0.4
="West Hartford School District",="Asian",10,1.1
="Weston School District",="Asian",2,0.8
="Westport School District",="Asian",4,0.6
="Wethersfield School District",="Asian",5,1.5
="Wilton School District",="Asian",1,0.3
="Windham School District",="Asian",4,1.1
="Windsor School District",="Asian",4,0.9
="Wolcott School District",="Asian",1,0.4
="Woodbridge School District",="Asian",1,1.3
="Woodstock Academy District",="Asian",2,2.0
="Woodstock School District",="Asian",1,1.3

