"Educator Race/Ethnicity Report for 2009-10"

"District","Race","Count","% of Total"
"Achievement First Hartford Academy Inc. District","Asian",1,2.3
="Amistad Academy District",="Asian",8,10.1
="Ansonia School District",="Asian",2,1.0
="Area Cooperative Educational Services",="Asian",3,1.0
="Berlin School District",="Asian",2,0.7
="Bethel School District",="Asian",1,0.4
="Bloomfield School District",="Asian",2,0.8
="Bridgeport School District",="Asian",40,2.3
="Bristol School District",="Asian",6,0.8
="Brookfield School District",="Asian",2,0.8
="Canterbury School District",="Asian",1,1.9
="Capitol Region Education Council",="Asian",12,2.4
="Cheshire School District",="Asian",3,0.7
="Clinton School District",="Asian",1,0.5
="Connecticut Technical High School System",="Asian",11,0.9
="Cooperative Educational Services",="Asian",1,0.6
="Cromwell School District",="Asian",2,1.1
="Danbury School District",="Asian",7,0.8
="Darien School District",="Asian",4,0.8
="East Hartford School District",="Asian",8,1.2
="East Lyme School District",="Asian",3,1.0
="Ellington School District",="Asian",2,0.9
="Elm City College Preparatory School District",="Asian",6,11.8
="Enfield School District",="Asian",4,0.7
="Fairfield School District",="Asian",7,0.7
="Farmington School District",="Asian",3,0.8
="Glastonbury School District",="Asian",7,1.2
="Granby School District",="Asian",1,0.5
="Greenwich School District",="Asian",18,1.9
="Griswold School District",="Asian",1,0.5
="Groton School District",="Asian",10,2.0
="Guilford School District",="Asian",2,0.6
="Hamden School District",="Asian",5,0.9
="Hartford School District",="Asian",19,1.0
="Hebron School District",="Asian",1,1.0
="Jumoke Academy District",="Asian",3,11.1
="Killingly School District",="Asian",4,1.6
="Lebanon School District",="Asian",2,1.5
="Ledyard School District",="Asian",2,0.8
="Litchfield School District",="Asian",1,0.9
="Madison School District",="Asian",2,0.6
="Manchester School District",="Asian",5,0.7
="Marlborough School District",="Asian",1,1.8
="Meriden School District",="Asian",4,0.6
="Middletown School District",="Asian",7,1.5
="Monroe School District",="Asian",1,0.3
="Montville School District",="Asian",1,0.4
="Naugatuck School District",="Asian",1,0.2
="New Britain School District",="Asian",11,1.3
="New Canaan School District",="Asian",2,0.5
="New Fairfield School District",="Asian",1,0.4
="New Haven School District",="Asian",26,1.4
="New London School District",="Asian",3,1.0
="Newington School District",="Asian",3,0.8
="Newtown School District",="Asian",4,0.9
="North Branford School District",="Asian",1,0.5
="North Haven School District",="Asian",3,0.9
="Norwalk School District",="Asian",15,1.6
="Norwich Free Academy District",="Asian",3,1.5
="Norwich School District",="Asian",4,1.3
="Orange School District",="Asian",1,0.8
="Plainfield School District",="Asian",1,0.4
="Plymouth School District",="Asian",1,0.6
="Regional School District 01",="Asian",1,1.5
="Regional School District 04",="Asian",1,1.0
="Regional School District 05",="Asian",2,0.8
="Regional School District 07",="Asian",1,0.9
="Regional School District 08",="Asian",1,0.6
="Regional School District 10",="Asian",1,0.4
="Regional School District 15",="Asian",1,0.3
="Regional School District 18",="Asian",3,1.8
="Ridgefield School District",="Asian",4,0.9
="Rocky Hill School District",="Asian",1,0.4
="Salisbury School District",="Asian",1,2.2
="Seymour School District",="Asian",1,0.5
="Shelton School District",="Asian",1,0.2
="Sherman School District",="Asian",1,2.1
="Simsbury School District",="Asian",5,1.2
="South Windsor School District",="Asian",2,0.5
="Southington School District",="Asian",1,0.2
="Sprague School District",="Asian",1,2.9
="Stafford School District",="Asian",1,0.6
="Stamford School District",="Asian",27,1.9
="Stonington School District",="Asian",3,1.3
="Stratford School District",="Asian",3,0.5
="Suffield School District",="Asian",2,0.9
="Tolland School District",="Asian",2,0.8
="Torrington School District",="Asian",1,0.3
="Trailblazers Academy District",="Asian",1,5.0
="Trumbull School District",="Asian",5,0.8
="Unified School District #1",="Asian",2,1.0
="Unified School District #2",="Asian",2,2.0
="Vernon School District",="Asian",2,0.6
="Wallingford School District",="Asian",1,0.2
="Waterbury School District",="Asian",13,0.8
="Waterford School District",="Asian",1,0.4
="West Hartford School District",="Asian",9,0.9
="Weston School District",="Asian",4,1.7
="Westport School District",="Asian",4,0.7
="Wethersfield School District",="Asian",4,1.3
="Wilton School District",="Asian",2,0.5
="Windham School District",="Asian",5,1.5
="Windsor School District",="Asian",3,0.7
="Wolcott School District",="Asian",1,0.4
="Woodbridge School District",="Asian",1,1.3
="Woodstock Academy District",="Asian",3,2.9
="Woodstock School District",="Asian",1,1.3

