"Educator Race/Ethnicity Report for 2002-03"

"District","Race","Count","% of Total"
"Ansonia School District","Asian",1,0.6
="Berlin School District",="Asian",1,0.4
="Bloomfield School District",="Asian",2,0.8
="Bolton School District",="Asian",1,1.0
="Branford School District",="Asian",1,0.3
="Bridgeport School District",="Asian",19,1.1
="Bristol School District",="Asian",4,0.6
="Capitol Region Education Council",="Asian",4,1.5
="Cheshire School District",="Asian",3,0.7
="Clinton School District",="Asian",1,0.5
="Colchester School District",="Asian",1,0.4
="Connecticut Technical High School System",="Asian",5,0.4
="Cooperative Educational Services",="Asian",1,0.9
="Cornwall School District",="Asian",1,3.3
="Danbury School District",="Asian",5,0.6
="Darien School District",="Asian",3,0.8
="East Hartford School District",="Asian",9,1.4
="East Lyme School District",="Asian",3,1.0
="Ellington School District",="Asian",1,0.5
="Enfield School District",="Asian",3,0.5
="Fairfield School District",="Asian",9,1.1
="Farmington School District",="Asian",3,0.8
="Glastonbury School District",="Asian",1,0.2
="Greenwich School District",="Asian",14,1.5
="Griswold School District",="Asian",1,0.6
="Groton School District",="Asian",4,0.8
="Hamden School District",="Asian",4,0.7
="Hartford School District",="Asian",19,0.9
="Killingly School District",="Asian",2,0.8
="Lebanon School District",="Asian",2,1.4
="Madison School District",="Asian",2,0.9
="Manchester School District",="Asian",2,0.3
="Marlborough School District",="Asian",1,1.7
="Meriden School District",="Asian",1,0.1
="Middletown School District",="Asian",8,1.7
="Milford School District",="Asian",1,0.1
="Monroe School District",="Asian",2,0.6
="Montville School District",="Asian",1,0.4
="New Britain School District",="Asian",4,0.5
="New Canaan School District",="Asian",1,0.3
="New Haven School District",="Asian",20,1.2
="New London School District",="Asian",2,0.6
="Newington School District",="Asian",4,1.1
="North Branford School District",="Asian",1,0.5
="North Haven School District",="Asian",1,0.3
="Norwalk School District",="Asian",6,0.6
="Norwich Free Academy District",="Asian",2,1.1
="Old Saybrook School District",="Asian",1,0.6
="Plymouth School District",="Asian",1,0.6
="Regional School District 01",="Asian",1,1.5
="Ridgefield School District",="Asian",1,0.2
="Salisbury School District",="Asian",1,2.0
="Sherman School District",="Asian",1,2.2
="Simsbury School District",="Asian",6,1.4
="Stafford School District",="Asian",1,0.5
="Stamford School District",="Asian",20,1.4
="Stratford School District",="Asian",4,0.6
="Torrington School District",="Asian",2,0.5
="Trumbull School District",="Asian",4,0.8
="Unified School District #2",="Asian",2,1.7
="Vernon School District",="Asian",2,0.5
="Wallingford School District",="Asian",1,0.2
="Waterbury School District",="Asian",8,0.6
="Waterford School District",="Asian",1,0.4
="West Hartford School District",="Asian",5,0.6
="Westbrook School District",="Asian",1,1.0
="Weston School District",="Asian",2,0.9
="Westport School District",="Asian",3,0.6
="Wethersfield School District",="Asian",2,0.7
="Wilton School District",="Asian",3,0.8
="Windham School District",="Asian",5,1.4
="Windsor Locks School District",="Asian",2,1.0
="Windsor School District",="Asian",5,1.1
="Woodstock Academy District",="Asian",1,1.3

