"Educator Race/Ethnicity Report for 2011-12"

"District","Race","Count","% of Total"
"Achievement First Hartford Academy Inc. District","Asian",4,5.6
="Amistad Academy District",="Asian",5,5.3
="Ansonia School District",="Asian",2,1.0
="Area Cooperative Educational Services",="Asian",2,0.7
="Berlin School District",="Asian",2,0.7
="Bethel School District",="Asian",2,0.7
="Bloomfield School District",="Asian",2,0.8
="Branford School District",="Asian",1,0.3
="Bridgeport Achievement First District",="Asian",1,1.9
="Bridgeport School District",="Asian",31,1.9
="Bristol School District",="Asian",5,0.7
="Brookfield School District",="Asian",2,0.8
="Canterbury School District",="Asian",1,2.0
="Canton School District",="Asian",1,0.6
="Capitol Region Education Council",="Asian",15,2.3
="Cheshire School District",="Asian",3,0.8
="Clinton School District",="Asian",1,0.5
="Connecticut Technical High School System",="Asian",10,0.8
="Cooperative Educational Services",="Asian",1,0.6
="Cromwell School District",="Asian",2,1.1
="Danbury School District",="Asian",11,1.3
="Darien School District",="Asian",3,0.6
="East Hartford School District",="Asian",10,1.5
="East Haven School District",="Asian",1,0.3
="East Lyme School District",="Asian",1,0.4
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="Asian",1,1.1
="Ellington School District",="Asian",2,0.9
="Elm City College Preparatory School District",="Asian",6,11.1
="Enfield School District",="Asian",4,0.8
="Fairfield School District",="Asian",7,0.7
="Farmington School District",="Asian",4,1.1
="Glastonbury School District",="Asian",5,0.9
="Granby School District",="Asian",1,0.5
="Greenwich School District",="Asian",17,1.8
="Griswold School District",="Asian",1,0.5
="Groton School District",="Asian",10,2.1
="Guilford School District",="Asian",2,0.6
="Hamden School District",="Asian",5,0.9
="Hartford School District",="Asian",29,1.5
="Hebron School District",="Asian",1,1.1
="Jumoke Academy District",="Asian",4,12.9
="Killingly School District",="Asian",3,1.2
="Lebanon School District",="Asian",2,1.6
="Ledyard School District",="Asian",2,0.9
="Litchfield School District",="Asian",1,0.9
="Madison School District",="Asian",2,0.6
="Manchester School District",="Asian",7,1.1
="Marlborough School District",="Asian",1,1.8
="Meriden School District",="Asian",4,0.6
="Middletown School District",="Asian",6,1.4
="Monroe School District",="Asian",1,0.3
="Montville School District",="Asian",2,0.8
="Naugatuck School District",="Asian",2,0.6
="New Britain School District",="Asian",10,1.2
="New Canaan School District",="Asian",1,0.2
="New Fairfield School District",="Asian",1,0.4
="New Haven School District",="Asian",28,1.4
="New London School District",="Asian",3,1.0
="Newington School District",="Asian",4,1.1
="Newtown School District",="Asian",6,1.3
="North Branford School District",="Asian",1,0.5
="North Haven School District",="Asian",3,0.9
="Norwalk School District",="Asian",18,1.8
="Norwich Free Academy District",="Asian",2,1.1
="Norwich School District",="Asian",3,1.1
="Orange School District",="Asian",1,0.8
="Plainfield School District",="Asian",1,0.5
="Plymouth School District",="Asian",1,0.6
="Putnam School District",="Asian",2,1.6
="Regional School District 01",="Asian",1,1.5
="Regional School District 04",="Asian",2,1.9
="Regional School District 05",="Asian",3,1.2
="Regional School District 07",="Asian",1,1.0
="Regional School District 09",="Asian",1,1.0
="Regional School District 10",="Asian",2,0.8
="Regional School District 15",="Asian",1,0.3
="Regional School District 17",="Asian",1,0.4
="Regional School District 18",="Asian",3,1.9
="Regional School District 19",="Asian",1,0.8
="Ridgefield School District",="Asian",4,0.9
="Rocky Hill School District",="Asian",1,0.4
="Salem School District",="Asian",1,2.0
="Salisbury School District",="Asian",1,2.2
="Seymour School District",="Asian",1,0.5
="Shelton School District",="Asian",3,0.7
="Sherman School District",="Asian",1,2.1
="Simsbury School District",="Asian",6,1.4
="South Windsor School District",="Asian",3,0.7
="Southington School District",="Asian",2,0.3
="Sprague School District",="Asian",1,2.9
="Stafford School District",="Asian",2,1.2
="Stamford School District",="Asian",29,2.0
="Stonington School District",="Asian",3,1.3
="Stratford School District",="Asian",4,0.7
="Suffield School District",="Asian",3,1.3
="Tolland School District",="Asian",3,1.2
="Torrington School District",="Asian",1,0.3
="Trumbull School District",="Asian",5,0.8
="Unified School District #1",="Asian",2,1.1
="Unified School District #2",="Asian",2,2.0
="Vernon School District",="Asian",2,0.6
="Wallingford School District",="Asian",1,0.2
="Waterbury School District",="Asian",14,0.9
="Waterford School District",="Asian",1,0.4
="West Hartford School District",="Asian",13,1.4
="Weston School District",="Asian",3,1.2
="Westport School District",="Asian",4,0.7
="Wethersfield School District",="Asian",4,1.3
="Wilton School District",="Asian",2,0.5
="Windham School District",="Asian",5,1.5
="Windsor Locks School District",="Asian",2,1.1
="Windsor School District",="Asian",4,1.0
="Wolcott School District",="Asian",1,0.4
="Woodstock Academy District",="Asian",2,2.0
="Woodstock School District",="Asian",1,1.4

