"Educator Race/Ethnicity Report for 2013-14"

"District","Race","Count","% of Total"
"Achievement First Hartford Academy Inc. District","Asian",2,2.0
="Amistad Academy District",="Asian",2,1.6
="Ansonia School District",="Asian",1,0.5
="Area Cooperative Educational Services",="Asian",1,0.4
="Avon School District",="Asian",1,0.3
="Berlin School District",="Asian",1,0.3
="Bethel School District",="Asian",2,0.7
="Bloomfield School District",="Asian",4,1.6
="Branford School District",="Asian",1,0.3
="Bridgeport School District",="Asian",30,1.9
="Bristol School District",="Asian",4,0.6
="Brookfield School District",="Asian",2,0.8
="Canterbury School District",="Asian",1,2.0
="Capitol Region Education Council",="Asian",17,2.0
="Cheshire School District",="Asian",3,0.8
="Clinton School District",="Asian",2,1.0
="Connecticut Technical High School System",="Asian",14,1.1
="Cooperative Educational Services",="Asian",1,0.6
="Cromwell School District",="Asian",2,1.1
="Danbury School District",="Asian",14,1.6
="Darien School District",="Asian",3,0.6
="East Hartford School District",="Asian",9,1.4
="East Haven School District",="Asian",1,0.3
="East Lyme School District",="Asian",2,0.7
="East Windsor School District",="Asian",1,0.8
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="Asian",1,1.0
="Easton School District",="Asian",1,1.0
="Ellington School District",="Asian",2,0.9
="Enfield School District",="Asian",3,0.6
="Fairfield School District",="Asian",7,0.7
="Farmington School District",="Asian",6,1.5
="Glastonbury School District",="Asian",6,1.0
="Granby School District",="Asian",3,1.6
="Greenwich School District",="Asian",20,2.1
="Griswold School District",="Asian",1,0.5
="Groton School District",="Asian",9,1.9
="Guilford School District",="Asian",1,0.3
="Hamden School District",="Asian",9,1.5
="Hartford School District",="Asian",32,1.6
="Hebron School District",="Asian",1,1.2
="Jumoke Academy District",="Asian",6,14.0
="Killingly School District",="Asian",2,0.8
="Learn",="Asian",4,1.8
="Lebanon School District",="Asian",2,1.7
="Ledyard School District",="Asian",2,0.9
="Litchfield School District",="Asian",1,0.9
="Madison School District",="Asian",2,0.6
="Manchester School District",="Asian",7,1.1
="Mansfield School District",="Asian",2,1.4
="Meriden School District",="Asian",4,0.6
="Middletown School District",="Asian",8,1.9
="Monroe School District",="Asian",1,0.3
="Montville School District",="Asian",2,0.8
="Naugatuck School District",="Asian",4,1.1
="New Beginnings Inc Family Academy District",="Asian",3,7.1
="New Britain School District",="Asian",10,1.2
="New Canaan School District",="Asian",3,0.7
="New Fairfield School District",="Asian",2,0.8
="New Haven School District",="Asian",30,1.5
="New London School District",="Asian",6,2.2
="Newington School District",="Asian",4,1.0
="Newtown School District",="Asian",4,0.8
="North Branford School District",="Asian",1,0.5
="North Haven School District",="Asian",5,1.6
="Norwalk School District",="Asian",18,1.9
="Norwich Free Academy District",="Asian",3,1.6
="Norwich School District",="Asian",3,1.0
="Orange School District",="Asian",1,0.9
="Plainfield School District",="Asian",1,0.5
="Plymouth School District",="Asian",1,0.6
="Putnam School District",="Asian",2,1.6
="Regional School District 01",="Asian",1,1.9
="Regional School District 04",="Asian",2,1.9
="Regional School District 05",="Asian",3,1.3
="Regional School District 07",="Asian",1,0.9
="Regional School District 09",="Asian",1,1.0
="Regional School District 10",="Asian",1,0.4
="Regional School District 15",="Asian",1,0.3
="Regional School District 16",="Asian",1,0.5
="Regional School District 17",="Asian",1,0.4
="Regional School District 18",="Asian",3,1.9
="Regional School District 19",="Asian",1,0.8
="Ridgefield School District",="Asian",4,0.9
="Rocky Hill School District",="Asian",1,0.4
="Salisbury School District",="Asian",1,2.2
="Seymour School District",="Asian",1,0.5
="Shelton School District",="Asian",3,0.7
="Sherman School District",="Asian",1,2.1
="Simsbury School District",="Asian",6,1.5
="Somers School District",="Asian",1,0.7
="South Windsor School District",="Asian",3,0.8
="Southington School District",="Asian",1,0.2
="Sprague School District",="Asian",1,2.9
="Stafford School District",="Asian",1,0.6
="Stamford School District",="Asian",29,2.0
="Stonington School District",="Asian",3,1.3
="Stratford School District",="Asian",7,1.2
="Suffield School District",="Asian",1,0.5
="The Bridge Academy District",="Asian",1,4.6
="Tolland School District",="Asian",2,0.8
="Torrington School District",="Asian",3,0.8
="Trumbull School District",="Asian",6,1.0
="Unified School District #1",="Asian",2,1.2
="Unified School District #2",="Asian",3,2.9
="Vernon School District",="Asian",3,0.8
="Wallingford School District",="Asian",2,0.3
="Waterbury School District",="Asian",13,0.8
="Waterford School District",="Asian",2,0.8
="West Hartford School District",="Asian",13,1.4
="West Haven School District",="Asian",1,0.2
="Weston School District",="Asian",2,0.9
="Westport School District",="Asian",8,1.3
="Wethersfield School District",="Asian",4,1.3
="Wilton School District",="Asian",2,0.5
="Windham School District",="Asian",10,2.9
="Windsor Locks School District",="Asian",2,1.1
="Windsor School District",="Asian",4,1.0
="Wolcott School District",="Asian",1,0.4
="Woodbridge School District",="Asian",1,1.3
="Woodstock Academy District",="Asian",2,2.0
="Woodstock School District",="Asian",1,1.3

