"Educator Race/Ethnicity Report for 2005-06"

"District","Race","Count","% of Total"
"Amistad Academy District","Asian",1,4.6
="Ansonia School District",="Asian",1,0.5
="Berlin School District",="Asian",1,0.4
="Bloomfield School District",="Asian",3,1.2
="Bridgeport School District",="Asian",28,1.6
="Bristol School District",="Asian",5,0.7
="Brookfield School District",="Asian",1,0.4
="Canton School District",="Asian",1,0.7
="Capitol Region Education Council",="Asian",6,1.8
="Cheshire School District",="Asian",5,1.2
="Colchester School District",="Asian",1,0.4
="Connecticut Technical High School System",="Asian",15,1.1
="Cooperative Educational Services",="Asian",2,1.5
="Danbury School District",="Asian",5,0.6
="Darien School District",="Asian",6,1.4
="East Hartford School District",="Asian",6,0.9
="East Lyme School District",="Asian",3,1.0
="Ellington School District",="Asian",1,0.5
="Elm City College Preparatory School",="Asian",2,9.5
="Enfield School District",="Asian",4,0.7
="Fairfield School District",="Asian",8,0.8
="Farmington School District",="Asian",4,1.0
="Glastonbury School District",="Asian",3,0.5
="Greenwich School District",="Asian",12,1.3
="Griswold School District",="Asian",1,0.5
="Groton School District",="Asian",6,1.2
="Guilford School District",="Asian",1,0.3
="Hamden School District",="Asian",6,1.1
="Hartford School District",="Asian",19,0.9
="Integrated Day Charter School District",="Asian",1,4.4
="Killingly School District",="Asian",2,0.8
="Learn",="Asian",1,0.8
="Lebanon School District",="Asian",2,1.5
="Madison School District",="Asian",1,0.3
="Manchester School District",="Asian",1,0.2
="Marlborough School District",="Asian",1,1.7
="Meriden School District",="Asian",4,0.5
="Middletown School District",="Asian",7,1.5
="Milford School District",="Asian",1,0.1
="Monroe School District",="Asian",1,0.3
="Montville School District",="Asian",1,0.4
="New Britain School District",="Asian",9,1.1
="New Canaan School District",="Asian",2,0.5
="New Fairfield School District",="Asian",1,0.4
="New Haven School District",="Asian",21,1.2
="New London School District",="Asian",3,1.1
="Newington School District",="Asian",2,0.5
="North Haven School District",="Asian",2,0.6
="Norwalk School District",="Asian",8,0.9
="Norwich Free Academy District",="Asian",2,1.1
="Norwich School District",="Asian",1,0.3
="Old Saybrook School District",="Asian",1,0.6
="Plainville School District",="Asian",2,0.8
="Plymouth School District",="Asian",1,0.6
="Regional School District 01",="Asian",1,1.5
="Regional School District 04",="Asian",1,1.0
="Regional School District 10",="Asian",1,0.4
="Regional School District 18",="Asian",2,1.2
="Ridgefield School District",="Asian",3,0.7
="Salisbury School District",="Asian",1,2.1
="Shelton School District",="Asian",1,0.2
="Sherman School District",="Asian",1,2.1
="Simsbury School District",="Asian",5,1.2
="Somers School District",="Asian",1,0.6
="Southington School District",="Asian",2,0.4
="Sprague School District",="Asian",1,2.6
="Stafford School District",="Asian",1,0.6
="Stamford School District",="Asian",20,1.4
="Stonington School District",="Asian",1,0.5
="Stratford School District",="Asian",3,0.5
="Suffield School District",="Asian",2,0.9
="Tolland School District",="Asian",1,0.4
="Torrington School District",="Asian",2,0.5
="Trumbull School District",="Asian",4,0.7
="Unified School District #2",="Asian",2,1.8
="Vernon School District",="Asian",2,0.6
="Waterbury School District",="Asian",13,0.8
="Waterford School District",="Asian",2,0.7
="West Hartford School District",="Asian",6,0.7
="Weston School District",="Asian",3,1.2
="Westport School District",="Asian",3,0.5
="Wethersfield School District",="Asian",2,0.6
="Wilton School District",="Asian",2,0.5
="Windham School District",="Asian",4,1.1
="Windsor Locks School District",="Asian",1,0.5
="Windsor School District",="Asian",6,1.3

