"Educator Race/Ethnicity Report for 2012-13"

"District","Race","Count","% of Total"
"Achievement First Hartford Academy Inc. District","Asian",5,5.8
="Amistad Academy District",="Asian",4,4.2
="Ansonia School District",="Asian",1,0.5
="Area Cooperative Educational Services",="Asian",1,0.4
="Avon School District",="Asian",1,0.3
="Berlin School District",="Asian",2,0.7
="Bethel School District",="Asian",2,0.7
="Bloomfield School District",="Asian",3,1.2
="Branford School District",="Asian",1,0.3
="Bridgeport Achievement First District",="Asian",1,1.6
="Bridgeport School District",="Asian",31,2.0
="Bristol School District",="Asian",4,0.6
="Brookfield School District",="Asian",2,0.8
="Canterbury School District",="Asian",1,2.0
="Canton School District",="Asian",1,0.6
="Capitol Region Education Council",="Asian",14,1.8
="Cheshire School District",="Asian",3,0.8
="Clinton School District",="Asian",1,0.5
="Connecticut Technical High School System",="Asian",12,1.0
="Cooperative Educational Services",="Asian",1,0.6
="Cromwell School District",="Asian",2,1.1
="Danbury School District",="Asian",12,1.4
="Darien School District",="Asian",3,0.6
="Derby School District",="Asian",1,0.8
="East Hartford School District",="Asian",10,1.6
="East Haven School District",="Asian",1,0.3
="East Lyme School District",="Asian",3,1.1
="East Windsor School District",="Asian",1,0.7
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="Asian",1,1.0
="EdAdvance",="Asian",1,3.6
="Ellington School District",="Asian",1,0.4
="Elm City College Preparatory School District",="Asian",2,3.9
="Enfield School District",="Asian",3,0.6
="Fairfield School District",="Asian",7,0.7
="Farmington School District",="Asian",5,1.3
="Glastonbury School District",="Asian",5,0.9
="Granby School District",="Asian",2,1.0
="Greenwich School District",="Asian",18,1.9
="Groton School District",="Asian",10,2.1
="Guilford School District",="Asian",2,0.6
="Hamden School District",="Asian",8,1.4
="Hartford School District",="Asian",31,1.6
="Hebron School District",="Asian",1,1.1
="Jumoke Academy District",="Asian",5,13.9
="Killingly School District",="Asian",2,0.8
="Learn",="Asian",2,1.1
="Lebanon School District",="Asian",2,1.7
="Ledyard School District",="Asian",2,0.9
="Litchfield School District",="Asian",1,0.9
="Madison School District",="Asian",2,0.6
="Manchester School District",="Asian",7,1.1
="Mansfield School District",="Asian",1,0.7
="Marlborough School District",="Asian",1,1.9
="Meriden School District",="Asian",4,0.6
="Middletown School District",="Asian",7,1.6
="Monroe School District",="Asian",1,0.3
="Montville School District",="Asian",2,0.8
="Naugatuck School District",="Asian",3,0.8
="New Beginnings Inc Family Academy District",="Asian",1,3.0
="New Britain School District",="Asian",10,1.3
="New Canaan School District",="Asian",2,0.5
="New Haven School District",="Asian",25,1.3
="New London School District",="Asian",4,1.6
="Newington School District",="Asian",4,1.1
="Newtown School District",="Asian",5,1.1
="North Branford School District",="Asian",1,0.5
="North Haven School District",="Asian",4,1.3
="Norwalk School District",="Asian",18,2.0
="Norwich Free Academy District",="Asian",3,1.5
="Norwich School District",="Asian",3,1.0
="Orange School District",="Asian",1,0.8
="Plainfield School District",="Asian",1,0.5
="Plymouth School District",="Asian",1,0.6
="Putnam School District",="Asian",1,0.8
="Regional School District 01",="Asian",1,1.6
="Regional School District 04",="Asian",2,2.0
="Regional School District 05",="Asian",3,1.2
="Regional School District 07",="Asian",1,0.9
="Regional School District 09",="Asian",1,1.0
="Regional School District 10",="Asian",2,0.8
="Regional School District 15",="Asian",1,0.3
="Regional School District 16",="Asian",1,0.5
="Regional School District 17",="Asian",1,0.5
="Regional School District 18",="Asian",3,1.9
="Regional School District 19",="Asian",1,0.8
="Ridgefield School District",="Asian",4,0.9
="Rocky Hill School District",="Asian",1,0.4
="Salisbury School District",="Asian",1,2.3
="Seymour School District",="Asian",1,0.5
="Shelton School District",="Asian",3,0.7
="Sherman School District",="Asian",1,2.2
="Simsbury School District",="Asian",6,1.4
="South Windsor School District",="Asian",3,0.7
="Southington School District",="Asian",1,0.2
="Sprague School District",="Asian",1,2.9
="Stafford School District",="Asian",1,0.6
="Stamford School District",="Asian",28,1.9
="Stonington School District",="Asian",3,1.3
="Stratford School District",="Asian",5,0.8
="Suffield School District",="Asian",3,1.4
="Tolland School District",="Asian",2,0.8
="Torrington School District",="Asian",1,0.3
="Trumbull School District",="Asian",5,0.8
="Unified School District #1",="Asian",2,1.2
="Unified School District #2",="Asian",2,2.1
="Vernon School District",="Asian",3,0.8
="Wallingford School District",="Asian",1,0.2
="Waterbury School District",="Asian",14,0.9
="Waterford School District",="Asian",1,0.4
="West Hartford School District",="Asian",15,1.6
="Weston School District",="Asian",2,0.9
="Westport School District",="Asian",8,1.3
="Wethersfield School District",="Asian",4,1.3
="Wilton School District",="Asian",2,0.5
="Windham School District",="Asian",9,2.8
="Windsor Locks School District",="Asian",2,1.1
="Windsor School District",="Asian",3,0.7
="Wolcott School District",="Asian",1,0.4
="Woodbridge School District",="Asian",1,1.3
="Woodstock Academy District",="Asian",2,1.9
="Woodstock School District",="Asian",1,1.3

