"Primary Disability (K-12), 2012-13"
"All Districts, Other Disabilities"

"",,"2012-13",,
"District","District Code","Count","Overall Prevalence Rate (%)","Within Special Education Prevalence Rate (%)"
"Ansonia School District","=""0020011""",31,1.2,9.9
"Ashford School District","=""0030011""","*","*","*"
"Avon School District","=""0040011""",26,0.8,7.3
"Barkhamsted School District","=""0050011""","*","*","*"
"Berlin School District","=""0070011""","*","*","*"
"Bethany School District","=""0080011""","*","*","*"
"Bethel School District","=""0090011""",44,1.5,13.8
"Bloomfield School District","=""0110011""",21,1.0,9.4
"Bolton School District","=""0120011""","*","*","*"
"Bozrah School District","=""0130011""","*","*","*"
"Branford School District","=""0140011""",20,0.6,4.5
"Bridgeport School District","=""0150011""",355,1.6,12.8
"Bristol School District","=""0170011""",99,1.2,8.0
"Brookfield School District","=""0180011""","*","*","*"
"Brooklyn School District","=""0190011""",13,1.1,9.2
"Canaan School District","=""0210011""","*","*","*"
"Canterbury School District","=""0220011""",7,1.0,10.4
"Canton School District","=""0230011""",11,0.6,7.1
"Chaplin School District","=""0240011""","*","*","*"
"Cheshire School District","=""0250011""",32,0.7,6.9
"Chester School District","=""0260011""","*","*","*"
"Clinton School District","=""0270011""","*","*","*"
"Colchester School District","=""0280011""",11,0.4,3.2
"Colebrook School District","=""0290011""","*","*","*"
"Columbia School District","=""0300011""",7,1.0,10.1
"Connecticut Technical High School System","=""9000016""","*","*","*"
"Cornwall School District","=""0310011""","*","*","*"
"Coventry School District","=""0320011""",22,1.2,10.4
"Cromwell School District","=""0330011""",25,1.2,12.6
"Danbury School District","=""0340011""",108,1.0,9.6
"Darien School District","=""0350011""",53,1.1,9.1
"Deep River School District","=""0360011""","*","*","*"
"Department of Mental Health and Addiction Services","=""3370015""","*","*","*"
"Derby School District","=""0370011""",9,0.6,4.8
"East Granby School District","=""0400011""","*","*","*"
"East Haddam School District","=""0410011""","*","*","*"
"East Hampton School District","=""0420011""","*","*","*"
"East Hartford School District","=""0430011""",94,1.2,8.6
"East Haven School District","=""0440011""",46,1.3,10.4
"East Lyme School District","=""0450011""",17,0.6,5.2
"East Windsor School District","=""0470011""",14,1.1,6.9
"Eastford School District","=""0390011""","*","*","*"
"Easton School District","=""0460011""","*","*","*"
"Ellington School District","=""0480011""",34,1.2,11.8
"Enfield School District","=""0490011""",55,1.0,7.4
"Essex School District","=""0500011""","*","*","*"
"Fairfield School District","=""0510011""",41,0.4,3.7
"Farmington School District","=""0520011""",26,0.6,5.9
"Franklin School District","=""0530011""","*","*","*"
"Glastonbury School District","=""0540011""",42,0.6,6.9
"Granby School District","=""0560011""","*","*","*"
"Greenwich School District","=""0570011""",37,0.4,4.3
"Griswold School District","=""0580011""","*","*","*"
"Groton School District","=""0590011""",71,1.4,10.1
"Guilford School District","=""0600011""",17,0.5,4.6
"Hamden School District","=""0620011""",61,0.9,7.6
"Hampton School District","=""0630011""","*","*","*"
"Hartford School District","=""0640011""",252,1.2,7.4
"Hebron School District","=""0670011""",13,1.4,12.3
"Kent School District","=""0680011""","*","*","*"
"Killingly School District","=""0690011""",36,1.5,9.8
"Lebanon School District","=""0710011""","*","*","*"
"Ledyard School District","=""0720011""",42,1.7,12.6
"Lisbon School District","=""0730011""","*","*","*"
"Litchfield School District","=""0740011""",7,0.7,5.8
"Madison School District","=""0760011""",19,0.6,5.4
"Manchester School District","=""0770011""",83,1.2,8.8
"Mansfield School District","=""0780011""",14,1.1,9.9
"Marlborough School District","=""0790011""","*","*","*"
"Meriden School District","=""0800011""",132,1.5,10.2
"Middletown School District","=""0830011""",45,0.9,7.6
"Milford School District","=""0840011""",70,1.0,8.4
"Monroe School District","=""0850011""",14,0.4,3.8
"Montville School District","=""0860011""",24,1.0,8.4
"Naugatuck School District","=""0880011""",39,0.9,6.7
"New Britain School District","=""0890011""",163,1.5,10.1
"New Canaan School District","=""0900011""",25,0.6,6.5
"New Fairfield School District","=""0910011""",36,1.3,13.1
"New Hartford School District","=""0920011""","*","*","*"
"New Haven School District","=""0930011""",141,0.8,6.0
"New London School District","=""0950011""",36,1.0,5.8
"New Milford School District","=""0960011""",59,1.3,10.0
"Newington School District","=""0940011""",56,1.3,10.4
"Newtown School District","=""0970011""",28,0.5,7.1
"Norfolk School District","=""0980011""","*","*","*"
"North Branford School District","=""0990011""",15,0.7,5.4
"North Canaan School District","=""1000011""","*","*","*"
"North Haven School District","=""1010011""",15,0.4,4.2
"North Stonington School District","=""1020011""","*","*","*"
"Norwalk School District","=""1030011""",101,0.9,8.5
"Norwich School District","=""1040011""",86,1.6,9.7
"Old Saybrook School District","=""1060011""",14,1.0,6.8
"Orange School District","=""1070011""","*","*","*"
"Oxford School District","=""1080011""",11,0.5,7.1
"Plainfield School District","=""1090011""",28,1.2,9.6
"Plainville School District","=""1100011""",39,1.6,12.5
"Plymouth School District","=""1110011""",13,0.7,5.3
"Pomfret School District","=""1120011""","*","*","*"
"Portland School District","=""1130011""","*","*","*"
"Preston School District","=""1140011""",9,1.5,11.0
"Putnam School District","=""1160011""",10,0.8,5.7
"Redding School District","=""1170011""",6,0.6,4.5
"Regional School District 01","=""2010012""",6,1.4,10.3
"Regional School District 04","=""2040012""","*","*","*"
"Regional School District 05","=""2050012""",15,0.6,5.4
"Regional School District 06","=""2060012""","*","*","*"
"Regional School District 07","=""2070012""",6,0.6,5.3
"Regional School District 08","=""2080012""",7,0.4,3.1
"Regional School District 09","=""2090012""","*","*","*"
"Regional School District 10","=""2100012""",16,0.6,6.1
"Regional School District 11","=""2110012""",7,2.1,10.1
"Regional School District 12","=""2120012""",7,0.9,5.6
"Regional School District 13","=""2130012""","*","*","*"
"Regional School District 14","=""2140012""",10,0.6,5.0
"Regional School District 15","=""2150012""",37,0.9,7.5
"Regional School District 16","=""2160012""",21,0.9,7.9
"Regional School District 17","=""2170012""",22,1.0,7.1
"Regional School District 18","=""2180012""",6,0.4,3.8
"Regional School District 19","=""2190012""",7,0.6,4.0
"Ridgefield School District","=""1180011""",14,0.3,3.1
"Rocky Hill School District","=""1190011""",20,0.8,9.2
"Salem School District","=""1210011""","*","*","*"
"Salisbury School District","=""1220011""",7,2.4,20.0
"Scotland School District","=""1230011""","*","*","*"
