"Primary Disability (K-12), 2014-15"
"All Districts, Other Disabilities"

"",,"2014-15",,
"District","District Code","Count","Overall Prevalence Rate (%)","Within Special Education Prevalence Rate (%)"
"Ansonia School District","=""0020011""",52,2.1,12.5
"Ashford School District","=""0030011""",6,1.6,12.8
"Avon School District","=""0040011""",30,0.9,9.6
"Barkhamsted School District","=""0050011""","*","*","*"
"Berlin School District","=""0070011""",23,0.8,7.3
"Bethany School District","=""0080011""","*","*","*"
"Bethel School District","=""0090011""",46,1.6,14.3
"Bloomfield School District","=""0110011""",31,1.4,11.2
"Bolton School District","=""0120011""",7,0.9,7.6
"Bozrah School District","=""0130011""","*","*","*"
"Branford School District","=""0140011""",22,0.7,5.3
"Bridgeport School District","=""0150011""",372,1.7,11.7
"Bristol School District","=""0170011""",127,1.5,9.3
"Brookfield School District","=""0180011""","*","*","*"
"Brooklyn School District","=""0190011""",8,0.7,6.3
"Canterbury School District","=""0220011""",8,1.2,11.3
"Canton School District","=""0230011""",13,0.8,7.5
"Chaplin School District","=""0240011""","*","*","*"
"Cheshire School District","=""0250011""",32,0.7,6.8
"Chester School District","=""0260011""","*","*","*"
"Clinton School District","=""0270011""",14,0.7,6.9
"Colchester School District","=""0280011""",12,0.4,3.3
"Colebrook School District","=""0290011""","*","*","*"
"Columbia School District","=""0300011""",6,0.9,8.0
"Connecticut Technical High School System","=""9000016""",10,0.1,1.0
"Cornwall School District","=""0310011""","*","*","*"
"Coventry School District","=""0320011""","*","*","*"
"Cromwell School District","=""0330011""",16,0.8,7.5
"Danbury School District","=""0340011""",110,1.0,8.9
"Darien School District","=""0350011""",48,1.0,8.7
"Deep River School District","=""0360011""","*","*","*"
"Derby School District","=""0370011""",23,1.5,10.8
"East Granby School District","=""0400011""","*","*","*"
"East Haddam School District","=""0410011""",9,0.8,5.3
"East Hampton School District","=""0420011""","*","*","*"
"East Hartford School District","=""0430011""",105,1.3,9.5
"East Haven School District","=""0440011""",36,1.1,8.4
"East Lyme School District","=""0450011""",17,0.7,5.0
