"Primary Disability (K-12), 2010-11"
"State of Connecticut"

"",,"2010-11",,
"District","Disability","Count","Overall Prevalence Rate (%)","Within Special Education Prevalence Rate (%)"
"State of Connecticut","All Disabilities",63482,11.6,100.0
"State of Connecticut","Autism",5866,1.1,9.2
"State of Connecticut","Emotional Disturbance",5324,1.0,8.4
"State of Connecticut","Intellectual Disability",2448,0.4,3.9
"State of Connecticut","Learning Disability",21163,3.9,33.3
"State of Connecticut","Other Disabilities",5185,0.9,8.2
"State of Connecticut","Other Health Impairment",11712,2.1,18.4
"State of Connecticut","Speech Language Impairment",11784,2.2,18.6

