"Primary Disability (K-12), 2011-12"
"All Districts, Other Disabilities"

"",,"2011-12",,
"District","District Code","Count","Overall Prevalence Rate (%)","Within Special Education Prevalence Rate (%)"
"Andover School District","=""0010011""","*","*","*"
"Ansonia School District","=""0020011""",21,0.8,7.0
"Ashford School District","=""0030011""","*","*","*"
"Avon School District","=""0040011""",18,0.5,4.9
"Barkhamsted School District","=""0050011""","*","*","*"
"Berlin School District","=""0070011""","*","*","*"
"Bethany School District","=""0080011""",6,1.2,9.5
"Bethel School District","=""0090011""",43,1.5,13.7
"Bloomfield School District","=""0110011""",24,1.1,10.0
"Bolton School District","=""0120011""","*","*","*"
"Bozrah School District","=""0130011""","*","*","*"
"Branford School District","=""0140011""",12,0.4,2.7
"Bridgeport School District","=""0150011""",365,1.7,13.3
"Bristol School District","=""0170011""",113,1.3,9.3
"Brookfield School District","=""0180011""","*","*","*"
"Brooklyn School District","=""0190011""",10,0.8,7.4
"Canaan School District","=""0210011""","*","*","*"
"Canterbury School District","=""0220011""",9,1.3,12.9
"Canton School District","=""0230011""",13,0.7,8.0
"Chaplin School District","=""0240011""","*","*","*"
"Cheshire School District","=""0250011""",31,0.7,6.6
"Chester School District","=""0260011""","*","*","*"
"Clinton School District","=""0270011""",15,0.8,7.0
"Colchester School District","=""0280011""",12,0.4,3.5
"Columbia School District","=""0300011""",7,1.0,12.3
"Connecticut Technical High School System","=""9000016""","*","*","*"
"Cornwall School District","=""0310011""","*","*","*"
"Coventry School District","=""0320011""",23,1.2,11.3
"Cromwell School District","=""0330011""",22,1.1,10.8
"Danbury School District","=""0340011""",111,1.1,10.2
"Darien School District","=""0350011""",61,1.3,10.5
"Deep River School District","=""0360011""","*","*","*"
"Department of Mental Health and Addiction Services","=""3370015""","*","*","*"
"Derby School District","=""0370011""",12,0.8,7.4
"East Granby School District","=""0400011""","*","*","*"
"East Haddam School District","=""0410011""",7,0.5,4.3
"East Hampton School District","=""0420011""","*","*","*"
"East Hartford School District","=""0430011""",90,1.1,8.2
"East Haven School District","=""0440011""",46,1.3,10.6
"East Lyme School District","=""0450011""",19,0.7,5.7
"East Windsor School District","=""0470011""",13,1.0,7.8
"Easton School District","=""0460011""","*","*","*"
"Ellington School District","=""0480011""",36,1.3,13.2
"Enfield School District","=""0490011""",75,1.3,10.0
"Essex School District","=""0500011""","*","*","*"
"Fairfield School District","=""0510011""",45,0.4,4.3
"Farmington School District","=""0520011""",27,0.7,6.7
"Glastonbury School District","=""0540011""",50,0.7,8.1
"Granby School District","=""0560011""",6,0.3,3.2
"Greenwich School District","=""0570011""",27,0.3,3.1
"Griswold School District","=""0580011""",15,0.8,6.7
"Groton School District","=""0590011""",77,1.5,11.3
"Guilford School District","=""0600011""",16,0.4,4.3
"Hamden School District","=""0620011""",56,0.8,6.9
"Hampton School District","=""0630011""","*","*","*"
"Hartford School District","=""0640011""",226,1.1,7.2
"Hebron School District","=""0670011""",10,1.0,9.4
"Killingly School District","=""0690011""",42,1.7,11.7
"Lebanon School District","=""0710011""",7,0.6,5.0
"Ledyard School District","=""0720011""",37,1.5,11.8
"Lisbon School District","=""0730011""","*","*","*"
"Litchfield School District","=""0740011""",7,0.6,5.8
"Madison School District","=""0760011""",16,0.5,4.6
"Manchester School District","=""0770011""",75,1.0,7.7
"Mansfield School District","=""0780011""",22,1.8,14.5
"Marlborough School District","=""0790011""","*","*","*"
"Meriden School District","=""0800011""",137,1.5,10.8
"Middletown School District","=""0830011""",48,0.9,7.8
"Milford School District","=""0840011""",65,0.9,7.9
"Monroe School District","=""0850011""",18,0.5,5.3
"Montville School District","=""0860011""",28,1.1,10.0
"Naugatuck School District","=""0880011""",42,0.9,7.5
"New Britain School District","=""0890011""",170,1.6,11.1
"New Canaan School District","=""0900011""",21,0.5,5.3
"New Fairfield School District","=""0910011""",38,1.4,13.6
"New Hartford School District","=""0920011""","*","*","*"
"New Haven School District","=""0930011""",141,0.8,6.4
"New London School District","=""0950011""",37,1.1,6.3
"New Milford School District","=""0960011""",58,1.3,9.5
"Newington School District","=""0940011""",53,1.2,10.2
"Newtown School District","=""0970011""",34,0.6,8.4
"North Branford School District","=""0990011""",10,0.4,3.8
"North Canaan School District","=""1000011""","*","*","*"
"North Haven School District","=""1010011""",19,0.5,5.5
"North Stonington School District","=""1020011""","*","*","*"
"Norwalk School District","=""1030011""",84,0.7,7.7
"Norwich School District","=""1040011""",89,1.6,10.3
"Old Saybrook School District","=""1060011""",12,0.8,6.5
"Orange School District","=""1070011""","*","*","*"
"Oxford School District","=""1080011""",10,0.5,7.5
"Plainfield School District","=""1090011""",30,1.2,10.0
"Plainville School District","=""1100011""",39,1.6,12.7
"Plymouth School District","=""1110011""",12,0.7,5.0
"Pomfret School District","=""1120011""","*","*","*"
"Portland School District","=""1130011""","*","*","*"
"Preston School District","=""1140011""",12,1.9,13.0
"Putnam School District","=""1160011""",9,0.8,5.4
"Redding School District","=""1170011""",8,0.7,5.4
"Regional School District 01","=""2010012""",9,1.9,13.8
"Regional School District 04","=""2040012""","*","*","*"
"Regional School District 05","=""2050012""",15,0.6,5.4
"Regional School District 06","=""2060012""","*","*","*"
"Regional School District 07","=""2070012""","*","*","*"
"Regional School District 08","=""2080012""","*","*","*"
"Regional School District 09","=""2090012""","*","*","*"
"Regional School District 10","=""2100012""",16,0.6,6.1
"Regional School District 11","=""2110012""","*","*","*"
"Regional School District 12","=""2120012""",10,1.2,7.8
"Regional School District 13","=""2130012""","*","*","*"
"Regional School District 14","=""2140012""",8,0.5,3.9
"Regional School District 15","=""2150012""",44,1.0,8.7
"Regional School District 16","=""2160012""",23,0.9,9.2
"Regional School District 17","=""2170012""",23,1.0,7.4
"Regional School District 18","=""2180012""",11,0.8,7.2
"Regional School District 19","=""2190012""",8,0.7,4.5
"Ridgefield School District","=""1180011""",13,0.2,3.1
"Rocky Hill School District","=""1190011""",17,0.7,8.0
"Salem School District","=""1210011""","*","*","*"
"Salisbury School District","=""1220011""",8,2.7,28.6
"Scotland School District","=""1230011""","*","*","*"
"Seymour School District","=""1240011""",14,0.6,5.9
"Sharon School District","=""1250011""","*","*","*"
"Shelton School District","=""1260011""",23,0.4,4.3
"Sherman School District","=""1270011""","*","*","*"
"Simsbury School District","=""1280011""",20,0.4,3.6
"Somers School District","=""1290011""",13,0.8,7.9
"South Windsor School District","=""1320011""",52,1.2,10.1
"Southington School District","=""1310011""",60,0.9,8.3
"Sprague School District","=""1330011""","*","*","*"
"Stafford School District","=""1340011""",10,0.6,6.0
"Stamford School District","=""1350011""",177,1.1,12.1
"Sterling School District","=""1360011""",12,2.0,17.4
"Stonington School District","=""1370011""",16,0.7,5.3
"Stratford School District","=""1380011""",70,1.0,10.0
"Suffield School District","=""1390011""",6,0.3,2.4
"Thomaston School District","=""1400011""",18,1.5,13.1
"Thompson School District","=""1410011""","*","*","*"
"Tolland School District","=""1420011""",19,0.6,6.1
"Torrington School District","=""1430011""",95,2.1,12.3
"Trumbull School District","=""1440011""",54,0.8,9.6
"Unified School District #1","=""3360015""","*","*","*"
"Unified School District #2","=""3470015""",21,8.0,10.6
"Vernon School District","=""1460011""",39,1.1,9.2
"Voluntown School District","=""1470011""","*","*","*"
"Wallingford School District","=""1480011""",60,1.0,7.5
"Waterbury School District","=""1510011""",239,1.4,8.5
"Waterford School District","=""1520011""",22,0.8,6.5
"Watertown School District","=""1530011""",19,0.6,5.7
"West Hartford School District","=""1550011""",123,1.2,11.3
"West Haven School District","=""1560011""",131,1.9,15.8
"Westbrook School District","=""1540011""","*","*","*"
"Weston School District","=""1570011""",11,0.4,5.0
"Westport School District","=""1580011""",43,0.8,7.6
"Wethersfield School District","=""1590011""",45,1.2,10.7
"Willington School District","=""1600011""","*","*","*"
"Wilton School District","=""1610011""",24,0.6,5.2
"Winchester School District","=""1620011""",13,1.0,5.0
"Windham School District","=""1630011""",46,1.5,8.7
"Windsor Locks School District","=""1650011""",11,0.6,5.2
"Windsor School District","=""1640011""",110,2.8,20.3
"Wolcott School District","=""1660011""",16,0.6,6.5
"Woodbridge School District","=""1670011""","*","*","*"
"Woodstock School District","=""1690011""","*","*","*"

