"Primary Disability (K-12), 2012-13"
"All Districts, Intellectual Disability"

"",,"2012-13",,
"District","District Code","Count","Overall Prevalence Rate (%)","Within Special Education Prevalence Rate (%)"
"Andover School District","=""0010011""","*","*","*"
"Ansonia School District","=""0020011""",23,0.9,7.4
"Ashford School District","=""0030011""","*","*","*"
"Avon School District","=""0040011""",11,0.3,3.1
"Berlin School District","=""0070011""","*","*","*"
"Bethany School District","=""0080011""","*","*","*"
"Bethel School District","=""0090011""","*","*","*"
"Bloomfield School District","=""0110011""",17,0.8,7.6
"Bolton School District","=""0120011""",6,0.7,7.0
"Branford School District","=""0140011""",21,0.6,4.7
"Bridgeport School District","=""0150011""",128,0.6,4.6
"Bristol School District","=""0170011""",12,0.1,1.0
"Brookfield School District","=""0180011""","*","*","*"
"Brooklyn School District","=""0190011""","*","*","*"
"Canton School District","=""0230011""","*","*","*"
"Cheshire School District","=""0250011""",24,0.5,5.2
"Chester School District","=""0260011""","*","*","*"
"Clinton School District","=""0270011""","*","*","*"
"Colchester School District","=""0280011""",16,0.6,4.6
"Colebrook School District","=""0290011""","*","*","*"
"Columbia School District","=""0300011""","*","*","*"
"Connecticut Technical High School System","=""9000016""","*","*","*"
"Coventry School District","=""0320011""","*","*","*"
"Cromwell School District","=""0330011""",9,0.4,4.5
"Danbury School District","=""0340011""",49,0.5,4.4
"Darien School District","=""0350011""",9,0.2,1.5
"Deep River School District","=""0360011""","*","*","*"
"Derby School District","=""0370011""",7,0.4,3.7
"East Granby School District","=""0400011""","*","*","*"
"East Haddam School District","=""0410011""",10,0.8,6.3
"East Hampton School District","=""0420011""","*","*","*"
"East Hartford School District","=""0430011""",37,0.5,3.4
"East Haven School District","=""0440011""",15,0.4,3.4
"East Lyme School District","=""0450011""",8,0.3,2.5
"East Windsor School District","=""0470011""",11,0.8,5.4
"Eastford School District","=""0390011""","*","*","*"
"Easton School District","=""0460011""","*","*","*"
"Ellington School District","=""0480011""","*","*","*"
"Enfield School District","=""0490011""",34,0.6,4.6
"Fairfield School District","=""0510011""",28,0.3,2.5
"Farmington School District","=""0520011""",15,0.4,3.4
"Franklin School District","=""0530011""","*","*","*"
"Glastonbury School District","=""0540011""",16,0.2,2.6
"Granby School District","=""0560011""","*","*","*"
"Greenwich School District","=""0570011""",25,0.3,2.9
"Griswold School District","=""0580011""","*","*","*"
"Groton School District","=""0590011""",40,0.8,5.7
"Guilford School District","=""0600011""",16,0.4,4.4
"Hamden School District","=""0620011""",26,0.4,3.2
"Hampton School District","=""0630011""","*","*","*"
"Hartford School District","=""0640011""",161,0.8,4.8
"Kent School District","=""0680011""","*","*","*"
"Killingly School District","=""0690011""",18,0.7,4.9
"Lebanon School District","=""0710011""",11,1.0,7.3
"Ledyard School District","=""0720011""","*","*","*"
"Lisbon School District","=""0730011""","*","*","*"
"Litchfield School District","=""0740011""","*","*","*"
"Madison School District","=""0760011""",8,0.2,2.3
"Manchester School District","=""0770011""",20,0.3,2.1
"Mansfield School District","=""0780011""","*","*","*"
"Marlborough School District","=""0790011""","*","*","*"
"Meriden School District","=""0800011""",52,0.6,4.0
"Middletown School District","=""0830011""",33,0.6,5.6
"Milford School District","=""0840011""",16,0.2,1.9
"Monroe School District","=""0850011""",18,0.5,4.9
"Montville School District","=""0860011""",10,0.4,3.5
"Naugatuck School District","=""0880011""",23,0.5,4.0
"New Britain School District","=""0890011""",92,0.8,5.7
"New Canaan School District","=""0900011""","*","*","*"
"New Fairfield School District","=""0910011""",7,0.3,2.6
"New Hartford School District","=""0920011""","*","*","*"
"New Haven School District","=""0930011""",148,0.8,6.3
"New London School District","=""0950011""",27,0.8,4.3
"New Milford School District","=""0960011""",17,0.4,2.9
"Newington School District","=""0940011""",19,0.4,3.5
"Newtown School District","=""0970011""",14,0.3,3.5
"North Branford School District","=""0990011""",12,0.6,4.3
"North Canaan School District","=""1000011""","*","*","*"
"North Haven School District","=""1010011""",17,0.5,4.8
"North Stonington School District","=""1020011""","*","*","*"
"Norwalk School District","=""1030011""",29,0.3,2.4
"Norwich School District","=""1040011""",43,0.8,4.8
"Old Saybrook School District","=""1060011""","*","*","*"
"Orange School District","=""1070011""","*","*","*"
"Oxford School District","=""1080011""",7,0.3,4.5
"Plainfield School District","=""1090011""",15,0.6,5.1
"Plainville School District","=""1100011""","*","*","*"
"Plymouth School District","=""1110011""",6,0.3,2.4
"Pomfret School District","=""1120011""","*","*","*"
"Portland School District","=""1130011""","*","*","*"
"Preston School District","=""1140011""","*","*","*"
"Putnam School District","=""1160011""",18,1.5,10.3
"Regional School District 01","=""2010012""","*","*","*"
"Regional School District 04","=""2040012""","*","*","*"
"Regional School District 05","=""2050012""",9,0.4,3.2
"Regional School District 06","=""2060012""",8,0.9,7.2
"Regional School District 07","=""2070012""",6,0.6,5.3
"Regional School District 08","=""2080012""",6,0.3,2.6
"Regional School District 09","=""2090012""","*","*","*"
"Regional School District 10","=""2100012""",9,0.3,3.4
"Regional School District 11","=""2110012""","*","*","*"
"Regional School District 12","=""2120012""",6,0.7,4.8
"Regional School District 13","=""2130012""","*","*","*"
"Regional School District 14","=""2140012""",9,0.5,4.5
"Regional School District 15","=""2150012""","*","*","*"
"Regional School District 16","=""2160012""",9,0.4,3.4
"Regional School District 17","=""2170012""",6,0.3,1.9
"Regional School District 18","=""2180012""",9,0.6,5.7
"Regional School District 19","=""2190012""",12,1.1,6.9
"Ridgefield School District","=""1180011""",10,0.2,2.2
"Rocky Hill School District","=""1190011""","*","*","*"
"Salem School District","=""1210011""","*","*","*"
"Seymour School District","=""1240011""",9,0.4,3.7
"Shelton School District","=""1260011""",13,0.3,2.3
"Sherman School District","=""1270011""","*","*","*"
"Simsbury School District","=""1280011""",18,0.4,3.4
"Somers School District","=""1290011""","*","*","*"
"South Windsor School District","=""1320011""",12,0.3,2.2
"Southington School District","=""1310011""",17,0.3,2.2
"Sprague School District","=""1330011""","*","*","*"
"Stafford School District","=""1340011""",6,0.4,3.3
"Stamford School District","=""1350011""",56,0.4,3.7
"Sterling School District","=""1360011""","*","*","*"
"Stonington School District","=""1370011""",11,0.5,3.6
"Stratford School District","=""1380011""",38,0.5,5.3
"Suffield School District","=""1390011""",9,0.4,3.6
"Thomaston School District","=""1400011""",6,0.5,4.2
"Thompson School District","=""1410011""","*","*","*"
"Tolland School District","=""1420011""",10,0.3,3.2
"Torrington School District","=""1430011""",15,0.3,2.1
"Trumbull School District","=""1440011""",27,0.4,4.5
"Unified School District #1","=""3360015""","*","*","*"
"Unified School District #2","=""3470015""","*","*","*"
"Vernon School District","=""1460011""",21,0.6,4.7
"Voluntown School District","=""1470011""","*","*","*"
"Wallingford School District","=""1480011""",21,0.3,2.7
"Waterbury School District","=""1510011""",108,0.6,3.7
"Waterford School District","=""1520011""",15,0.5,4.2
"Watertown School District","=""1530011""",18,0.6,5.2
"West Hartford School District","=""1550011""",29,0.3,2.7
"West Haven School District","=""1560011""",21,0.3,2.4
"Westbrook School District","=""1540011""","*","*","*"
"Weston School District","=""1570011""","*","*","*"
"Westport School District","=""1580011""",6,0.1,1.0
"Wethersfield School District","=""1590011""",15,0.4,3.3
"Willington School District","=""1600011""","*","*","*"
"Wilton School District","=""1610011""","*","*","*"
"Winchester School District","=""1620011""",9,0.7,3.6
"Windham School District","=""1630011""",31,1.0,6.1
"Windsor Locks School District","=""1650011""",17,0.9,8.3
"Windsor School District","=""1640011""",17,0.4,2.9
"Wolcott School District","=""1660011""",16,0.6,6.9
"Woodbridge School District","=""1670011""","*","*","*"
"Woodstock School District","=""1690011""",6,0.5,6.9

