"Primary Disability (K-12), 2014-15"
"All Districts, Intellectual Disability"

"",,"2014-15",,
"District","District Code","Count","Overall Prevalence Rate (%)","Within Special Education Prevalence Rate (%)"
"Andover School District","=""0010011""","*","*","*"
"Ansonia School District","=""0020011""",20,0.8,4.8
"Ashford School District","=""0030011""","*","*","*"
"Avon School District","=""0040011""",9,0.3,2.9
"Berlin School District","=""0070011""",6,0.2,1.9
"Bethany School District","=""0080011""","*","*","*"
"Bethel School District","=""0090011""","*","*","*"
"Bloomfield School District","=""0110011""",15,0.7,5.4
"Bolton School District","=""0120011""","*","*","*"
"Branford School District","=""0140011""",17,0.5,4.1
"Bridgeport School District","=""0150011""",149,0.7,4.7
"Bristol School District","=""0170011""",6,0.1,0.4
"Brookfield School District","=""0180011""","*","*","*"
"Brooklyn School District","=""0190011""",6,0.5,4.7
"Canton School District","=""0230011""","*","*","*"
"Cheshire School District","=""0250011""",27,0.6,5.7
"Chester School District","=""0260011""","*","*","*"
"Clinton School District","=""0270011""",7,0.4,3.5
"Colchester School District","=""0280011""",17,0.6,4.7
"Colebrook School District","=""0290011""","*","*","*"
"Columbia School District","=""0300011""","*","*","*"
"Coventry School District","=""0320011""","*","*","*"
"Cromwell School District","=""0330011""",9,0.4,4.2
"Danbury School District","=""0340011""",54,0.5,4.4
"Darien School District","=""0350011""",11,0.2,2.0
"Deep River School District","=""0360011""","*","*","*"
"Derby School District","=""0370011""",7,0.5,3.3
"East Granby School District","=""0400011""","*","*","*"
"East Haddam School District","=""0410011""","*","*","*"
"East Hampton School District","=""0420011""","*","*","*"
"East Hartford School District","=""0430011""",36,0.5,3.3
"East Haven School District","=""0440011""",14,0.4,3.3
"East Lyme School District","=""0450011""",9,0.3,2.6
"East Windsor School District","=""0470011""",13,1.0,6.0
"Easton School District","=""0460011""","*","*","*"
"Ellington School District","=""0480011""","*","*","*"
"Enfield School District","=""0490011""",27,0.5,3.5
"Fairfield School District","=""0510011""",35,0.3,3.2
"Farmington School District","=""0520011""",15,0.4,3.2
"Franklin School District","=""0530011""","*","*","*"
"Glastonbury School District","=""0540011""",17,0.3,2.8
"Granby School District","=""0560011""","*","*","*"
"Greenwich School District","=""0570011""",24,0.3,2.7
"Griswold School District","=""0580011""",7,0.4,2.8
"Groton School District","=""0590011""",36,0.7,5.0
"Guilford School District","=""0600011""",20,0.6,5.1
"Hamden School District","=""0620011""",29,0.4,3.1
"Hampton School District","=""0630011""","*","*","*"
"Hartford School District","=""0640011""",164,0.8,4.6
"Hartland School District","=""0650011""","*","*","*"
"Hebron School District","=""0670011""","*","*","*"
"Kent School District","=""0680011""","*","*","*"
"Killingly School District","=""0690011""",20,0.9,5.0
"Lebanon School District","=""0710011""",8,0.8,5.1
"Ledyard School District","=""0720011""","*","*","*"
"Lisbon School District","=""0730011""","*","*","*"
"Madison School District","=""0760011""",9,0.3,2.5
"Manchester School District","=""0770011""",22,0.3,2.5
"Mansfield School District","=""0780011""","*","*","*"
"Meriden School District","=""0800011""",59,0.7,4.0
"Middletown School District","=""0830011""",35,0.7,5.5
"Milford School District","=""0840011""",11,0.2,1.4
"Monroe School District","=""0850011""",16,0.5,4.6
"Montville School District","=""0860011""","*","*","*"
"Naugatuck School District","=""0880011""",23,0.5,3.6
"New Britain School District","=""0890011""",100,0.9,5.9
"New Canaan School District","=""0900011""","*","*","*"
"New Fairfield School District","=""0910011""",8,0.3,3.3
"New Hartford School District","=""0920011""","*","*","*"
"New Haven School District","=""0930011""",182,0.9,6.9
"New London School District","=""0950011""",36,1.0,5.4
"New Milford School District","=""0960011""",15,0.4,2.7
"Newington School District","=""0940011""",16,0.4,3.0
"Newtown School District","=""0970011""",16,0.3,3.7
"North Branford School District","=""0990011""",12,0.6,4.2
"North Canaan School District","=""1000011""","*","*","*"
"North Haven School District","=""1010011""",17,0.5,4.4
"North Stonington School District","=""1020011""","*","*","*"
"Norwalk School District","=""1030011""",36,0.3,2.7
"Norwich School District","=""1040011""",51,0.9,5.6
"Old Saybrook School District","=""1060011""",6,0.4,3.0
"Orange School District","=""1070011""","*","*","*"
"Oxford School District","=""1080011""",7,0.3,3.0
"Plainfield School District","=""1090011""",16,0.7,5.2
"Plainville School District","=""1100011""","*","*","*"
"Plymouth School District","=""1110011""","*","*","*"
"Pomfret School District","=""1120011""","*","*","*"
"Portland School District","=""1130011""","*","*","*"
"Preston School District","=""1140011""","*","*","*"
"Putnam School District","=""1160011""",14,1.2,7.8
"Regional School District 04","=""2040012""","*","*","*"
"Regional School District 05","=""2050012""",11,0.5,4.1
"Regional School District 06","=""2060012""","*","*","*"
"Regional School District 07","=""2070012""","*","*","*"
"Regional School District 08","=""2080012""",10,0.6,4.5
"Regional School District 09","=""2090012""","*","*","*"
"Regional School District 10","=""2100012""",7,0.3,2.8
"Regional School District 11","=""2110012""","*","*","*"
"Regional School District 12","=""2120012""","*","*","*"
"Regional School District 13","=""2130012""",11,0.6,4.2
"Regional School District 14","=""2140012""","*","*","*"
"Regional School District 15","=""2150012""","*","*","*"
"Regional School District 16","=""2160012""",8,0.3,2.5
"Regional School District 17","=""2170012""","*","*","*"
"Regional School District 18","=""2180012""",8,0.6,4.8
"Regional School District 19","=""2190012""",6,0.6,3.6
"Ridgefield School District","=""1180011""",11,0.2,2.4
"Rocky Hill School District","=""1190011""",7,0.3,2.9
"Salem School District","=""1210011""","*","*","*"
"Scotland School District","=""1230011""","*","*","*"
"Seymour School District","=""1240011""",7,0.3,2.6
"Sharon School District","=""1250011""","*","*","*"
"Shelton School District","=""1260011""",15,0.3,2.4
"Sherman School District","=""1270011""","*","*","*"
"Simsbury School District","=""1280011""",19,0.4,3.4
"Somers School District","=""1290011""","*","*","*"
"South Windsor School District","=""1320011""",14,0.3,2.6
"Southington School District","=""1310011""",10,0.2,1.3
"Sprague School District","=""1330011""","*","*","*"
"Stafford School District","=""1340011""","*","*","*"
"Stamford School District","=""1350011""",68,0.4,3.9
"Sterling School District","=""1360011""","*","*","*"
"Stonington School District","=""1370011""",11,0.5,3.3
"Stratford School District","=""1380011""",32,0.4,4.1
"Suffield School District","=""1390011""","*","*","*"
"Thomaston School District","=""1400011""",6,0.6,4.4
"Thompson School District","=""1410011""","*","*","*"
"Tolland School District","=""1420011""",11,0.4,3.5
"Torrington School District","=""1430011""",19,0.4,2.5
"Trumbull School District","=""1440011""",23,0.4,3.6
"Unified School District #1","=""3360015""",6,1.5,3.4
"Unified School District #2","=""3470015""","*","*","*"
"Vernon School District","=""1460011""",24,0.7,4.8
"Voluntown School District","=""1470011""","*","*","*"
"Wallingford School District","=""1480011""",22,0.4,3.2
"Waterbury School District","=""1510011""",110,0.6,3.4
"Waterford School District","=""1520011""",15,0.6,3.8
"Watertown School District","=""1530011""",16,0.6,4.7
"West Hartford School District","=""1550011""",28,0.3,2.4
"West Haven School District","=""1560011""",19,0.3,2.0
"Westbrook School District","=""1540011""","*","*","*"
"Weston School District","=""1570011""","*","*","*"
"Westport School District","=""1580011""","*","*","*"
"Wethersfield School District","=""1590011""",15,0.4,2.9
"Willington School District","=""1600011""","*","*","*"
"Wilton School District","=""1610011""","*","*","*"
"Winchester School District","=""1620011""",8,0.7,3.4
"Windham School District","=""1630011""",23,0.7,4.6
"Windsor Locks School District","=""1650011""",12,0.7,5.9
"Windsor School District","=""1640011""",14,0.4,2.4
"Wolcott School District","=""1660011""",13,0.5,5.7
"Woodbridge School District","=""1670011""","*","*","*"
"Woodstock School District","=""1690011""",6,0.5,5.3

