"Primary Disability (K-12), 2015-16"
"All Districts, Intellectual Disability"

"",,"2015-16",,
"District","District Code","Count","Overall Prevalence Rate (%)","Within Special Education Prevalence Rate (%)"
"Andover School District","=""0010011""","*","*","*"
"Ansonia School District","=""0020011""",18,0.7,4.0
"Avon School District","=""0040011""",7,0.2,2.4
"Berlin School District","=""0070011""",7,0.2,2.1
"Bethany School District","=""0080011""","*","*","*"
"Bethel School District","=""0090011""","*","*","*"
"Bloomfield School District","=""0110011""",16,0.7,5.1
"Bolton School District","=""0120011""",7,0.9,8.0
"Branford School District","=""0140011""",17,0.6,4.1
"Bridgeport School District","=""0150011""",162,0.7,4.8
"Bristol School District","=""0170011""",7,0.1,0.5
"Brookfield School District","=""0180011""","*","*","*"
"Brooklyn School District","=""0190011""",7,0.6,5.5
"Canterbury School District","=""0220011""","*","*","*"
"Canton School District","=""0230011""","*","*","*"
"Cheshire School District","=""0250011""",26,0.6,5.4
"Chester School District","=""0260011""","*","*","*"
"Clinton School District","=""0270011""",11,0.6,5.4
"Colchester School District","=""0280011""",13,0.5,3.5
"Columbia School District","=""0300011""","*","*","*"
"Connecticut Technical High School System","=""9000016""","*","*","*"
"Coventry School District","=""0320011""","*","*","*"
"Cromwell School District","=""0330011""",6,0.3,2.7
"Danbury School District","=""0340011""",56,0.5,4.3
"Darien School District","=""0350011""",11,0.2,1.9
"Deep River School District","=""0360011""","*","*","*"
"Derby School District","=""0370011""","*","*","*"
"East Granby School District","=""0400011""","*","*","*"
"East Haddam School District","=""0410011""",8,0.7,4.9
"East Hampton School District","=""0420011""","*","*","*"
"East Hartford School District","=""0430011""",38,0.5,3.3
"East Haven School District","=""0440011""",19,0.6,4.3
"East Lyme School District","=""0450011""",8,0.3,2.4
"East Windsor School District","=""0470011""",11,0.9,5.8
"Easton School District","=""0460011""","*","*","*"
"Ellington School District","=""0480011""","*","*","*"
"Enfield School District","=""0490011""",24,0.4,3.1
"Fairfield School District","=""0510011""",31,0.3,2.9
"Farmington School District","=""0520011""",13,0.3,2.7
"Franklin School District","=""0530011""","*","*","*"
"Glastonbury School District","=""0540011""",16,0.3,2.5
"Granby School District","=""0560011""",7,0.4,3.3
"Greenwich School District","=""0570011""",23,0.3,2.6
"Griswold School District","=""0580011""",9,0.5,3.7
"Groton School District","=""0590011""",33,0.7,4.5
"Guilford School District","=""0600011""",19,0.6,4.8
"Hamden School District","=""0620011""",32,0.5,3.1
"Hampton School District","=""0630011""","*","*","*"
"Hartford School District","=""0640011""",184,0.9,4.9
"Hartland School District","=""0650011""","*","*","*"
"Hebron School District","=""0670011""","*","*","*"
"Killingly School District","=""0690011""",18,0.8,4.6
"Lebanon School District","=""0710011""",8,0.8,5.6
"Ledyard School District","=""0720011""","*","*","*"
"Lisbon School District","=""0730011""","*","*","*"
"Madison School District","=""0760011""",9,0.3,2.5
"Manchester School District","=""0770011""",23,0.3,2.6
"Mansfield School District","=""0780011""","*","*","*"
"Marlborough School District","=""0790011""","*","*","*"
"Meriden School District","=""0800011""",60,0.7,4.0
"Middletown School District","=""0830011""",34,0.7,5.3
"Milford School District","=""0840011""",12,0.2,1.6
"Monroe School District","=""0850011""",19,0.6,5.4
"Montville School District","=""0860011""","*","*","*"
"Naugatuck School District","=""0880011""",27,0.6,4.0
"New Britain School District","=""0890011""",89,0.8,5.1
"New Canaan School District","=""0900011""","*","*","*"
"New Fairfield School District","=""0910011""",7,0.3,3.0
"New Hartford School District","=""0920011""","*","*","*"
"New Haven School District","=""0930011""",185,0.9,6.7
"New London School District","=""0950011""",35,1.0,5.3
"New Milford School District","=""0960011""",13,0.3,2.3
"Newington School District","=""0940011""",18,0.4,3.5
"Newtown School District","=""0970011""",16,0.3,3.4
"North Branford School District","=""0990011""",13,0.7,4.7
"North Canaan School District","=""1000011""","*","*","*"
"North Haven School District","=""1010011""",18,0.6,5.0
"North Stonington School District","=""1020011""","*","*","*"
"Norwalk School District","=""1030011""",40,0.3,2.8
"Norwich School District","=""1040011""",38,0.7,4.4
"Old Saybrook School District","=""1060011""","*","*","*"
"Orange School District","=""1070011""","*","*","*"
"Oxford School District","=""1080011""",7,0.3,2.9
"Plainfield School District","=""1090011""",15,0.7,5.0
"Plainville School District","=""1100011""",7,0.3,2.3
"Plymouth School District","=""1110011""",7,0.4,3.0
"Pomfret School District","=""1120011""","*","*","*"
"Portland School District","=""1130011""","*","*","*"
"Preston School District","=""1140011""","*","*","*"
"Putnam School District","=""1160011""",13,1.1,6.8
"Regional School District 01","=""2010012""","*","*","*"
"Regional School District 04","=""2040012""","*","*","*"
"Regional School District 05","=""2050012""",9,0.4,3.2
"Regional School District 06","=""2060012""",9,1.1,7.6
"Regional School District 07","=""2070012""",7,0.7,5.8
"Regional School District 08","=""2080012""",8,0.5,4.0
"Regional School District 09","=""2090012""","*","*","*"
"Regional School District 10","=""2100012""",7,0.3,2.8
"Regional School District 11","=""2110012""","*","*","*"
"Regional School District 12","=""2120012""","*","*","*"
"Regional School District 13","=""2130012""",13,0.8,5.2
"Regional School District 14","=""2140012""","*","*","*"
"Regional School District 15","=""2150012""",8,0.2,1.6
"Regional School District 16","=""2160012""",8,0.4,2.5
"Regional School District 17","=""2170012""",6,0.3,1.7
"Regional School District 18","=""2180012""",7,0.5,4.4
"Regional School District 19","=""2190012""","*","*","*"
"Ridgefield School District","=""1180011""",8,0.2,1.8
"Rocky Hill School District","=""1190011""",9,0.3,3.4
"Salem School District","=""1210011""","*","*","*"
"Scotland School District","=""1230011""","*","*","*"
"Seymour School District","=""1240011""",7,0.3,2.6
"Sharon School District","=""1250011""","*","*","*"
"Shelton School District","=""1260011""",19,0.4,2.9
"Sherman School District","=""1270011""","*","*","*"
"Simsbury School District","=""1280011""",27,0.6,4.9
"Somers School District","=""1290011""","*","*","*"
"South Windsor School District","=""1320011""",14,0.3,2.6
"Southington School District","=""1310011""",9,0.1,1.2
"Sprague School District","=""1330011""","*","*","*"
"Stafford School District","=""1340011""","*","*","*"
"Stamford School District","=""1350011""",64,0.4,3.5
"Sterling School District","=""1360011""","*","*","*"
"Stonington School District","=""1370011""",11,0.5,3.3
"Stratford School District","=""1380011""",32,0.4,3.8
"Suffield School District","=""1390011""",7,0.3,2.8
"Thomaston School District","=""1400011""","*","*","*"
"Thompson School District","=""1410011""","*","*","*"
"Tolland School District","=""1420011""",12,0.5,3.9
"Torrington School District","=""1430011""",19,0.4,2.3
"Trumbull School District","=""1440011""",18,0.3,2.7
"Unified School District #1","=""3360015""","*","*","*"
"Vernon School District","=""1460011""",20,0.6,3.9
"Voluntown School District","=""1470011""","*","*","*"
"Wallingford School District","=""1480011""",24,0.4,3.5
"Waterbury School District","=""1510011""",111,0.6,3.4
"Waterford School District","=""1520011""",12,0.4,3.1
"Watertown School District","=""1530011""",15,0.5,4.3
"West Hartford School District","=""1550011""",28,0.3,2.4
"West Haven School District","=""1560011""",20,0.3,2.0
"Westbrook School District","=""1540011""","*","*","*"
"Weston School District","=""1570011""","*","*","*"
"Westport School District","=""1580011""","*","*","*"
"Wethersfield School District","=""1590011""",14,0.4,2.7
"Willington School District","=""1600011""","*","*","*"
"Wilton School District","=""1610011""","*","*","*"
"Winchester School District","=""1620011""",10,0.8,4.0
"Windham School District","=""1630011""",24,0.8,4.6
"Windsor Locks School District","=""1650011""",11,0.7,4.6
"Windsor School District","=""1640011""",16,0.4,2.6
"Wolcott School District","=""1660011""",12,0.5,4.7
"Woodbridge School District","=""1670011""","*","*","*"
"Woodstock School District","=""1690011""",6,0.5,5.2

