"Four-Year Graduation Rates, 2013-14"
"All Districts, All Schools, Gender"

"",,,,,,"Graduates",
"District","District Code","School","School Code","Gender","Four-Year Cohort Count","Graduation Count","Graduation Rate"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Female",15,"*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Male",8,"*","*"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Female",72,58,80.6
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Male",78,62,79.5
"Avon School District","=""0040011""","Avon High School","=""0046111""","Female",147,"*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Male",122,"*","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Female",114,110,96.5
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Male",120,113,94.2
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Female",117,111,94.9
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Male",127,115,90.6
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Female",64,"*","*"
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Male",69,"*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Female",16,"*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Male",10,"*","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","Female","*","*","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","Male","*","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Female",53,51,96.2
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Male",48,45,93.8
"Branford School District","=""0140011""","Branford High School","=""0146111""","Female",149,142,95.3
"Branford School District","=""0140011""","Branford High School","=""0146111""","Male",143,129,90.2
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","Female",163,112,68.7
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","Male",184,104,56.5
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Female",290,246,84.8
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Male",272,207,76.1
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Female",154,124,80.5
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Male",151,89,58.9
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Female",156,136,87.2
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Male",174,138,79.3
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Female",175,160,91.4
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Male",175,135,77.1
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Female",116,"*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Male",115,"*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","Female",65,"*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","Male",70,"*","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","Female",17,15,"*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","Male",16,13,"*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Female",76,"*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Male",19,"*","*"
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","Female","*","*","*"
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","Male","*","*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Female",50,"*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Male",46,"*","*"
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","Female",14,"*","*"
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","Male",31,"*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Female",186,184,98.9
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Male",180,176,97.8
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Female",58,55,94.8
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Male",70,66,94.3
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Female",140,"*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Male",108,"*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Female",15,"*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Male",14,"*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Female",96,91,94.8
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Male",87,84,96.6
