"Four-Year Graduation Rates, Trend"
"All Districts, All Schools, High Needs Status"

"",,,"Non-Graduates",,,,,,,,,
"",,,"Four-Year Still Enrolled Rate by Year",,,,,"Four-Year Other Rate by Year",,,,
"District","School","High Needs Status","2010-11","2011-12","2012-13","2013-14","2014-15","2010-11","2011-12","2012-13","2013-14","2014-15"
"Amistad Academy District","Amistad Academy","High Needs","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","Amistad Academy","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","Ansonia High School","High Needs",24.2,"*","*","*","*","*","*","*","*","*"
"Ansonia School District","Ansonia High School","Non-High Needs",10.7,"*","*","*","*","*","*","*","*","*"
"Avon School District","Avon High School","High Needs","*","*","*","*","*","*","*","*","*","*"
"Avon School District","Avon High School","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","Berlin High School","High Needs",14.0,"*","*","*","*","*","*","*","*","*"
"Berlin School District","Berlin High School","Non-High Needs",3.2,"*","*","*","*","*","*","*","*","*"
"Bethel School District","Bethel High School","High Needs","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","Bethel High School","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","Bloomfield High School","High Needs",12.5,7.0,"*","*",10.5,20.8,17.0,8.1,"*",9.3
"Bloomfield School District","Bloomfield High School","Non-High Needs",11.1,"*","*","*","*",9.1,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","High Needs","N/A","N/A","*","*","*","N/A","N/A","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Non-High Needs","N/A","N/A","*","*","*","N/A","N/A","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","High Needs","N/A","N/A","*","*","*","N/A","N/A","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Non-High Needs","N/A","N/A","*","*","*","N/A","N/A","*","*","*"
"Bloomfield School District","The Big Picture High School","High Needs","*","*","N/A","N/A","N/A","*","*","N/A","N/A","N/A"
"Bloomfield School District","The Big Picture High School","Non-High Needs","*","*","N/A","N/A","N/A","*","*","N/A","N/A","N/A"
"Bolton School District","Bolton High School","High Needs","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"Branford School District","Branford High School","High Needs","*","*","*",10.5,9.9,"*","*","*","*","*"
"Branford School District","Branford High School","Non-High Needs","*","*","*",3.2,3.6,"*","*","*","*","*"
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","High Needs","N/A","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","*"
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","Non-High Needs","N/A","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","*"
"Bridgeport School District","Bassick High School","High Needs",31.3,42.6,21.9,23.9,25.2,7.5,9.7,19.0,13.8,15.0
"Bridgeport School District","Bassick High School","Non-High Needs","*","N/A","*","N/A","*","*","N/A","*","N/A","*"
"Bridgeport School District","Central High School","High Needs",13.7,"*",13.9,"*",17.3,12.1,9.1,8.6,6.4,6.0
"Bridgeport School District","Central High School","Non-High Needs",16.3,"N/A","*","*","*","*","N/A","*","*","*"
"Bridgeport School District","Harding High School","High Needs",41.2,27.5,34.1,24.6,35.6,13.3,"*",5.1,"*",10.3
"Bridgeport School District","Harding High School","Non-High Needs","*","*","*","N/A","*",40.9,"*","*","N/A","*"
"Bristol School District","Bristol Central High School","High Needs",29.5,13.8,24.0,16.3,19.1,13.9,9.4,9.1,11.9,7.9
"Bristol School District","Bristol Central High School","Non-High Needs",10.0,"*","*",4.1,"*",6.2,"*","*","*","*"
"Bristol School District","Bristol Eastern High School","High Needs",16.1,14.6,16.8,12.8,16.7,14.3,8.9,13.9,12.2,7.3
"Bristol School District","Bristol Eastern High School","Non-High Needs",8.2,"*","*",3.8,"*",6.3,"*","*","*","*"
"Brookfield School District","Brookfield High School","High Needs","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","Brookfield High School","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"Canton School District","Canton High School","High Needs","*","*","*","*","*","*","*","*","*","*"
"Canton School District","Canton High School","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","High Needs","N/A","N/A","*","*","*","N/A","N/A","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Non-High Needs","N/A","N/A","*","*","*","N/A","N/A","*","*","*"
"Capitol Region Education Council","Academy of Science and Innovation","High Needs","N/A","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","*"
"Capitol Region Education Council","Academy of Science and Innovation","Non-High Needs","N/A","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","*"
"Capitol Region Education Council","Great Path Academy at MCC","High Needs","*",20.8,"N/A","N/A","N/A",8.7,"*","N/A","N/A","N/A"
"Capitol Region Education Council","Great Path Academy at MCC","Non-High Needs","*","*","N/A","N/A","N/A","*","*","N/A","N/A","N/A"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","High Needs",30.4,"*",14.8,13.1,9.2,"*","*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Non-High Needs","*",15.8,"*","*","*","*","*","*","*","*"
"Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","High Needs","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","*","N/A"
"Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","Non-High Needs","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","*","N/A"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","High Needs","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","Public Safety Academy","High Needs","N/A","N/A","N/A","*","*","N/A","N/A","N/A","*","*"
"Capitol Region Education Council","Public Safety Academy","Non-High Needs","N/A","N/A","N/A","*","*","N/A","N/A","N/A","*","*"
"Cheshire School District","Cheshire High School","High Needs","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","Cheshire High School","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"Clinton School District","The Morgan School","High Needs","*","*","*","*","*","*","*","*","*","*"
"Clinton School District","The Morgan School","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","Bacon Academy","High Needs","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","Bacon Academy","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","Common Ground High School","High Needs","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","Common Ground High School","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","High Needs","*",6.8,11.2,"*","*","*","*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","Non-High Needs",5.5,"*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","High Needs",9.1,6.4,"*",7.9,"*","*","*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","High Needs","*",6.3,6.1,"*","*","*","*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Eli Whitney Technical High School","High Needs",28.2,7.6,13.7,7.9,9.5,"*","*","*","*","*"
"Connecticut Technical High School System","Eli Whitney Technical High School","Non-High Needs",14.3,"*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","High Needs","*",7.9,"*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","High Needs","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","High Needs","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","High Needs","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Non-High Needs",10.8,"*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","High Needs","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Non-High Needs",8.2,"*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","High Needs","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","High Needs","*","*","*","*","*","*","*","*","*","*"
