"Four-Year Graduation Rates, 2010-11"
"All Districts, All Schools, English Learner Status"

"",,,,"Non-Graduates",,,
"District","School","English Learner Status","Four-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","Amistad Academy","Non-ELL",29,"*","*","*","*"
"Ansonia School District","Ansonia High School","Non-ELL","*","*","*","*","*"
"Ansonia School District","Ansonia High School","ELL","*","*","*","*","*"
"Avon School District","Avon High School","Non-ELL","*","*","*","*","*"
"Avon School District","Avon High School","ELL","*","*","*","*","*"
"Berlin School District","Berlin High School","Non-ELL","*","*","*","*","*"
"Berlin School District","Berlin High School","ELL","*","*","*","*","*"
"Bethel School District","Bethel High School","Non-ELL","*","*","*","*","*"
"Bethel School District","Bethel High School","ELL","*","*","*","*","*"
"Bloomfield School District","Bloomfield High School","Non-ELL",170,24,14.1,20,11.8
"Bloomfield School District","Bloomfield High School","ELL","*","*","*","*","*"
"Bloomfield School District","The Big Picture High School","Non-ELL","*","*","*","*","*"
"Bolton School District","Bolton High School","Non-ELL",73,"*","*","*","*"
"Branford School District","Branford High School","Non-ELL","*","*","*","*","*"
"Branford School District","Branford High School","ELL","*","*","*","*","*"
"Bridgeport School District","Bassick High School","Non-ELL",283,22,7.8,86,30.4
"Bridgeport School District","Bassick High School","ELL",58,"*","*",20,34.5
"Bridgeport School District","Central High School","Non-ELL",548,69,12.6,73,13.3
"Bridgeport School District","Central High School","ELL",55,"*","*",11,20.0
"Bridgeport School District","Harding High School","Non-ELL",343,54,15.7,128,37.3
"Bridgeport School District","Harding High School","ELL",92,10,10.9,47,51.1
"Bristol School District","Bristol Central High School","Non-ELL",326,30,9.2,56,17.2
"Bristol School District","Bristol Central High School","ELL","*","*","*","*","*"
"Bristol School District","Bristol Eastern High School","Non-ELL",363,31,8.5,38,10.5
"Bristol School District","Bristol Eastern High School","ELL","*","*","*","*","*"
"Brookfield School District","Brookfield High School","Non-ELL","*","*","*","*","*"
"Brookfield School District","Brookfield High School","ELL","*","*","*","*","*"
"Canton School District","Canton High School","Non-ELL","*","*","*","*","*"
"Canton School District","Canton High School","ELL","*","*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","Non-ELL",115,6,5.2,9,7.8
"Capitol Region Education Council","Great Path Academy at MCC","ELL","*","*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Non-ELL",61,"*","*",10,16.4
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","ELL","*","*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Non-ELL",102,"*","*",7,6.9
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","ELL","*","*","*","*","*"
"Cheshire School District","Cheshire High School","Non-ELL","*","*","*","*","*"
"Cheshire School District","Cheshire High School","ELL","*","*","*","*","*"
"Clinton School District","The Morgan School","Non-ELL","*","*","*","*","*"
"Clinton School District","The Morgan School","ELL","*","*","*","*","*"
"Colchester School District","Bacon Academy","Non-ELL","*","*","*","*","*"
"Colchester School District","Bacon Academy","ELL","*","*","*","*","*"
"Common Ground High School District","Common Ground High School","Non-ELL",38,"*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","Non-ELL",131,"*","*",8,6.1
"Connecticut Technical High School System","A. I. Prince Technical High School","ELL",20,"*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","Non-ELL",185,"*","*",10,5.4
"Connecticut Technical High School System","Bullard-Havens Technical High School","ELL",8,"*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Non-ELL",93,"*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","ELL",9,"*","*","*","*"
"Connecticut Technical High School System","Eli Whitney Technical High School","Non-ELL",117,"*","*",21,17.9
"Connecticut Technical High School System","Eli Whitney Technical High School","ELL",6,"*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Non-ELL",121,"*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","ELL","*","*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Non-ELL",119,"*","*",7,5.9
"Connecticut Technical High School System","Emmett O'Brien Technical High School","ELL","*","*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Non-ELL",178,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","ELL","*","*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Non-ELL",129,"*","*",14,10.9
"Connecticut Technical High School System","Henry Abbott Technical High School","Non-ELL",145,"*","*",11,7.6
"Connecticut Technical High School System","Henry Abbott Technical High School","ELL",15,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Non-ELL",135,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Non-ELL",109,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","ELL","*","*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Non-ELL",190,"*","*",12,6.3
"Connecticut Technical High School System","Oliver Wolcott Technical High School","ELL","*","*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Non-ELL",200,"*","*",7,3.5
"Connecticut Technical High School System","Vinal Technical High School","Non-ELL",135,"*","*",10,7.4
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Non-ELL",153,"*","*",6,3.9
"Connecticut Technical High School System","W. F. Kaynor Technical High School","ELL","*","*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Non-ELL",124,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","ELL","*","*","*","*","*"
"Coventry School District","Coventry High School","Non-ELL",152,8,5.3,7,4.6
"Cromwell School District","Cromwell High School","Non-ELL","*","*","*","*","*"
"Cromwell School District","Cromwell High School","ELL","*","*","*","*","*"
"Danbury School District","Danbury High School","Non-ELL",605,49,8.1,53,8.8
"Danbury School District","Danbury High School","ELL",114,17,14.9,28,24.6
"Darien School District","Darien High School","Non-ELL","*","*","*","*","*"
"Darien School District","Darien High School","ELL","*","*","*","*","*"
"Derby School District","Derby High School","Non-ELL","*","*","*","*","*"
"Derby School District","Derby High School","ELL","*","*","*","*","*"
"East Granby School District","East Granby High School","Non-ELL",76,"*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Non-ELL",93,"*","*","*","*"
