"Four-Year Graduation Rates, 2010-11"
"All Districts, All Schools, Special Education Status"

"",,,,,,"Non-Graduates",,,
"District","District Code","School","School Code","Special Education Status","Four-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Non-Special Education",29,"*","*","*","*"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Non-Special Education",165,"*","*","*","*"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Special Education",18,"*","*","*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Non-Special Education",229,"*","*","*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Special Education",25,"*","*",0,0.0
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Non-Special Education",232,"*","*","*","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Special Education",28,0,0.0,"*","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Non-Special Education",221,"*","*","*","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Special Education",24,"*","*",0,0.0
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Non-Special Education",147,"*","*","*","*"
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Special Education",24,"*","*","*","*"
"Bloomfield School District","=""0110011""","The Big Picture High School","=""0116211""","Non-Special Education","*","*","*","*","*"
"Bloomfield School District","=""0110011""","The Big Picture High School","=""0116211""","Special Education","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Non-Special Education","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Special Education","*","*","*","*","*"
"Branford School District","=""0140011""","Branford High School","=""0146111""","Non-Special Education",246,"*","*","*","*"
"Branford School District","=""0140011""","Branford High School","=""0146111""","Special Education",28,"*","*","*","*"
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","Non-Special Education",289,19,6.6,87,30.1
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","Special Education",52,8,15.4,19,36.5
