"Four-Year Graduation Rates, 2013-14"
"All Districts, All Schools, Free/Reduced Price Meal Eligibility"

"",,,,,,"Non-Graduates",,,
"District","District Code","School","School Code","Free/Reduced Price Meal Eligibility","Four-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Eligible For Free Lunch",18,"*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Eligible For Reduced Lunch","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Not Eligible For Lunch","*","*","*","*","*"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Eligible For Free Lunch",83,"*","*","*","*"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Eligible For Reduced Lunch",22,"*","*","*","*"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Not Eligible For Lunch",45,0,0.0,"*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Eligible For Free Lunch","*","*","*","*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Eligible For Reduced Lunch","*","*","*","*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Not Eligible For Lunch",248,"*","*",0,0.0
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Eligible For Free Lunch",29,"*","*",0,0.0
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Eligible For Reduced Lunch",9,0,"*",0,"*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Not Eligible For Lunch",196,"*","*","*","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Eligible For Free Lunch",36,"*","*","*","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Eligible For Reduced Lunch",17,0,"*",0,"*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Not Eligible For Lunch",191,"*","*","*","*"
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Eligible For Free Lunch",72,"*","*","*","*"
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Eligible For Reduced Lunch",18,"*","*",0,"*"
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Not Eligible For Lunch",43,"*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Eligible For Free Lunch",14,"*","*",0,"*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Eligible For Reduced Lunch","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Not Eligible For Lunch","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","Eligible For Free Lunch","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","Not Eligible For Lunch","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Eligible For Free Lunch","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Eligible For Reduced Lunch","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Not Eligible For Lunch",89,"*","*",0,0.0
"Branford School District","=""0140011""","Branford High School","=""0146111""","Eligible For Free Lunch",53,"*","*","*","*"
"Branford School District","=""0140011""","Branford High School","=""0146111""","Eligible For Reduced Lunch",13,"*","*","*","*"
"Branford School District","=""0140011""","Branford High School","=""0146111""","Not Eligible For Lunch",226,"*","*","*","*"
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","Eligible For Free Lunch",337,"*","*","*","*"
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","Eligible For Reduced Lunch",10,"*","*","*","*"
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Eligible For Free Lunch",540,"*","*","*","*"
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Eligible For Reduced Lunch","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Not Eligible For Lunch","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Eligible For Free Lunch",299,"*","*",75,25.1
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Eligible For Reduced Lunch",6,"*","*",0,"*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Eligible For Free Lunch",107,15,14.0,20,18.7
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Eligible For Reduced Lunch",34,"*","*","*","*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Not Eligible For Lunch",189,"*","*","*","*"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Eligible For Free Lunch",100,14,14.0,13,13.0
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Eligible For Reduced Lunch",31,"*","*","*","*"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Not Eligible For Lunch",219,"*","*","*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Eligible For Free Lunch",14,"*","*","*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Eligible For Reduced Lunch",9,0,"*",0,"*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Not Eligible For Lunch",208,"*","*",0,0.0
"Canton School District","=""0230011""","Canton High School","=""0236111""","Eligible For Free Lunch",8,0,"*",0,"*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","Not Eligible For Lunch",127,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","Eligible For Free Lunch","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","Eligible For Reduced Lunch","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","Not Eligible For Lunch",18,"*","*",0,"*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Eligible For Free Lunch",47,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Eligible For Reduced Lunch",11,0,"*",0,"*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Not Eligible For Lunch",37,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","Eligible For Free Lunch",25,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","Eligible For Reduced Lunch",7,0,"*",0,"*"
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","Not Eligible For Lunch",14,0,"*","*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Eligible For Free Lunch",25,0,0.0,"*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Eligible For Reduced Lunch",20,0,0.0,0,0.0
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Not Eligible For Lunch",51,0,0.0,"*","*"
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","Eligible For Free Lunch",23,0,0.0,"*","*"
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","Eligible For Reduced Lunch",15,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","Not Eligible For Lunch",7,0,"*","*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Eligible For Free Lunch",25,"*","*","*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Eligible For Reduced Lunch",12,0,"*",0,"*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Not Eligible For Lunch",329,"*","*","*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Eligible For Free Lunch",14,"*","*",0,"*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Eligible For Reduced Lunch",6,0,"*","*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Not Eligible For Lunch",108,"*","*","*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Eligible For Free Lunch",27,"*","*",0,0.0
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Eligible For Reduced Lunch",7,0,"*",0,"*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Not Eligible For Lunch",214,"*","*","*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Eligible For Free Lunch",18,0,"*","*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Eligible For Reduced Lunch","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Not Eligible For Lunch","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Eligible For Free Lunch",132,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Eligible For Reduced Lunch",27,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Not Eligible For Lunch",24,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Eligible For Free Lunch",114,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Eligible For Reduced Lunch",36,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Not Eligible For Lunch",35,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Eligible For Free Lunch",98,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Eligible For Reduced Lunch",19,0,"*",0,"*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Not Eligible For Lunch",26,"*","*",0,0.0
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Eligible For Free Lunch",84,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Eligible For Reduced Lunch",16,0,"*",0,"*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Not Eligible For Lunch",11,0,"*","*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Eligible For Free Lunch",57,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Eligible For Reduced Lunch",20,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Not Eligible For Lunch",50,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Eligible For Free Lunch",34,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Eligible For Reduced Lunch",21,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Not Eligible For Lunch",72,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Eligible For Free Lunch",63,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Eligible For Reduced Lunch",21,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Not Eligible For Lunch",94,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Eligible For Free Lunch",40,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Eligible For Reduced Lunch",8,0,"*",0,"*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Not Eligible For Lunch",63,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Eligible For Free Lunch",61,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Eligible For Reduced Lunch",18,0,"*","*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Not Eligible For Lunch",64,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Eligible For Free Lunch",62,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Eligible For Reduced Lunch",21,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Not Eligible For Lunch",71,"*","*",0,0.0
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Eligible For Free Lunch",58,"*","*","*","*"
