"Four-Year Graduation Rates, 2014-15"
"All Districts, All Schools, Gender"

"",,,,"Non-Graduates",,,
"District","School","Gender","Four-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","Amistad Academy","Female",16,"*","*","*","*"
"Amistad Academy District","Amistad Academy","Male",13,"*","*","*","*"
"Ansonia School District","Ansonia High School","Female",66,"*","*","*","*"
"Ansonia School District","Ansonia High School","Male",87,"*","*","*","*"
"Avon School District","Avon High School","Female",137,"*","*","*","*"
"Avon School District","Avon High School","Male",109,"*","*","*","*"
"Berlin School District","Berlin High School","Female",95,"*","*","*","*"
"Berlin School District","Berlin High School","Male",114,"*","*","*","*"
"Bethel School District","Bethel High School","Female",104,"*","*","*","*"
"Bethel School District","Bethel High School","Male",110,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Female",72,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Male",60,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Female",18,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Male",7,"*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Female",8,"*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Male",7,"*","*","*","*"
"Bolton School District","Bolton High School","Female",28,"*","*","*","*"
"Bolton School District","Bolton High School","Male",47,"*","*","*","*"
"Branford School District","Branford High School","Female",123,"*","*",6,4.9
"Branford School District","Branford High School","Male",113,"*","*",7,6.2
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","Female",17,"*","*","*","*"
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","Male",14,"*","*","*","*"
"Bridgeport School District","Bassick High School","Female",145,20,13.8,34,23.4
"Bridgeport School District","Bassick High School","Male",142,23,16.2,39,27.5
"Bridgeport School District","Central High School","Female",272,8,2.9,38,14.0
"Bridgeport School District","Central High School","Male",249,23,9.2,52,20.9
"Bridgeport School District","Harding High School","Female",160,14,8.8,56,35.0
"Bridgeport School District","Harding High School","Male",160,19,11.9,58,36.3
"Bristol School District","Bristol Central High School","Female",151,"*","*",17,11.3
"Bristol School District","Bristol Central High School","Male",152,9,5.9,24,15.8
"Bristol School District","Bristol Eastern High School","Female",145,"*","*",7,4.8
"Bristol School District","Bristol Eastern High School","Male",163,11,6.7,20,12.3
"Brookfield School District","Brookfield High School","Female",124,"*","*","*","*"
"Brookfield School District","Brookfield High School","Male",105,"*","*","*","*"
"Canton School District","Canton High School","Female",50,"*","*","*","*"
"Canton School District","Canton High School","Male",78,"*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Female",12,"*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Male",38,"*","*","*","*"
"Capitol Region Education Council","Academy of Science and Innovation","Female",28,"*","*","*","*"
"Capitol Region Education Council","Academy of Science and Innovation","Male",12,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Female",77,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Male",34,"*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Female",52,"*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Male",29,"*","*","*","*"
"Capitol Region Education Council","Public Safety Academy","Female",20,"*","*","*","*"
"Capitol Region Education Council","Public Safety Academy","Male",16,"*","*","*","*"
"Cheshire School District","Cheshire High School","Female",188,"*","*","*","*"
"Cheshire School District","Cheshire High School","Male",186,"*","*","*","*"
"Clinton School District","The Morgan School","Female",74,"*","*","*","*"
"Clinton School District","The Morgan School","Male",86,"*","*","*","*"
"Colchester School District","Bacon Academy","Female",119,"*","*","*","*"
"Colchester School District","Bacon Academy","Male",100,"*","*","*","*"
"Common Ground High School District","Common Ground High School","Female",17,"*","*","*","*"
"Common Ground High School District","Common Ground High School","Male",20,"*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","Female",108,"*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","Male",83,"*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","Female",98,"*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","Male",96,"*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Female",52,"*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Male",82,"*","*","*","*"
"Connecticut Technical High School System","Eli Whitney Technical High School","Female",56,"*","*",6,10.7
"Connecticut Technical High School System","Eli Whitney Technical High School","Male",65,"*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Female",43,"*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Male",63,"*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Female",31,"*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Male",94,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Female",84,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Male",94,"*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Female",31,"*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Male",111,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Female",59,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Male",84,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Female",40,"*","*","*","*"
