"Four-Year Graduation Rates, 2014-15"
"All Districts, All Schools, English Learner Status"

"",,,,"Non-Graduates",,,
"District","School","English Learner Status","Four-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","Amistad Academy","ELL","*","*","*","*","*"
"Amistad Academy District","Amistad Academy","Non-ELL","*","*","*","*","*"
"Ansonia School District","Ansonia High School","ELL","*","*","*","*","*"
"Ansonia School District","Ansonia High School","Non-ELL","*","*","*","*","*"
"Avon School District","Avon High School","ELL","*","*","*","*","*"
"Avon School District","Avon High School","Non-ELL","*","*","*","*","*"
"Berlin School District","Berlin High School","ELL","*","*","*","*","*"
"Berlin School District","Berlin High School","Non-ELL","*","*","*","*","*"
"Bethel School District","Bethel High School","ELL",6,"*","*","*","*"
"Bethel School District","Bethel High School","Non-ELL",208,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","ELL","*","*","*","*","*"
"Bloomfield School District","Bloomfield High School","Non-ELL",130,7,5.4,9,6.9
"Bloomfield School District","Global Experience Magnet School","ELL","*","*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Non-ELL",24,"*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","ELL","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Non-ELL",15,"*","*","*","*"
"Bolton School District","Bolton High School","ELL","*","*","*","*","*"
"Bolton School District","Bolton High School","Non-ELL","*","*","*","*","*"
"Branford School District","Branford High School","ELL",8,"*","*","*","*"
"Branford School District","Branford High School","Non-ELL",228,"*","*","*","*"
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","ELL","*","*","*","*","*"
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","Non-ELL","*","*","*","*","*"
"Bridgeport School District","Bassick High School","ELL",36,"*","*","*","*"
"Bridgeport School District","Bassick High School","Non-ELL",251,37,14.7,62,24.7
"Bridgeport School District","Central High School","ELL",53,"*","*","*","*"
"Bridgeport School District","Central High School","Non-ELL",468,28,6.0,85,18.2
"Bridgeport School District","Harding High School","ELL",84,7,8.3,37,44.0
"Bridgeport School District","Harding High School","Non-ELL",236,26,11.0,77,32.6
"Bristol School District","Bristol Central High School","ELL",13,"*","*","*","*"
"Bristol School District","Bristol Central High School","Non-ELL",290,12,4.1,40,13.8
"Bristol School District","Bristol Eastern High School","ELL",14,"*","*","*","*"
"Bristol School District","Bristol Eastern High School","Non-ELL",294,13,4.4,25,8.5
"Brookfield School District","Brookfield High School","ELL","*","*","*","*","*"
"Brookfield School District","Brookfield High School","Non-ELL","*","*","*","*","*"
"Canton School District","Canton High School","ELL","*","*","*","*","*"
"Canton School District","Canton High School","Non-ELL","*","*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","ELL","*","*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Non-ELL",49,"*","*","*","*"
"Capitol Region Education Council","Academy of Science and Innovation","ELL","*","*","*","*","*"
"Capitol Region Education Council","Academy of Science and Innovation","Non-ELL",40,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","ELL","*","*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Non-ELL",108,"*","*",8,7.4
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","ELL","*","*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Non-ELL",81,"*","*","*","*"
"Capitol Region Education Council","Public Safety Academy","ELL","*","*","*","*","*"
"Capitol Region Education Council","Public Safety Academy","Non-ELL",36,"*","*","*","*"
"Cheshire School District","Cheshire High School","ELL","*","*","*","*","*"
"Cheshire School District","Cheshire High School","Non-ELL","*","*","*","*","*"
"Clinton School District","The Morgan School","ELL","*","*","*","*","*"
"Clinton School District","The Morgan School","Non-ELL","*","*","*","*","*"
"Colchester School District","Bacon Academy","ELL","*","*","*","*","*"
"Colchester School District","Bacon Academy","Non-ELL","*","*","*","*","*"
"Common Ground High School District","Common Ground High School","ELL","*","*","*","*","*"
"Common Ground High School District","Common Ground High School","Non-ELL","*","*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","ELL",19,"*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","Non-ELL",172,"*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","ELL",7,"*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","Non-ELL",187,"*","*",7,3.7
"Connecticut Technical High School System","E. C. Goodwin Technical High School","ELL",16,"*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Non-ELL",118,"*","*","*","*"
"Connecticut Technical High School System","Eli Whitney Technical High School","ELL",21,"*","*","*","*"
"Connecticut Technical High School System","Eli Whitney Technical High School","Non-ELL",100,"*","*",11,11.0
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","ELL",9,"*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Non-ELL",97,"*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","ELL","*","*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Non-ELL",123,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","ELL","*","*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Non-ELL",175,"*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","ELL","*","*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Non-ELL",142,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","ELL",11,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Non-ELL",132,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","ELL","*","*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Non-ELL",154,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","ELL","*","*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Non-ELL",160,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","ELL","*","*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Non-ELL",155,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","ELL","*","*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Non-ELL",200,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","ELL","*","*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Non-ELL",153,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","ELL","*","*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Non-ELL",171,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","ELL",7,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Non-ELL",129,"*","*","*","*"
"Coventry School District","Coventry High School","ELL","*","*","*","*","*"
"Coventry School District","Coventry High School","Non-ELL","*","*","*","*","*"
"Cromwell School District","Cromwell High School","ELL","*","*","*","*","*"
"Cromwell School District","Cromwell High School","Non-ELL","*","*","*","*","*"
"Danbury School District","Danbury High School","ELL",138,37,26.8,35,25.4
"Danbury School District","Danbury High School","Non-ELL",594,29,4.9,49,8.2
"Darien School District","Darien High School","ELL","*","*","*","*","*"
"Darien School District","Darien High School","Non-ELL","*","*","*","*","*"
"Derby School District","Derby High School","ELL",10,"*","*","*","*"
"Derby School District","Derby High School","Non-ELL",91,"*","*","*","*"
"East Granby School District","East Granby High School","ELL","*","*","*","*","*"
"East Granby School District","East Granby High School","Non-ELL","*","*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","ELL","*","*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Non-ELL","*","*","*","*","*"
"East Hampton School District","East Hampton High School","ELL","*","*","*","*","*"
"East Hampton School District","East Hampton High School","Non-ELL","*","*","*","*","*"
"East Hartford School District","Connecticut IB Academy","ELL","*","*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Non-ELL","*","*","*","*","*"
"East Hartford School District","East Hartford High School","ELL",44,"*","*","*","*"
"East Hartford School District","East Hartford High School","Non-ELL",364,7,1.9,9,2.5
"East Haven School District","East Haven High School","ELL",11,"*","*","*","*"
"East Haven School District","East Haven High School","Non-ELL",217,"*","*","*","*"
"East Lyme School District","East Lyme High School","ELL","*","*","*","*","*"
"East Lyme School District","East Lyme High School","Non-ELL","*","*","*","*","*"
"East Windsor School District","East Windsor High School","ELL","*","*","*","*","*"
"East Windsor School District","East Windsor High School","Non-ELL","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","ELL","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Non-ELL",27,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","ELL","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Non-ELL",41,7,17.1,10,24.4
"Ellington School District","Ellington High School","ELL","*","*","*","*","*"
"Ellington School District","Ellington High School","Non-ELL","*","*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","ELL","*","*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Non-ELL","*","*","*","*","*"
"Enfield School District","Enfield High School","ELL","*","*","*","*","*"
"Enfield School District","Enfield High School","Non-ELL",160,"*","*",19,11.9
"Enfield School District","Enrico Fermi High School","ELL","*","*","*","*","*"
"Enfield School District","Enrico Fermi High School","Non-ELL",226,8,3.5,18,8.0
"Explorations District","Explorations","ELL","*","*","*","*","*"
"Explorations District","Explorations","Non-ELL","*","*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","ELL",8,"*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","Non-ELL",373,"*","*",8,2.1
"Fairfield School District","Fairfield Warde High School","ELL",9,"*","*","*","*"
"Fairfield School District","Fairfield Warde High School","Non-ELL",292,"*","*","*","*"
"Farmington School District","Farmington High School","ELL","*","*","*","*","*"
"Farmington School District","Farmington High School","Non-ELL","*","*","*","*","*"
"Glastonbury School District","Glastonbury High School","ELL",10,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Non-ELL",500,"*","*","*","*"
"Granby School District","Granby Memorial High School","ELL","*","*","*","*","*"
"Granby School District","Granby Memorial High School","Non-ELL","*","*","*","*","*"
"Greenwich School District","Greenwich High School","ELL",28,"*","*","*","*"
"Greenwich School District","Greenwich High School","Non-ELL",592,"*","*","*","*"
"Griswold School District","Griswold High School","ELL","*","*","*","*","*"
"Griswold School District","Griswold High School","Non-ELL","*","*","*","*","*"
"Groton School District","Robert E. Fitch High School","ELL",7,"*","*","*","*"
"Groton School District","Robert E. Fitch High School","Non-ELL",257,"*","*","*","*"
"Guilford School District","Guilford High School","ELL","*","*","*","*","*"
"Guilford School District","Guilford High School","Non-ELL","*","*","*","*","*"
"Hamden School District","Hamden High School","ELL",16,"*","*","*","*"
"Hamden School District","Hamden High School","Non-ELL",420,"*","*","*","*"
"Hartford School District","Bulkeley High School Upper School","ELL",59,7,11.9,11,18.6
"Hartford School District","Bulkeley High School Upper School","Non-ELL",122,21,17.2,11,9.0
"Hartford School District","Capital Community College Magnet Academy","ELL","*","*","*","*","*"
"Hartford School District","Capital Community College Magnet Academy","Non-ELL",17,"*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","ELL","*","*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Non-ELL",39,"*","*","*","*"
"Hartford School District","Classical Magnet School","ELL","*","*","*","*","*"
"Hartford School District","Classical Magnet School","Non-ELL",82,"*","*","*","*"
"Hartford School District","Culinary Arts Academy","ELL",12,"*","*","*","*"
"Hartford School District","Culinary Arts Academy","Non-ELL",66,11,16.7,10,15.2
"Hartford School District","Great Path Academy at MCC","ELL","*","*","*","*","*"
"Hartford School District","Great Path Academy at MCC","Non-ELL",57,"*","*","*","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology","ELL",29,"*","*",6,20.7
"Hartford School District","HPHS Academy of Engineering and Green Technology","Non-ELL",89,14,15.7,14,15.7
"Hartford School District","HPHS Academy of Nursing and Health Science","ELL",28,"*","*",8,28.6
"Hartford School District","HPHS Academy of Nursing and Health Science","Non-ELL",72,"*","*",13,18.1
"Hartford School District","HPHS Law and Government Academy","ELL",15,"*","*","*","*"
"Hartford School District","HPHS Law and Government Academy","Non-ELL",94,10,10.6,24,25.5
"Hartford School District","Hartford Magnet Trinity College Academy","ELL","*","*","*","*","*"
"Hartford School District","Hartford Magnet Trinity College Academy","Non-ELL",73,"*","*","*","*"
"Hartford School District","High School Inc.","ELL",9,"*","*","*","*"
"Hartford School District","High School Inc.","Non-ELL",75,"*","*",17,22.7
"Hartford School District","Journalism and Media Academy Magnet School","ELL",9,"*","*","*","*"
"Hartford School District","Journalism and Media Academy Magnet School","Non-ELL",44,"*","*",12,27.3
"Hartford School District","Pathways Academy of Technology and Design","ELL","*","*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","Non-ELL",65,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","ELL",9,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Non-ELL",88,"*","*","*","*"
"Hartford School District","University High School of Science and Engineering","ELL","*","*","*","*","*"
"Hartford School District","University High School of Science and Engineering","Non-ELL",90,"*","*","*","*"
"Killingly School District","Killingly High School","ELL","*","*","*","*","*"
"Killingly School District","Killingly High School","Non-ELL","*","*","*","*","*"
"Learn","Connecticut River Academy","ELL","*","*","*","*","*"
"Learn","Connecticut River Academy","Non-ELL",85,"*","*",6,7.1
"Learn","Marine Science Magnet High School of Southeastern Connecticut","ELL","*","*","*","*","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Non-ELL",59,"*","*",6,10.2
"Learn","Three Rivers Middle College Magnet School","ELL","*","*","*","*","*"
"Learn","Three Rivers Middle College Magnet School","Non-ELL",28,"*","*","*","*"
"Lebanon School District","Lyman Memorial High School","ELL","*","*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Non-ELL","*","*","*","*","*"
"Ledyard School District","Ledyard High School","ELL","*","*","*","*","*"
"Ledyard School District","Ledyard High School","Non-ELL","*","*","*","*","*"
"Litchfield School District","Litchfield High School","ELL","*","*","*","*","*"
"Litchfield School District","Litchfield High School","Non-ELL","*","*","*","*","*"
"Madison School District","Daniel Hand High School","ELL","*","*","*","*","*"
"Madison School District","Daniel Hand High School","Non-ELL","*","*","*","*","*"
"Manchester School District","Manchester High School","ELL",16,"*","*","*","*"
"Manchester School District","Manchester High School","Non-ELL",388,"*","*","*","*"
"Meriden School District","Francis T. Maloney High School","ELL",41,"*","*",9,22.0
"Meriden School District","Francis T. Maloney High School","Non-ELL",249,17,6.8,41,16.5
"Meriden School District","Orville H. Platt High School","ELL",33,"*","*",6,18.2
"Meriden School District","Orville H. Platt High School","Non-ELL",280,10,3.6,55,19.6
"Middletown School District","Middletown High School","ELL",6,"*","*","*","*"
"Middletown School District","Middletown High School","Non-ELL",266,"*","*","*","*"
"Milford School District","Jonathan Law High School","ELL","*","*","*","*","*"
"Milford School District","Jonathan Law High School","Non-ELL",199,10,5.0,8,4.0
"Milford School District","Joseph A. Foran High School","ELL","*","*","*","*","*"
"Milford School District","Joseph A. Foran High School","Non-ELL",230,"*","*","*","*"
"Monroe School District","Masuk High School","ELL","*","*","*","*","*"
"Monroe School District","Masuk High School","Non-ELL","*","*","*","*","*"
"Montville School District","Montville High School","ELL","*","*","*","*","*"
"Montville School District","Montville High School","Non-ELL","*","*","*","*","*"
"Naugatuck School District","Naugatuck High School","ELL",8,"*","*","*","*"
"Naugatuck School District","Naugatuck High School","Non-ELL",325,"*","*","*","*"
"New Britain School District","New Britain High School","ELL",128,10,7.8,40,31.3
"New Britain School District","New Britain High School","Non-ELL",511,51,10.0,91,17.8
"New Canaan School District","New Canaan High School","ELL","*","*","*","*","*"
"New Canaan School District","New Canaan High School","Non-ELL","*","*","*","*","*"
"New Fairfield School District","New Fairfield High School","ELL","*","*","*","*","*"
"New Fairfield School District","New Fairfield High School","Non-ELL","*","*","*","*","*"
"New Haven School District","Cooperative High School","ELL","*","*","*","*","*"
"New Haven School District","Cooperative High School","Non-ELL",141,"*","*","*","*"
"New Haven School District","Engineering - Science University Magnet School","Non-ELL",58,"*","*","*","*"
"New Haven School District","High School In The Community","ELL","*","*","*","*","*"
"New Haven School District","High School In The Community","Non-ELL",57,11,19.3,20,35.1
"New Haven School District","Hill Regional Career High School","ELL",12,"*","*","*","*"
"New Haven School District","Hill Regional Career High School","Non-ELL",166,"*","*",9,5.4
"New Haven School District","Hyde School of Health, Science and Sports Medicine","ELL","*","*","*","*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Non-ELL",48,"*","*","*","*"
"New Haven School District","James Hillhouse High School","ELL",31,"*","*","*","*"
"New Haven School District","James Hillhouse High School","Non-ELL",241,27,11.2,44,18.3
"New Haven School District","Metropolitan Business Academy","ELL",8,"*","*","*","*"
"New Haven School District","Metropolitan Business Academy","Non-ELL",84,"*","*","*","*"
"New Haven School District","New Haven Academy","ELL","*","*","*","*","*"
"New Haven School District","New Haven Academy","Non-ELL",59,8,13.6,7,11.9
"New Haven School District","Sound School","ELL","*","*","*","*","*"
"New Haven School District","Sound School","Non-ELL",71,"*","*",6,8.5
"New Haven School District","Wilbur Cross High School","ELL",91,"*","*",36,39.6
"New Haven School District","Wilbur Cross High School","Non-ELL",291,12,4.1,76,26.1
"New London School District","New London High School","ELL",44,7,15.9,11,25.0
"New London School District","New London High School","Non-ELL",149,7,4.7,20,13.4
"New Milford School District","New Milford High School","ELL",7,"*","*","*","*"
"New Milford School District","New Milford High School","Non-ELL",352,"*","*","*","*"
"Newington School District","Newington High School","ELL",16,"*","*","*","*"
"Newington School District","Newington High School","Non-ELL",339,"*","*","*","*"
"Newtown School District","Newtown High School","ELL","*","*","*","*","*"
"Newtown School District","Newtown High School","Non-ELL","*","*","*","*","*"
"North Branford School District","North Branford High School","ELL","*","*","*","*","*"
"North Branford School District","North Branford High School","Non-ELL","*","*","*","*","*"
"North Haven School District","North Haven High School","ELL","*","*","*","*","*"
"North Haven School District","North Haven High School","Non-ELL","*","*","*","*","*"
"North Stonington School District","Wheeler High School","ELL","*","*","*","*","*"
"North Stonington School District","Wheeler High School","Non-ELL","*","*","*","*","*"
"Norwalk School District","Brien McMahon High School","ELL",44,"*","*",9,20.5
