"Four-Year Graduation Rates, Trend"
"All Districts, All Schools, All Students"

"",,"Non-Graduates",,,,,,,,,
"",,"Four-Year Still Enrolled Rate by Year",,,,,"Four-Year Other Rate by Year",,,,
"District","School","2010-11","2011-12","2012-13","2013-14","2014-15","2010-11","2011-12","2012-13","2013-14","2014-15"
"Amistad Academy District","Amistad Academy","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","Ansonia High School",18.0,17.6,12.9,"*",3.9,11.5,5.9,11.0,"*",7.2
"Avon School District","Avon High School","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","Berlin High School","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","Bethel High School","*","*","*",2.5,"*","*","*","*",4.9,"*"
"Bloomfield School District","Bloomfield High School","*","*","*","*",6.8,"*","*",4.8,6.0,6.1
"Bloomfield School District","Global Experience Magnet School","N/A","N/A","*","*","*","N/A","N/A","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","N/A","N/A","*","*","*","N/A","N/A","*","*","*"
"Bloomfield School District","The Big Picture High School","*","*","N/A","N/A","N/A","*","*","N/A","N/A","N/A"
"Bolton School District","Bolton High School","*","*","*","*","*","*","*","*","*","*"
"Branford School District","Branford High School",2.6,"*",4.5,"*",5.5,2.6,"*",2.6,"*",2.5
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","N/A","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","*"
"Bridgeport School District","Bassick High School",31.1,42.6,21.8,23.9,25.4,7.9,9.7,19.0,13.8,15.0
"Bridgeport School District","Central High School",13.9,12.5,13.9,13.0,17.3,12.3,9.1,8.5,6.4,6.0
"Bridgeport School District","Harding High School",40.2,27.7,34.0,24.6,35.6,14.7,6.2,5.1,5.6,10.3
"Bristol School District","Bristol Central High School",17.2,7.5,13.0,10.0,13.5,9.0,6.3,5.4,7.0,4.6
"Bristol School District","Bristol Eastern High School",10.6,9.0,9.9,8.0,8.8,8.7,4.8,8.6,7.7,4.5
"Brookfield School District","Brookfield High School","*","*","*","*","*","*","*","*","*","*"
"Canton School District","Canton High School","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","N/A","N/A","*","*","*","N/A","N/A","*","*","*"
"Capitol Region Education Council","Academy of Science and Innovation","N/A","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","*"
"Capitol Region Education Council","Great Path Academy at MCC",7.6,19.0,"N/A","N/A","N/A",5.1,"*","N/A","N/A","N/A"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time",17.7,"*",14.9,12.6,7.2,"*","*","*","*","*"
"Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","*","N/A"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies",6.8,"*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","Public Safety Academy","N/A","N/A","N/A",13.3,"*","N/A","N/A","N/A","*","*"
"Cheshire School District","Cheshire High School","*","*","*","*","*","*","*","*","*","*"
"Clinton School District","The Morgan School","*","*",4.9,"*","*","*","*",5.6,"*","*"
"Colchester School District","Bacon Academy",2.4,"*","*","*","*",4.8,"*","*","*","*"
"Common Ground High School District","Common Ground High School","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School",7.3,6.5,11.6,"*","*","*","*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School",5.7,5.3,3.1,7.6,3.6,"*","*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","*",6.2,4.5,"*","*","*","*","*","*","*"
"Connecticut Technical High School System","Eli Whitney Technical High School",18.7,8.0,13.3,8.1,9.1,"*","*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","*",5.8,"*",4.7,"*","*","*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School",5.8,"*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","*",2.9,"*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School",10.9,"*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School",8.1,"*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School",6.3,"*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School",3.5,2.8,"*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School",7.4,"*",5.0,5.0,"*","*","*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School",3.9,"*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","Coventry High School",4.6,7.3,"*","*","*",5.3,6.0,"*","*","*"
"Cromwell School District","Cromwell High School","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","Alternative Center For Excellence","N/A","N/A",35.3,"N/A","N/A","N/A","N/A",50.0,"N/A","N/A"
"Danbury School District","Danbury High School",11.3,9.2,10.2,9.4,11.5,9.2,10.5,10.9,8.2,9.0
"Darien School District","Darien High School",2.1,"*","*","*","*",1.8,"*","*","*","*"
"Derby School District","Derby High School",16.4,14.7,14.0,8.8,8.9,12.3,7.8,17.4,9.8,7.9
"East Granby School District","East Granby High School","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","East Hampton High School","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","Connecticut IB Academy","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","East Hartford High School","*","*",10.3,7.1,"*","*","*","*","*","*"
"East Hartford School District","Stevens Alternate High school","N/A","N/A","*","*","N/A","N/A","N/A",22.6,33.7,"N/A"
"East Haven School District","East Haven High School",8.3,18.9,16.9,13.2,18.9,4.5,6.0,7.6,4.0,2.6
"East Lyme School District","East Lyme High School","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","East Windsor High School",9.7,"*",7.4,"*","*",8.6,"*",9.5,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","Ellington High School","*",5.5,3.6,"*","*","*",3.5,4.6,"*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","N/A","*","*","*","*","N/A","*","*","*","*"
"Enfield School District","Enfield High School",12.4,10.9,12.6,11.6,11.9,7.4,"*","*",5.8,"*"
"Enfield School District","Enrico Fermi High School",7.6,7.9,5.1,6.0,7.9,8.3,"*","*",3.9,"*"
"Explorations District","Explorations",23.5,"*","*","*","*",23.5,"*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School",2.6,"*",1.8,2.2,"*",3.4,2.3,2.9,3.6,"*"
"Fairfield School District","Fairfield Warde High School",2.7,"*",2.5,2.5,"*",3.7,3.6,6.1,3.1,"*"
"Farmington School District","Farmington High School","*",2.0,"*","*","*","*",2.0,"*","*","*"
"Glastonbury School District","Glastonbury High School",1.1,1.6,1.3,"*","*",1.3,2.2,1.3,"*","*"
"Granby School District","Granby Memorial High School","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","Greenwich High School",1.3,3.4,1.5,1.2,1.1,4.1,4.0,3.5,1.8,1.6
"Griswold School District","Griswold High School",11.7,"*",7.8,9.6,"*",6.1,"*",4.2,5.4,"*"
"Groton School District","Robert E. Fitch High School",16.1,14.7,12.5,11.7,"*",2.4,2.1,4.1,2.9,"*"
"Guilford School District","Guilford High School","*","*","*",3.2,"*","*","*","*",3.5,"*"
"Hamden School District","Hamden High School",9.6,8.1,5.2,3.4,6.4,5.8,6.1,7.7,4.8,2.1
"Hartford School District","Bulkeley High School Upper School",15.5,14.9,21.0,14.4,12.2,8.6,21.8,7.4,12.4,15.5
"Hartford School District","Capital Community College Magnet Academy","N/A","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","*"
"Hartford School District","Capital Preparatory Magnet School","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","Classical Magnet School","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","Culinary Arts Academy",19.8,19.6,31.5,24.7,14.1,21.9,15.2,11.0,15.5,16.7
"Hartford School District","Great Path Academy High School at MCC","N/A","N/A","*","*","N/A","N/A","N/A","*","*","N/A"
"Hartford School District","Great Path Academy at MCC","N/A","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology",17.1,13.1,25.9,26.7,16.9,11.6,26.2,10.7,11.6,11.9
"Hartford School District","HPHS Academy of Nursing and Health Science",20.0,17.6,25.9,24.6,21.0,8.9,14.4,4.3,9.0,6.0
