"Four-Year Graduation Rates, 2013-14"
"All Districts, All Schools, High Needs Status"

"",,,,"Non-Graduates",,,
"District","School","High Needs Status","Four-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","Amistad Academy","High Needs","*","*","*","*","*"
"Amistad Academy District","Amistad Academy","Non-High Needs","*","*","*","*","*"
"Ansonia School District","Ansonia High School","High Needs",106,"*","*","*","*"
"Ansonia School District","Ansonia High School","Non-High Needs",44,"*","*","*","*"
"Avon School District","Avon High School","High Needs",41,"*","*","*","*"
"Avon School District","Avon High School","Non-High Needs",228,"*","*","*","*"
"Berlin School District","Berlin High School","High Needs",61,"*","*","*","*"
"Berlin School District","Berlin High School","Non-High Needs",173,"*","*","*","*"
"Bethel School District","Bethel High School","High Needs",81,"*","*","*","*"
"Bethel School District","Bethel High School","Non-High Needs",163,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","High Needs",95,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Non-High Needs",38,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","High Needs",17,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Non-High Needs",9,"*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","High Needs","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Non-High Needs","*","*","*","*","*"
"Bolton School District","Bolton High School","High Needs",16,"*","*","*","*"
"Bolton School District","Bolton High School","Non-High Needs",85,"*","*","*","*"
"Branford School District","Branford High School","High Needs",105,"*","*",11,10.5
"Branford School District","Branford High School","Non-High Needs",187,"*","*",6,3.2
"Bridgeport School District","Bassick High School","High Needs",347,48,13.8,83,23.9
"Bridgeport School District","Central High School","High Needs",561,36,6.4,"*","*"
"Bridgeport School District","Central High School","Non-High Needs","*","*","*","*","*"
"Bridgeport School District","Harding High School","High Needs","*","*","*",75,24.6
"Bristol School District","Bristol Central High School","High Needs",160,19,11.9,26,16.3
"Bristol School District","Bristol Central High School","Non-High Needs",170,"*","*",7,4.1
"Bristol School District","Bristol Eastern High School","High Needs",164,20,12.2,21,12.8
"Bristol School District","Bristol Eastern High School","Non-High Needs",186,"*","*",7,3.8
"Brookfield School District","Brookfield High School","High Needs",45,"*","*","*","*"
"Brookfield School District","Brookfield High School","Non-High Needs",186,"*","*","*","*"
"Canton School District","Canton High School","High Needs",23,"*","*","*","*"
"Canton School District","Canton High School","Non-High Needs",112,"*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","High Needs",16,"*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Non-High Needs",17,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","High Needs",61,"*","*",8,13.1
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Non-High Needs",34,"*","*","*","*"
"Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","High Needs",33,"*","*","*","*"
"Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","Non-High Needs",13,"*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","High Needs",46,"*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Non-High Needs",50,"*","*","*","*"
"Capitol Region Education Council","Public Safety Academy","High Needs",39,"*","*","*","*"
"Capitol Region Education Council","Public Safety Academy","Non-High Needs",6,"*","*","*","*"
"Cheshire School District","Cheshire High School","High Needs",74,"*","*","*","*"
"Cheshire School District","Cheshire High School","Non-High Needs",292,"*","*","*","*"
"Clinton School District","The Morgan School","High Needs",27,"*","*","*","*"
"Clinton School District","The Morgan School","Non-High Needs",101,"*","*","*","*"
"Colchester School District","Bacon Academy","High Needs",58,"*","*","*","*"
"Colchester School District","Bacon Academy","Non-High Needs",190,"*","*","*","*"
"Common Ground High School District","Common Ground High School","High Needs",22,"*","*","*","*"
"Common Ground High School District","Common Ground High School","Non-High Needs",7,"*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","High Needs",164,"*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","Non-High Needs",19,"*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","High Needs",152,"*","*",12,7.9
"Connecticut Technical High School System","Bullard-Havens Technical High School","Non-High Needs",33,"*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","High Needs",123,"*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Non-High Needs",20,"*","*","*","*"
"Connecticut Technical High School System","Eli Whitney Technical High School","High Needs",101,"*","*",8,7.9
"Connecticut Technical High School System","Eli Whitney Technical High School","Non-High Needs",10,"*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","High Needs",85,"*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Non-High Needs",42,"*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","High Needs",63,"*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Non-High Needs",64,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","High Needs",94,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Non-High Needs",84,"*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","High Needs",54,"*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Non-High Needs",57,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","High Needs",101,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Non-High Needs",42,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","High Needs",91,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Non-High Needs",63,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","High Needs",79,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Non-High Needs",77,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","High Needs",58,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Non-High Needs",87,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","High Needs",114,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Non-High Needs",93,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","High Needs",75,"*","*",7,9.3
"Connecticut Technical High School System","Vinal Technical High School","Non-High Needs",66,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","High Needs",105,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Non-High Needs",78,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","High Needs",66,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Non-High Needs",63,"*","*","*","*"
"Coventry School District","Coventry High School","High Needs",33,"*","*","*","*"
"Coventry School District","Coventry High School","Non-High Needs",98,"*","*","*","*"
"Cromwell School District","Cromwell High School","High Needs",34,"*","*","*","*"
"Cromwell School District","Cromwell High School","Non-High Needs",97,"*","*","*","*"
"Danbury School District","Danbury High School","High Needs",408,52,12.7,58,14.2
"Danbury School District","Danbury High School","Non-High Needs",303,6,2.0,9,3.0
"Darien School District","Darien High School","High Needs",57,"*","*","*","*"
"Darien School District","Darien High School","Non-High Needs",272,"*","*","*","*"
"Derby School District","Derby High School","High Needs",66,"*","*","*","*"
"Derby School District","Derby High School","Non-High Needs",36,"*","*","*","*"
"East Granby School District","East Granby High School","High Needs",9,"*","*","*","*"
"East Granby School District","East Granby High School","Non-High Needs",55,"*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","High Needs",29,"*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Non-High Needs",71,"*","*","*","*"
"East Hampton School District","East Hampton High School","High Needs",18,"*","*","*","*"
"East Hampton School District","East Hampton High School","Non-High Needs",101,"*","*","*","*"
"East Hartford School District","Connecticut IB Academy","High Needs","*","*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Non-High Needs",31,"*","*","*","*"
"East Hartford School District","East Hartford High School","High Needs",285,20,7.0,21,7.4
"East Hartford School District","East Hartford High School","Non-High Needs",67,"*","*","*","*"
"East Hartford School District","Stevens Alternate High school","High Needs",78,26,33.3,20,25.6
"East Hartford School District","Stevens Alternate High school","Non-High Needs","*","*","*","*","*"
"East Haven School District","East Haven High School","High Needs",145,"*","*","*","*"
"East Haven School District","East Haven High School","Non-High Needs",105,"*","*","*","*"
"East Lyme School District","East Lyme High School","High Needs",53,"*","*","*","*"
"East Lyme School District","East Lyme High School","Non-High Needs",209,"*","*","*","*"
"East Windsor School District","East Windsor High School","High Needs",51,"*","*","*","*"
"East Windsor School District","East Windsor High School","Non-High Needs",56,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","High Needs",18,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Non-High Needs",16,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","High Needs",22,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Non-High Needs",10,"*","*","*","*"
"Ellington School District","Ellington High School","High Needs",40,"*","*","*","*"
"Ellington School District","Ellington High School","Non-High Needs",153,"*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","High Needs","*","*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Non-High Needs","*","*","*","*","*"
"Enfield School District","Enfield High School","High Needs",82,8,9.8,20,24.4
"Enfield School District","Enfield High School","Non-High Needs",108,"*","*","*","*"
"Enfield School District","Enrico Fermi High School","High Needs",89,"*","*",9,10.1
"Enfield School District","Enrico Fermi High School","Non-High Needs",143,"*","*","*","*"
"Explorations District","Explorations","High Needs","*","*","*","*","*"
"Explorations District","Explorations","Non-High Needs","*","*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","High Needs",72,13,18.1,"*","*"
"Fairfield School District","Fairfield Ludlowe High School","Non-High Needs",294,"*","*","*","*"
"Fairfield School District","Fairfield Warde High School","High Needs",92,9,9.8,6,6.5
"Fairfield School District","Fairfield Warde High School","Non-High Needs",264,"*","*","*","*"
"Farmington School District","Farmington High School","High Needs",64,"*","*","*","*"
"Farmington School District","Farmington High School","Non-High Needs",274,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","High Needs",105,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Non-High Needs",460,"*","*","*","*"
"Granby School District","Granby Memorial High School","High Needs",35,"*","*","*","*"
"Granby School District","Granby Memorial High School","Non-High Needs",164,"*","*","*","*"
"Greenwich School District","Greenwich High School","High Needs",191,"*","*","*","*"
"Greenwich School District","Greenwich High School","Non-High Needs",466,"*","*","*","*"
"Griswold School District","Griswold High School","High Needs",86,"*","*","*","*"
"Griswold School District","Griswold High School","Non-High Needs",81,"*","*","*","*"
"Groton School District","Robert E. Fitch High School","High Needs",168,"*","*",29,17.3
"Groton School District","Robert E. Fitch High School","Non-High Needs",147,"*","*",8,5.4
