"Four-Year Graduation Rates, 2014-15"
"All Districts, All Schools, Gender"

"",,,,,,"Graduates",
"District","District Code","School","School Code","Gender","Four-Year Cohort Count","Graduation Count","Graduation Rate"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Female",16,"*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Male",13,"*","*"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Female",66,59,89.4
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Male",87,77,88.5
"Avon School District","=""0040011""","Avon High School","=""0046111""","Female",137,132,96.4
"Avon School District","=""0040011""","Avon High School","=""0046111""","Male",109,105,96.3
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Female",95,95,100.0
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Male",114,102,89.5
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Female",104,101,97.1
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Male",110,104,94.5
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Female",72,63,87.5
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Male",60,52,86.7
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Female",18,18,"*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Male",7,7,"*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","Female",8,"*","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","Male",7,"*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Female",28,"*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Male",47,"*","*"
"Branford School District","=""0140011""","Branford High School","=""0146111""","Female",123,116,94.3
"Branford School District","=""0140011""","Branford High School","=""0146111""","Male",113,101,89.4
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","Female",17,"*","*"
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","Male",14,"*","*"
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","Female",145,91,62.8
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","Male",142,80,56.3
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Female",272,226,83.1
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Male",249,174,69.9
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Female",160,90,56.3
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Male",160,83,51.9
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Female",151,129,85.4
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Male",152,119,78.3
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Female",145,135,93.1
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Male",163,132,81.0
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Female",124,"*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Male",105,"*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","Female",50,"*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","Male",78,"*","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","Female",12,9,"*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","Male",38,32,84.2
"Capitol Region Education Council","=""2410014""","Academy of Science and Innovation","=""2416514""","Female",28,"*","*"
"Capitol Region Education Council","=""2410014""","Academy of Science and Innovation","=""2416514""","Male",12,"*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Female",77,"*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Male",34,"*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Female",52,"*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Male",29,"*","*"
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","Female",20,"*","*"
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","Male",16,"*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Female",188,"*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Male",186,"*","*"
