"Four-Year Graduation Rates, 2012-13"
"All Districts, All Schools, Free/Reduced Price Meal Eligibility"

"",,,,,,"Graduates",
"District","District Code","School","School Code","Free/Reduced Price Meal Eligibility","Four-Year Cohort Count","Graduation Count","Graduation Rate"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Eligible For Free Lunch",18,11,"*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Eligible For Reduced Lunch","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Not Eligible For Lunch","*","*","*"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Eligible For Free Lunch",107,70,65.4
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Eligible For Reduced Lunch",36,30,83.3
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Not Eligible For Lunch",66,59,89.4
"Avon School District","=""0040011""","Avon High School","=""0046111""","Eligible For Free Lunch","*","*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Eligible For Reduced Lunch","*","*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Not Eligible For Lunch",248,241,97.2
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Eligible For Free Lunch",25,20,80.0
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Eligible For Reduced Lunch",8,"*","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Not Eligible For Lunch",229,"*","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Eligible For Free Lunch",25,"*","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Eligible For Reduced Lunch",15,"*","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Not Eligible For Lunch",193,186,96.4
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Eligible For Free Lunch",50,42,84.0
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Eligible For Reduced Lunch",20,"*","*"
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Not Eligible For Lunch",55,"*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Eligible For Free Lunch",10,"*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Eligible For Reduced Lunch",6,"*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Not Eligible For Lunch",14,14,"*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","Eligible For Free Lunch","*","*","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","Not Eligible For Lunch","*","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Eligible For Free Lunch","*","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Eligible For Reduced Lunch","*","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Not Eligible For Lunch",70,"*","*"
"Branford School District","=""0140011""","Branford High School","=""0146111""","Eligible For Free Lunch",38,33,86.8
"Branford School District","=""0140011""","Branford High School","=""0146111""","Eligible For Reduced Lunch",21,18,85.7
"Branford School District","=""0140011""","Branford High School","=""0146111""","Not Eligible For Lunch",210,199,94.8
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","Eligible For Free Lunch",298,174,58.4
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","Eligible For Reduced Lunch","*","*","*"
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","Not Eligible For Lunch","*","*","*"
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Eligible For Free Lunch",506,388,76.7
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Eligible For Reduced Lunch","*","*","*"
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Not Eligible For Lunch","*","*","*"
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Eligible For Free Lunch",307,184,59.9
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Eligible For Reduced Lunch","*","*","*"
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Not Eligible For Lunch","*","*","*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Eligible For Free Lunch",91,52,57.1
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Eligible For Reduced Lunch",44,34,77.3
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Not Eligible For Lunch",181,172,95.0
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Eligible For Free Lunch",67,41,61.2
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Eligible For Reduced Lunch",34,27,79.4
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Not Eligible For Lunch",202,179,88.6
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Eligible For Free Lunch",19,"*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Eligible For Reduced Lunch",8,"*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Not Eligible For Lunch",214,208,97.2
"Canton School District","=""0230011""","Canton High School","=""0236111""","Eligible For Free Lunch",8,"*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","Eligible For Reduced Lunch",8,8,"*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","Not Eligible For Lunch",107,"*","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","Eligible For Free Lunch",9,"*","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","Eligible For Reduced Lunch",7,"*","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","Not Eligible For Lunch",22,19,86.4
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Eligible For Free Lunch",37,"*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Eligible For Reduced Lunch",11,"*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Not Eligible For Lunch",39,32,82.1
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Eligible For Free Lunch",35,"*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Eligible For Reduced Lunch",11,"*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Not Eligible For Lunch",45,"*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Eligible For Free Lunch",18,"*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Eligible For Reduced Lunch",11,"*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Not Eligible For Lunch",327,320,97.9
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Eligible For Free Lunch",20,"*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Eligible For Reduced Lunch",8,"*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Not Eligible For Lunch",115,104,90.4
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Eligible For Free Lunch",18,"*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Eligible For Reduced Lunch",14,"*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Not Eligible For Lunch",218,209,95.9
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Eligible For Free Lunch",20,16,80.0
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Eligible For Reduced Lunch",8,8,"*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Not Eligible For Lunch",10,10,"*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Eligible For Free Lunch",118,104,88.1
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Eligible For Reduced Lunch",27,"*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Not Eligible For Lunch",27,"*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Eligible For Free Lunch",111,108,97.3
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Eligible For Reduced Lunch",48,"*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Not Eligible For Lunch",37,"*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Eligible For Free Lunch",63,"*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Eligible For Reduced Lunch",26,"*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Not Eligible For Lunch",43,43,100.0
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Eligible For Free Lunch",90,74,82.2
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Eligible For Reduced Lunch",15,"*","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Not Eligible For Lunch",15,"*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Eligible For Free Lunch",63,61,96.8
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Eligible For Reduced Lunch",17,"*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Not Eligible For Lunch",67,"*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Eligible For Free Lunch",34,34,100.0
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Eligible For Reduced Lunch",14,"*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Not Eligible For Lunch",68,"*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Eligible For Free Lunch",47,47,100.0
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Eligible For Reduced Lunch",30,"*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Not Eligible For Lunch",101,"*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Eligible For Free Lunch",31,31,100.0
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Eligible For Reduced Lunch",15,15,"*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Not Eligible For Lunch",67,67,100.0
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Eligible For Free Lunch",44,"*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Eligible For Reduced Lunch",19,16,"*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Not Eligible For Lunch",85,"*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Eligible For Free Lunch",39,"*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Eligible For Reduced Lunch",26,"*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Not Eligible For Lunch",103,100,97.1
