"Four-Year Graduation Rates, 2011-12"
"All Districts, All Schools, Special Education Status"

"",,,,,,"Graduates",
"District","District Code","School","School Code","Special Education Status","Four-Year Cohort Count","Graduation Count","Graduation Rate"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Non-Special Education",21,15,71.4
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Non-Special Education",180,140,77.8
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Special Education",24,16,66.7
"Avon School District","=""0040011""","Avon High School","=""0046111""","Non-Special Education",248,243,98.0
"Avon School District","=""0040011""","Avon High School","=""0046111""","Special Education",36,31,86.1
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Non-Special Education",223,216,96.9
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Special Education",38,33,86.8
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Non-Special Education",210,204,97.1
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Special Education",27,21,77.8
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Non-Special Education",144,123,85.4
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Special Education",24,17,70.8
"Bloomfield School District","=""0110011""","The Big Picture High School","=""0116211""","Non-Special Education","*","*","*"
"Bloomfield School District","=""0110011""","The Big Picture High School","=""0116211""","Special Education","*","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Non-Special Education",64,"*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Special Education",9,"*","*"
"Branford School District","=""0140011""","Branford High School","=""0146111""","Non-Special Education",224,214,95.5
"Branford School District","=""0140011""","Branford High School","=""0146111""","Special Education",27,25,92.6
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","Non-Special Education",264,128,48.5
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","Special Education",46,20,43.5
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Non-Special Education",512,415,81.1
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Special Education",58,32,55.2
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Non-Special Education",305,211,69.2
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Special Education",52,25,48.1
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Non-Special Education",286,253,88.5
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Special Education",46,33,71.7
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Non-Special Education",252,220,87.3
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Special Education",38,30,78.9
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Non-Special Education",235,"*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Special Education",19,"*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","Non-Special Education",107,"*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","Special Education",11,"*","*"
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""","Non-Special Education",69,"*","*"
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""","Special Education",10,"*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Non-Special Education",93,81,87.1
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Special Education",6,6,"*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Non-Special Education","*","*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Special Education","*","*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Non-Special Education",359,"*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Special Education",36,"*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Non-Special Education",102,"*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Special Education",20,"*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Non-Special Education",218,212,97.2
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Special Education",26,19,73.1
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Non-Special Education","*","*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Special Education","*","*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Non-Special Education",159,"*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Special Education",9,"*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Non-Special Education","*","*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Special Education","*","*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Non-Special Education",119,"*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Special Education",10,"*","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Non-Special Education",118,108,91.5
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Special Education",7,7,"*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Non-Special Education",125,"*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Special Education",30,"*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Non-Special Education",119,"*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Special Education",14,"*","*"
