"Four-Year Graduation Rates, 2010-11"
"All Districts, All Schools, Race/Ethnicity"

"",,,,"Graduates",
"District","School","Race/Ethnicity","Four-Year Cohort Count","Graduation Count","Graduation Rate"
"Amistad Academy District","Amistad Academy","Black",15,9,60.0
"Amistad Academy District","Amistad Academy","Hispanic",14,8,57.1
"Ansonia School District","Ansonia High School","Black",50,37,74.0
"Ansonia School District","Ansonia High School","Hispanic",39,23,59.0
"Ansonia School District","Ansonia High School","Asian","*","*","*"
"Ansonia School District","Ansonia High School","Indian or Alaska Native","*","*","*"
"Ansonia School District","Ansonia High School","White",88,66,75.0
"Avon School District","Avon High School","Black","*","*","*"
"Avon School District","Avon High School","Hispanic",14,13,92.9
"Avon School District","Avon High School","Asian",19,18,94.7
"Avon School District","Avon High School","Indian or Alaska Native","*","*","*"
"Avon School District","Avon High School","White",212,204,96.2
"Berlin School District","Berlin High School","Black","*","*","*"
"Berlin School District","Berlin High School","Hispanic",6,"*","*"
"Berlin School District","Berlin High School","Asian",9,9,100.0
"Berlin School District","Berlin High School","Indian or Alaska Native","*","*","*"
"Berlin School District","Berlin High School","White",243,228,93.8
"Bethel School District","Bethel High School","Black",6,"*","*"
"Bethel School District","Bethel High School","Hispanic",21,19,90.5
"Bethel School District","Bethel High School","Asian",17,"*","*"
"Bethel School District","Bethel High School","White",201,190,94.5
"Bloomfield School District","Bloomfield High School","Black",159,120,75.5
"Bloomfield School District","Bloomfield High School","Hispanic","*","*","*"
"Bloomfield School District","Bloomfield High School","Asian","*","*","*"
"Bloomfield School District","Bloomfield High School","White","*","*","*"
"Bloomfield School District","The Big Picture High School","Black",9,9,100.0
"Bloomfield School District","The Big Picture High School","Hispanic","*","*","*"
"Bloomfield School District","The Big Picture High School","Asian","*","*","*"
"Bolton School District","Bolton High School","Black","*","*","*"
"Bolton School District","Bolton High School","Hispanic","*","*","*"
"Bolton School District","Bolton High School","Indian or Alaska Native","*","*","*"
"Bolton School District","Bolton High School","White",67,64,95.5
"Branford School District","Branford High School","Black",10,9,90.0
"Branford School District","Branford High School","Hispanic","*","*","*"
"Branford School District","Branford High School","Asian",19,18,94.7
"Branford School District","Branford High School","Indian or Alaska Native","*","*","*"
"Branford School District","Branford High School","White",236,225,95.3
"Bridgeport School District","Bassick High School","Black",166,109,65.7
"Bridgeport School District","Bassick High School","Hispanic",155,85,54.8
"Bridgeport School District","Bassick High School","Asian",7,"*","*"
"Bridgeport School District","Bassick High School","White",13,9,69.2
"Bridgeport School District","Central High School","Black",294,231,78.6
"Bridgeport School District","Central High School","Hispanic",205,136,66.3
"Bridgeport School District","Central High School","Asian",25,23,92.0
"Bridgeport School District","Central High School","Indian or Alaska Native","*","*","*"
"Bridgeport School District","Central High School","White",78,54,69.2
"Bridgeport School District","Harding High School","Black",184,99,53.8
"Bridgeport School District","Harding High School","Hispanic",232,84,36.2
"Bridgeport School District","Harding High School","Asian","*","*","*"
"Bridgeport School District","Harding High School","White",16,12,75.0
"Bristol School District","Bristol Central High School","Black",24,13,54.2
"Bristol School District","Bristol Central High School","Hispanic",38,27,71.1
"Bristol School District","Bristol Central High School","Asian","*","*","*"
"Bristol School District","Bristol Central High School","White",267,204,76.4
"Bristol School District","Bristol Eastern High School","Black",26,18,69.2
"Bristol School District","Bristol Eastern High School","Hispanic",40,28,70.0
"Bristol School District","Bristol Eastern High School","Asian",8,8,100.0
"Bristol School District","Bristol Eastern High School","Indian or Alaska Native","*","*","*"
"Bristol School District","Bristol Eastern High School","White",292,242,82.9
"Brookfield School District","Brookfield High School","Black","*","*","*"
"Brookfield School District","Brookfield High School","Hispanic",8,8,100.0
"Brookfield School District","Brookfield High School","Asian","*","*","*"
"Brookfield School District","Brookfield High School","White",249,237,95.2
"Canton School District","Canton High School","Black","*","*","*"
"Canton School District","Canton High School","Hispanic","*","*","*"
"Canton School District","Canton High School","Asian","*","*","*"
"Canton School District","Canton High School","White",109,103,94.5
"Capitol Region Education Council","Great Path Academy at MCC","Black",56,51,91.1
"Capitol Region Education Council","Great Path Academy at MCC","Hispanic",29,23,79.3
"Capitol Region Education Council","Great Path Academy at MCC","Asian","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","White",29,26,89.7
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Black",20,15,75.0
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Hispanic",18,11,61.1
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","White",24,23,95.8
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Black",52,48,92.3
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Hispanic",9,7,77.8
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Asian","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","White",34,32,94.1
"Cheshire School District","Cheshire High School","Black",14,12,85.7
"Cheshire School District","Cheshire High School","Hispanic",14,14,100.0
"Cheshire School District","Cheshire High School","Asian",24,24,100.0
"Cheshire School District","Cheshire High School","White",313,300,95.8
"Clinton School District","The Morgan School","Black","*","*","*"
"Clinton School District","The Morgan School","Hispanic",12,12,100.0
"Clinton School District","The Morgan School","Asian","*","*","*"
"Clinton School District","The Morgan School","White",125,114,91.2
"Colchester School District","Bacon Academy","Black",7,6,85.7
"Colchester School District","Bacon Academy","Hispanic",6,6,100.0
"Colchester School District","Bacon Academy","Asian","*","*","*"
"Colchester School District","Bacon Academy","Indian or Alaska Native","*","*","*"
"Colchester School District","Bacon Academy","White",230,214,93.0
"Common Ground High School District","Common Ground High School","Black",19,17,89.5
"Common Ground High School District","Common Ground High School","Hispanic",12,9,75.0
