"Four-Year Graduation Rates, 2011-12"
"All Districts, All Schools, English Learner Status"

"",,,,"Graduates",
"District","School","English Learner Status","Four-Year Cohort Count","Graduation Count","Graduation Rate"
"Amistad Academy District","Amistad Academy","Non-ELL",21,15,71.4
"Ansonia School District","Ansonia High School","Non-ELL",194,150,77.3
"Ansonia School District","Ansonia High School","ELL",10,6,60.0
"Avon School District","Avon High School","Non-ELL","*","*","*"
"Avon School District","Avon High School","ELL","*","*","*"
"Berlin School District","Berlin High School","Non-ELL","*","*","*"
"Berlin School District","Berlin High School","ELL","*","*","*"
"Bethel School District","Bethel High School","Non-ELL","*","*","*"
"Bethel School District","Bethel High School","ELL","*","*","*"
"Bloomfield School District","Bloomfield High School","Non-ELL",168,140,83.3
"Bloomfield School District","The Big Picture High School","Non-ELL",16,13,81.3
"Bolton School District","Bolton High School","Non-ELL",73,66,90.4
"Branford School District","Branford High School","Non-ELL","*","*","*"
"Branford School District","Branford High School","ELL","*","*","*"
"Bridgeport School District","Bassick High School","Non-ELL",235,118,50.2
"Bridgeport School District","Bassick High School","ELL",75,30,40.0
"Bridgeport School District","Central High School","Non-ELL",511,406,79.5
"Bridgeport School District","Central High School","ELL",59,41,69.5
"Bridgeport School District","Harding High School","Non-ELL",287,192,66.9
"Bridgeport School District","Harding High School","ELL",70,44,62.9
"Bristol School District","Bristol Central High School","Non-ELL",321,276,86.0
"Bristol School District","Bristol Central High School","ELL",11,10,90.9
"Bristol School District","Bristol Eastern High School","Non-ELL",280,244,87.1
"Bristol School District","Bristol Eastern High School","ELL",10,6,60.0
"Brookfield School District","Brookfield High School","Non-ELL","*","*","*"
"Brookfield School District","Brookfield High School","ELL","*","*","*"
"Canton School District","Canton High School","Non-ELL",118,115,97.5
"Capitol Region Education Council","Great Path Academy at MCC","Non-ELL",76,61,80.3
"Capitol Region Education Council","Great Path Academy at MCC","ELL","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Non-ELL",97,85,87.6
