"Four-Year Graduation Rates, Trend"
"All Districts, All Schools, English Learner Status"

"",,,"Non-Graduates",,,,,,,,,
"",,,"Four-Year Still Enrolled Rate by Year",,,,,"Four-Year Other Rate by Year",,,,
"District","School","English Learner Status","2010-11","2011-12","2012-13","2013-14","2014-15","2010-11","2011-12","2012-13","2013-14","2014-15"
"Amistad Academy District","Amistad Academy","Non-ELL","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","Amistad Academy","ELL","N/A","N/A","*","N/A","*","N/A","N/A","*","N/A","*"
"Ansonia School District","Ansonia High School","Non-ELL","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","Ansonia High School","ELL","*","*","*","*","*","*","*","*","*","*"
"Avon School District","Avon High School","Non-ELL","*","*","*","*","*","*","*","*","*","*"
"Avon School District","Avon High School","ELL","*","*","*","N/A","*","*","*","*","N/A","*"
"Berlin School District","Berlin High School","Non-ELL","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","Berlin High School","ELL","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","Bethel High School","Non-ELL","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","Bethel High School","ELL","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","Bloomfield High School","Non-ELL",11.8,"*","*","*",6.9,14.1,"*",4.8,5.4,5.4
"Bloomfield School District","Bloomfield High School","ELL","*","N/A","*","*","*","*","N/A","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Non-ELL","N/A","N/A","*","*","*","N/A","N/A","*","*","*"
"Bloomfield School District","Global Experience Magnet School","ELL","N/A","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","*"
"Bloomfield School District","Learning Academy at Bloomfield","Non-ELL","N/A","N/A","*","*","*","N/A","N/A","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","ELL","N/A","N/A","*","N/A","*","N/A","N/A","*","N/A","*"
"Bloomfield School District","The Big Picture High School","Non-ELL","*","*","N/A","N/A","N/A","*","*","N/A","N/A","N/A"
"Bolton School District","Bolton High School","Non-ELL","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","ELL","N/A","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","*"
"Branford School District","Branford High School","Non-ELL","*","*","*","*","*","*","*","*","*","*"
"Branford School District","Branford High School","ELL","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","Non-ELL","N/A","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","*"
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","ELL","N/A","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","*"
"Bridgeport School District","Bassick High School","Non-ELL",30.4,40.0,20.3,24.0,24.7,7.8,9.8,19.9,13.6,14.7
"Bridgeport School District","Bassick High School","ELL",34.5,50.7,29.1,23.3,"*","*","*",14.5,15.0,"*"
"Bridgeport School District","Central High School","Non-ELL",13.3,12.3,13.4,11.6,18.2,12.6,8.2,8.5,5.9,6.0
"Bridgeport School District","Central High School","ELL",20.0,13.6,19.1,26.4,"*","*",16.9,"*","*","*"
"Bridgeport School District","Harding High School","Non-ELL",37.3,26.1,31.7,22.3,32.6,15.7,7.0,4.8,6.1,11.0
"Bridgeport School District","Harding High School","ELL",51.1,34.3,43.8,34.5,44.0,10.9,"*","*","*",8.3
"Bristol School District","Bristol Central High School","Non-ELL",17.2,7.8,12.3,10.1,13.8,9.2,6.2,5.0,6.9,4.1
"Bristol School District","Bristol Central High School","ELL","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","Bristol Eastern High School","Non-ELL",10.5,8.2,9.9,7.3,8.5,8.5,4.6,7.5,7.6,4.4
"Bristol School District","Bristol Eastern High School","ELL","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","Brookfield High School","Non-ELL","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","Brookfield High School","ELL","*","*","*","*","*","*","*","*","*","*"
"Canton School District","Canton High School","Non-ELL","*","*","*","*","*","*","*","*","*","*"
"Canton School District","Canton High School","ELL","*","N/A","N/A","N/A","*","*","N/A","N/A","N/A","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Non-ELL","N/A","N/A","*","*","*","N/A","N/A","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","ELL","N/A","N/A","*","N/A","*","N/A","N/A","*","N/A","*"
"Capitol Region Education Council","Academy of Science and Innovation","Non-ELL","N/A","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","*"
"Capitol Region Education Council","Academy of Science and Innovation","ELL","N/A","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","*"
"Capitol Region Education Council","Great Path Academy at MCC","Non-ELL",7.8,19.7,"N/A","N/A","N/A",5.2,"*","N/A","N/A","N/A"
"Capitol Region Education Council","Great Path Academy at MCC","ELL","*","*","N/A","N/A","N/A","*","*","N/A","N/A","N/A"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Non-ELL",16.4,11.3,15.3,12.6,7.4,"*","*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","ELL","*","*","*","N/A","*","*","*","*","N/A","*"
"Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","Non-ELL","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","*","N/A"
"Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","ELL","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","*","N/A"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Non-ELL",6.9,"*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","ELL","*","*","N/A","N/A","*","*","*","N/A","N/A","*"
"Capitol Region Education Council","Public Safety Academy","Non-ELL","N/A","N/A","N/A",13.3,"*","N/A","N/A","N/A","*","*"
"Capitol Region Education Council","Public Safety Academy","ELL","N/A","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","*"
"Cheshire School District","Cheshire High School","Non-ELL","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","Cheshire High School","ELL","*","*","*","*","*","*","*","*","*","*"
"Clinton School District","The Morgan School","Non-ELL","*","*","*","*","*","*","*","*","*","*"
"Clinton School District","The Morgan School","ELL","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","Bacon Academy","Non-ELL","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","Bacon Academy","ELL","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","Common Ground High School","Non-ELL","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","Common Ground High School","ELL","N/A","*","*","N/A","*","N/A","*","*","N/A","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","Non-ELL",6.1,4.6,11.9,"*","*","*","*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","ELL","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","Non-ELL",5.4,5.5,"*",7.7,3.7,"*","*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","ELL","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Non-ELL","*",5.1,"*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","ELL","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Eli Whitney Technical High School","Non-ELL",17.9,6.5,12.5,8.7,11.0,"*","*","*","*","*"
"Connecticut Technical High School System","Eli Whitney Technical High School","ELL","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Non-ELL","*",6.3,"*",4.8,"*","*","*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","ELL","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Non-ELL",5.9,"*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","ELL","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Non-ELL","*",3.0,"*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","ELL","*","*","*","N/A","*","*","*","*","N/A","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Non-ELL",10.9,"*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","ELL","N/A","N/A","N/A","*","*","N/A","N/A","N/A","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Non-ELL",7.6,"*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","ELL","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Non-ELL","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","ELL","N/A","*","*","*","*","N/A","*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Non-ELL","*","*","*","*","*","*","*","*","*","*"
