"Four-Year Graduation Rates, 2011-12"
"All Districts, All Schools, Gender"

"",,,,,,"Non-Graduates",,,
"District","District Code","School","School Code","Gender","Four-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Female",8,"*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Male",13,"*","*","*","*"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Female",99,"*","*","*","*"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Male",105,"*","*","*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Female",141,"*","*","*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Male",143,"*","*","*","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Female",146,"*","*","*","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Male",115,"*","*","*","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Female",128,"*","*","*","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Male",109,"*","*","*","*"
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Female",86,"*","*","*","*"
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Male",82,"*","*","*","*"
"Bloomfield School District","=""0110011""","The Big Picture High School","=""0116211""","Female","*","*","*","*","*"
"Bloomfield School District","=""0110011""","The Big Picture High School","=""0116211""","Male","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Female",37,"*","*","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Male",36,"*","*","*","*"
"Branford School District","=""0140011""","Branford High School","=""0146111""","Female",128,0,0.0,"*","*"
"Branford School District","=""0140011""","Branford High School","=""0146111""","Male",123,"*","*","*","*"
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","Female",146,9,6.2,60,41.1
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","Male",164,21,12.8,72,43.9
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Female",292,25,8.6,28,9.6
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Male",278,27,9.7,43,15.5
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Female",184,7,3.8,40,21.7
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Male",173,15,8.7,59,34.1
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Female",165,7,4.2,15,9.1
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Male",167,14,8.4,10,6.0
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Female",149,"*","*","*","*"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Male",141,"*","*","*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Female",141,"*","*","*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Male",113,"*","*",0,0.0
"Canton School District","=""0230011""","Canton High School","=""0236111""","Female",61,0,0.0,0,0.0
"Canton School District","=""0230011""","Canton High School","=""0236111""","Male",57,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""","Female",49,0,0.0,"*","*"
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""","Male",30,0,0.0,"*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Female",57,0,0.0,"*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Male",42,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Female",33,0,0.0,"*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Male",43,0,0.0,"*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Female",193,"*","*",0,0.0
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Male",202,"*","*","*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Female",61,0,0.0,"*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Male",61,"*","*","*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Female",140,"*","*","*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Male",104,"*","*","*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Female",13,"*","*","*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Male",18,0,"*","*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Female",97,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Male",71,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Female",114,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Male",92,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Female",45,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Male",84,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Female",63,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Male",62,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Female",60,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Male",95,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Female",37,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Male",96,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Female",74,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Male",132,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Female",34,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Male",97,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Female",55,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Male",106,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Female",38,"*","*",0,0.0
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Male",106,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Female",46,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Male",107,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Female",60,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Male",102,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Female",76,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Male",140,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Female",27,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Male",103,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Female",71,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Male",103,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Female",51,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Male",86,0,0.0,"*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Female",70,"*","*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Male",81,"*","*","*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Female",72,0,0.0,"*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Male",73,"*","*","*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Female",362,27,7.5,25,6.9
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Male",343,47,13.7,40,11.7
"Darien School District","=""0350011""","Darien High School","=""0356111""","Female",161,0,0.0,"*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","Male",147,"*","*","*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","Female",47,"*","*","*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","Male",55,"*","*","*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Female",31,0,0.0,"*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Male",29,0,0.0,"*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Female",56,0,0.0,"*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Male",42,"*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Female",76,"*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Male",84,"*","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Female",27,0,0.0,"*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Male",11,0,"*","*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Female",223,8,3.6,17,7.6
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Male",194,8,4.1,21,10.8
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Female",116,7,6.0,14,12.1
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Male",101,6,5.9,27,26.7
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Female",159,"*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Male",139,"*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Female",43,"*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Male",43,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Female",27,0,0.0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Male",9,0,"*",0,"*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Female",20,0,0.0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Male",23,"*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Female",99,"*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Male",102,"*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Female",10,"*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Male",9,"*","*",0,"*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Female",96,"*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Male",96,"*","*","*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Female",150,"*","*","*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Male",153,"*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Female",18,0,"*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Male",10,0,"*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Female",199,"*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Male",152,"*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Female",183,"*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Male",154,"*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Female",151,"*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Male",147,"*","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Female",246,"*","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Male",262,"*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Female",96,"*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Male",91,0,0.0,"*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Female",315,7,2.2,9,2.9
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Male",329,19,5.8,13,4.0
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Female",86,"*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Male",97,"*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Female",163,"*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Male",176,"*","*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Female",148,"*","*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Male",137,"*","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Female",253,9,3.6,18,7.1
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Male",253,22,8.7,23,9.1
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Female",110,18,16.4,10,9.1
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Male",138,36,26.1,27,19.6
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Female",18,0,"*",0,"*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Male",15,0,"*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Female",50,0,0.0,0,0.0
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Male",31,0,0.0,"*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Female",21,"*","*","*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Male",25,"*","*",0,0.0
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Female",42,"*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Male",88,"*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Female",87,8,9.2,15,17.2
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Male",38,10,26.3,7,18.4
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Female",74,13,17.6,18,24.3
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Male",61,26,42.6,14,23.0
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Female",46,"*","*","*","*"
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Male",23,"*","*","*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Female",32,"*","*","*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Male",54,0,0.0,"*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Female",50,"*","*",0,0.0
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Male",56,"*","*","*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Female",39,"*","*","*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Male",47,"*","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Female",91,6,6.6,10,11.0
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Male",97,8,8.2,17,17.5
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Female",68,"*","*","*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Male",60,"*","*","*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Female",114,0,0.0,"*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Male",94,"*","*","*","*"
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""","Female","*","*","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Female",50,0,0.0,0,0.0
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Male",52,"*","*","*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Female",172,0,0.0,"*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Male",157,"*","*","*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Female",241,9,3.7,35,14.5
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Male",235,21,8.9,45,19.1
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Female",169,11,6.5,37,21.9
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Male",154,13,8.4,35,22.7
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Female",167,"*","*","*","*"
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Male",132,"*","*","*","*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Female",175,7,4.0,27,15.4
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Male",154,14,9.1,22,14.3
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Female",126,"*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Male",140,"*","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Female",125,"*","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Male",121,"*","*","*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Female",154,"*","*",0,0.0
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Male",183,"*","*",0,0.0
"Montville School District","=""0860011""","Montville High School","=""0866111""","Female",101,"*","*","*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Male",109,0,0.0,"*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Female",180,"*","*","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Male",186,"*","*","*","*"
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Female",316,31,9.8,81,25.6
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Male",317,35,11.0,85,26.8
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Female",174,"*","*",0,0.0
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Male",152,"*","*",0,0.0
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Female",129,"*","*","*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Male",102,"*","*","*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Female",103,"*","*","*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Male",33,"*","*","*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Female",41,"*","*","*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Male",35,"*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Female",86,0,0.0,"*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Male",70,"*","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Female",15,"*","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Male",33,"*","*","*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Female",141,15,10.6,37,26.2
