"Six-Year Graduation Rates, 2011-12"
"All Districts, Gender"

"",,,,"Graduates",
"District","District Code","Gender","Six-Year Cohort Count","Graduation Count","Graduation Rate"
"Amistad Academy District","=""2790013""","Female","*","*","*"
"Amistad Academy District","=""2790013""","Male","*","*","*"
"Ansonia School District","=""0020011""","Female",98,86,87.8
"Ansonia School District","=""0020011""","Male",102,81,79.4
"Avon School District","=""0040011""","Female",140,"*","*"
"Avon School District","=""0040011""","Male",143,"*","*"
"Berlin School District","=""0070011""","Female",143,143,100.0
"Berlin School District","=""0070011""","Male",114,109,95.6
"Bethel School District","=""0090011""","Female",127,"*","*"
"Bethel School District","=""0090011""","Male",109,"*","*"
"Bloomfield School District","=""0110011""","Female",102,90,88.2
"Bloomfield School District","=""0110011""","Male",91,85,93.4
"Bolton School District","=""0120011""","Female",37,"*","*"
"Bolton School District","=""0120011""","Male",33,"*","*"
"Branford School District","=""0140011""","Female",129,"*","*"
"Branford School District","=""0140011""","Male",130,"*","*"
"Bridgeport School District","=""0150011""","Female",631,484,76.7
"Bridgeport School District","=""0150011""","Male",635,420,66.1
"Bristol School District","=""0170011""","Female",318,288,90.6
"Bristol School District","=""0170011""","Male",311,274,88.1
"Brookfield School District","=""0180011""","Female",140,"*","*"
"Brookfield School District","=""0180011""","Male",113,"*","*"
"Canton School District","=""0230011""","Female",61,"*","*"
"Canton School District","=""0230011""","Male",57,"*","*"
"Capitol Region Education Council","=""2410014""","Female",170,150,88.2
"Capitol Region Education Council","=""2410014""","Male",161,126,78.3
"Cheshire School District","=""0250011""","Female",198,"*","*"
"Cheshire School District","=""0250011""","Male",209,"*","*"
"Clinton School District","=""0270011""","Female",60,"*","*"
"Clinton School District","=""0270011""","Male",61,"*","*"
"Colchester School District","=""0280011""","Female",138,"*","*"
"Colchester School District","=""0280011""","Male",105,"*","*"
"Common Ground High School District","=""2680013""","Female",12,"*","*"
"Common Ground High School District","=""2680013""","Male",18,"*","*"
"Connecticut Technical High School System","=""9000016""","Female",954,916,96.0
"Connecticut Technical High School System","=""9000016""","Male",1576,1529,97.0
"Coventry School District","=""0320011""","Female",69,65,94.2
"Coventry School District","=""0320011""","Male",81,73,90.1
"Cromwell School District","=""0330011""","Female",74,"*","*"
"Cromwell School District","=""0330011""","Male",77,"*","*"
"Danbury School District","=""0340011""","Female",393,346,88.0
"Danbury School District","=""0340011""","Male",361,301,83.4
"Darien School District","=""0350011""","Female",162,"*","*"
"Darien School District","=""0350011""","Male",149,"*","*"
"Derby School District","=""0370011""","Female",52,42,80.8
"Derby School District","=""0370011""","Male",60,48,80.0
"East Granby School District","=""0400011""","Female",31,"*","*"
"East Granby School District","=""0400011""","Male",29,"*","*"
"East Haddam School District","=""0410011""","Female",58,"*","*"
"East Haddam School District","=""0410011""","Male",45,"*","*"
"East Hampton School District","=""0420011""","Female",76,"*","*"
"East Hampton School District","=""0420011""","Male",88,"*","*"
"East Hartford School District","=""0430011""","Female",290,252,86.9
"East Hartford School District","=""0430011""","Male",289,238,82.4
"East Haven School District","=""0440011""","Female",119,99,83.2
"East Haven School District","=""0440011""","Male",107,75,70.1
"East Lyme School District","=""0450011""","Female",160,153,95.6
"East Lyme School District","=""0450011""","Male",142,132,93.0
"East Windsor School District","=""0470011""","Female",46,"*","*"
"East Windsor School District","=""0470011""","Male",42,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Female",47,39,83.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Male",38,31,81.6
"Ellington School District","=""0480011""","Female",96,91,94.8
"Ellington School District","=""0480011""","Male",104,95,91.3
"Elm City College Preparatory School District","=""2890013""","Female",10,"*","*"
"Elm City College Preparatory School District","=""2890013""","Male",9,"*","*"
"Enfield School District","=""0490011""","Female",254,235,92.5
"Enfield School District","=""0490011""","Male",259,216,83.4
"Explorations District","=""2720013""","Female",19,"*","*"
"Explorations District","=""2720013""","Male",9,"*","*"
"Fairfield School District","=""0510011""","Female",385,373,96.9
"Fairfield School District","=""0510011""","Male",307,295,96.1
"Farmington School District","=""0520011""","Female",153,"*","*"
"Farmington School District","=""0520011""","Male",152,"*","*"
"Glastonbury School District","=""0540011""","Female",247,"*","*"
"Glastonbury School District","=""0540011""","Male",266,"*","*"
"Granby School District","=""0560011""","Female",97,"*","*"
"Granby School District","=""0560011""","Male",91,"*","*"
"Greenwich School District","=""0570011""","Female",314,306,97.5
"Greenwich School District","=""0570011""","Male",327,308,94.2
"Griswold School District","=""0580011""","Female",86,77,89.5
"Griswold School District","=""0580011""","Male",100,86,86.0
"Groton School District","=""0590011""","Female",170,135,79.4
"Groton School District","=""0590011""","Male",177,153,86.4
"Guilford School District","=""0600011""","Female",149,"*","*"
"Guilford School District","=""0600011""","Male",138,"*","*"
"Hamden School District","=""0620011""","Female",257,233,90.7
"Hamden School District","=""0620011""","Male",258,233,90.3
"Hartford School District","=""0640011""","Female",689,532,77.2
"Hartford School District","=""0640011""","Male",701,513,73.2
"Killingly School District","=""0690011""","Female",90,79,87.8
"Killingly School District","=""0690011""","Male",95,78,82.1
"Lebanon School District","=""0710011""","Female",67,"*","*"
"Lebanon School District","=""0710011""","Male",62,"*","*"
"Ledyard School District","=""0720011""","Female",114,107,93.9
"Ledyard School District","=""0720011""","Male",96,90,93.8
"Lisbon School District","=""0730011""","Female","*","*","*"
"Lisbon School District","=""0730011""","Male","*","*","*"
"Litchfield School District","=""0740011""","Female",51,"*","*"
"Litchfield School District","=""0740011""","Male",52,"*","*"
"Madison School District","=""0760011""","Female",174,"*","*"
"Madison School District","=""0760011""","Male",162,"*","*"
"Manchester School District","=""0770011""","Female",252,211,83.7
"Manchester School District","=""0770011""","Male",258,200,77.5
"Meriden School District","=""0800011""","Female",332,251,75.6
"Meriden School District","=""0800011""","Male",290,217,74.8
"Middletown School District","=""0830011""","Female",181,152,84.0
"Middletown School District","=""0830011""","Male",161,138,85.7
"Milford School District","=""0840011""","Female",253,238,94.1
"Milford School District","=""0840011""","Male",258,234,90.7
"Monroe School District","=""0850011""","Female",155,"*","*"
"Monroe School District","=""0850011""","Male",183,"*","*"
"Montville School District","=""0860011""","Female",107,97,90.7
"Montville School District","=""0860011""","Male",114,97,85.1
"Naugatuck School District","=""0880011""","Female",181,164,90.6
"Naugatuck School District","=""0880011""","Male",188,155,82.4
"New Britain School District","=""0890011""","Female",332,236,71.1
"New Britain School District","=""0890011""","Male",336,223,66.4
"New Canaan School District","=""0900011""","Female",176,176,100.0
"New Canaan School District","=""0900011""","Male",154,152,98.7
"New Fairfield School District","=""0910011""","Female",130,"*","*"
"New Fairfield School District","=""0910011""","Male",102,"*","*"
"New Haven School District","=""0930011""","Female",739,592,80.1
"New Haven School District","=""0930011""","Male",584,419,71.7
"New London School District","=""0950011""","Female",104,75,72.1
"New London School District","=""0950011""","Male",135,92,68.1
"New Milford School District","=""0960011""","Female",181,173,95.6
"New Milford School District","=""0960011""","Male",210,191,91.0
"Newington School District","=""0940011""","Female",156,153,98.1
"Newington School District","=""0940011""","Male",179,159,88.8
"Newtown School District","=""0970011""","Female",198,192,97.0
"Newtown School District","=""0970011""","Male",206,197,95.6
"North Branford School District","=""0990011""","Female",88,82,93.2
"North Branford School District","=""0990011""","Male",74,68,91.9
"North Haven School District","=""1010011""","Female",147,140,95.2
"North Haven School District","=""1010011""","Male",143,135,94.4
"North Stonington School District","=""1020011""","Female",19,19,"*"
"North Stonington School District","=""1020011""","Male",35,30,85.7
"Norwalk School District","=""1030011""","Female",451,412,91.4
"Norwalk School District","=""1030011""","Male",420,355,84.5
"Norwich Free Academy District","=""9010022""","Female",350,315,90.0
"Norwich Free Academy District","=""9010022""","Male",287,244,85.0
"Norwich School District","=""1040011""","Female",33,13,39.4
"Norwich School District","=""1040011""","Male",35,13,37.1
"Old Saybrook School District","=""1060011""","Female",78,"*","*"
"Old Saybrook School District","=""1060011""","Male",66,"*","*"
"Oxford School District","=""1080011""","Female",69,"*","*"
"Oxford School District","=""1080011""","Male",77,"*","*"
"Plainfield School District","=""1090011""","Female",93,85,91.4
"Plainfield School District","=""1090011""","Male",108,96,88.9
"Plainville School District","=""1100011""","Female",106,"*","*"
"Plainville School District","=""1100011""","Male",98,"*","*"
"Plymouth School District","=""1110011""","Female",69,59,85.5
"Plymouth School District","=""1110011""","Male",70,65,92.9
"Portland School District","=""1130011""","Female",40,"*","*"
"Portland School District","=""1130011""","Male",50,"*","*"
"Putnam School District","=""1160011""","Female",31,"*","*"
"Putnam School District","=""1160011""","Male",38,"*","*"
"Regional School District 01","=""2010012""","Female",62,"*","*"
"Regional School District 01","=""2010012""","Male",78,"*","*"
"Regional School District 04","=""2040012""","Female",81,78,96.3
"Regional School District 04","=""2040012""","Male",78,70,89.7
"Regional School District 05","=""2050012""","Female",214,"*","*"
"Regional School District 05","=""2050012""","Male",220,"*","*"
"Regional School District 06","=""2060012""","Female",55,"*","*"
"Regional School District 06","=""2060012""","Male",32,"*","*"
"Regional School District 07","=""2070012""","Female",114,108,94.7
"Regional School District 07","=""2070012""","Male",89,86,96.6
"Regional School District 08","=""2080012""","Female",140,"*","*"
"Regional School District 08","=""2080012""","Male",156,"*","*"
"Regional School District 09","=""2090012""","Female",126,"*","*"
"Regional School District 09","=""2090012""","Male",113,"*","*"
"Regional School District 10","=""2100012""","Female",110,"*","*"
"Regional School District 10","=""2100012""","Male",119,"*","*"
"Regional School District 11","=""2110012""","Female",16,"*","*"
"Regional School District 11","=""2110012""","Male",27,"*","*"
"Regional School District 12","=""2120012""","Female",32,"*","*"
"Regional School District 12","=""2120012""","Male",42,"*","*"
"Regional School District 13","=""2130012""","Female",73,"*","*"
"Regional School District 13","=""2130012""","Male",69,"*","*"
"Regional School District 14","=""2140012""","Female",105,"*","*"
"Regional School District 14","=""2140012""","Male",91,"*","*"
"Regional School District 15","=""2150012""","Female",164,"*","*"
"Regional School District 15","=""2150012""","Male",163,"*","*"
"Regional School District 16","=""2160012""","Female",96,"*","*"
"Regional School District 16","=""2160012""","Male",98,"*","*"
"Regional School District 17","=""2170012""","Female",91,"*","*"
"Regional School District 17","=""2170012""","Male",98,"*","*"
"Regional School District 18","=""2180012""","Female",44,"*","*"
"Regional School District 18","=""2180012""","Male",60,"*","*"
"Regional School District 19","=""2190012""","Female",160,151,94.4
"Regional School District 19","=""2190012""","Male",140,128,91.4
"Ridgefield School District","=""1180011""","Female",209,"*","*"
"Ridgefield School District","=""1180011""","Male",234,"*","*"
"Rocky Hill School District","=""1190011""","Female",98,"*","*"
"Rocky Hill School District","=""1190011""","Male",111,"*","*"
"Seymour School District","=""1240011""","Female",77,"*","*"
"Seymour School District","=""1240011""","Male",76,"*","*"
"Shelton School District","=""1260011""","Female",217,204,94.0
"Shelton School District","=""1260011""","Male",209,198,94.7
"Simsbury School District","=""1280011""","Female",186,183,98.4
"Simsbury School District","=""1280011""","Male",221,217,98.2
"Somers School District","=""1290011""","Female",72,"*","*"
"Somers School District","=""1290011""","Male",69,"*","*"
"South Windsor School District","=""1320011""","Female",172,"*","*"
"South Windsor School District","=""1320011""","Male",213,"*","*"
"Southington School District","=""1310011""","Female",258,249,96.5
"Southington School District","=""1310011""","Male",236,227,96.2
"Stafford School District","=""1340011""","Female",71,"*","*"
"Stafford School District","=""1340011""","Male",69,"*","*"
"Stamford Academy District","=""2820013""","Female",19,"*","*"
"Stamford Academy District","=""2820013""","Male",25,"*","*"
"Stamford School District","=""1350011""","Female",576,527,91.5
"Stamford School District","=""1350011""","Male",598,530,88.6
"Stonington School District","=""1370011""","Female",85,"*","*"
"Stonington School District","=""1370011""","Male",96,"*","*"
"Stratford School District","=""1380011""","Female",302,280,92.7
"Stratford School District","=""1380011""","Male",278,241,86.7
"Suffield School District","=""1390011""","Female",100,91,91.0
"Suffield School District","=""1390011""","Male",106,100,94.3
"The Bridge Academy District","=""2690013""","Female",19,"*","*"
"The Bridge Academy District","=""2690013""","Male",22,"*","*"
"The Gilbert School District","=""9020022""","Female",47,"*","*"
"The Gilbert School District","=""9020022""","Male",42,"*","*"
"Thomaston School District","=""1400011""","Female",49,"*","*"
"Thomaston School District","=""1400011""","Male",44,"*","*"
"Thompson School District","=""1410011""","Female",50,"*","*"
"Thompson School District","=""1410011""","Male",51,"*","*"
"Tolland School District","=""1420011""","Female",111,"*","*"
"Tolland School District","=""1420011""","Male",120,"*","*"
"Torrington School District","=""1430011""","Female",147,122,83.0
"Torrington School District","=""1430011""","Male",155,131,84.5
"Trumbull School District","=""1440011""","Female",294,"*","*"
"Trumbull School District","=""1440011""","Male",248,"*","*"
"Unified School District #1","=""3360015""","Female",68,"*","*"
"Unified School District #1","=""3360015""","Male",679,"*","*"
"Unified School District #2","=""3470015""","Female","*","*","*"
"Unified School District #2","=""3470015""","Male","*","*","*"
"Vernon School District","=""1460011""","Female",136,119,87.5
