"Six-Year Graduation Rates, Trend"
"All Districts, English Learner Status"

"",,"Graduates",,
"",,"Six-Year Graduation Rate by Year",,
"District","English Learner Status","2010-11","2011-12","2012-13"
"Amistad Academy District","Non-ELL",69.2,94.4,"*"
"Amistad Academy District","ELL","N/A","N/A","*"
"Ansonia School District","Non-ELL","*",83.8,84.3
"Ansonia School District","ELL","*",77.8,69.2
"Avon School District","Non-ELL","*","*","*"
"Avon School District","ELL","*","*","*"
"Berlin School District","Non-ELL","*","*","*"
"Berlin School District","ELL","*","*","*"
"Bethel School District","Non-ELL","*","*","*"
"Bethel School District","ELL","*","*","*"
"Bloomfield School District","Non-ELL","*",90.7,"*"
"Bloomfield School District","ELL","*","N/A","*"
"Bolton School District","Non-ELL",95.9,95.7,95.2
"Branford School District","Non-ELL","*","*","*"
"Branford School District","ELL","*","*","*"
"Bridgeport School District","Non-ELL",68.2,72.7,75.1
"Bridgeport School District","ELL",57.6,64.9,64.2
"Bristol School District","Non-ELL",83.5,89.6,86.3
"Bristol School District","ELL",81.8,81.0,70.8
"Brookfield School District","Non-ELL","*","*","*"
"Brookfield School District","ELL","*","*","*"
"Canton School District","Non-ELL","*",99.2,99.2
"Canton School District","ELL","*","N/A","N/A"
"Capitol Region Education Council","Non-ELL","*",83.6,82.9
"Capitol Region Education Council","ELL","*",75.0,90.9
"Cheshire School District","Non-ELL","*","*","*"
"Cheshire School District","ELL","*","*","*"
"Clinton School District","Non-ELL","*","*","*"
"Clinton School District","ELL","*","*","*"
"Colchester School District","Non-ELL","*","*","*"
"Colchester School District","ELL","*","*","*"
"Common Ground High School District","Non-ELL",89.5,"*","*"
"Common Ground High School District","ELL","N/A","*","*"
"Connecticut Technical High School System","Non-ELL",94.6,96.9,97.3
"Connecticut Technical High School System","ELL",86.5,89.5,89.6
"Coventry School District","Non-ELL",91.5,92.0,"*"
"Coventry School District","ELL","N/A","N/A","*"
"Cromwell School District","Non-ELL","*","*","*"
"Cromwell School District","ELL","*","*","*"
"Danbury School District","Non-ELL",85.8,87.8,88.5
"Danbury School District","ELL",70.2,74.6,71.4
"Darien School District","Non-ELL","*","*",97.5
"Darien School District","ELL","*","*","N/A"
"Department of Mental Health and Addiction Services","Non-ELL","N/A","N/A","*"
"Derby School District","Non-ELL","*",80.6,"*"
"Derby School District","ELL","*",77.8,"*"
"East Granby School District","Non-ELL",97.4,96.7,98.6
"East Haddam School District","Non-ELL",92.8,"*",98.0
"East Haddam School District","ELL","N/A","*","N/A"
"East Hampton School District","Non-ELL",91.4,"*","*"
"East Hampton School District","ELL","N/A","*","*"
"East Hartford School District","Non-ELL",85.5,85.5,84.5
"East Hartford School District","ELL",91.2,72.2,87.9
"East Haven School District","Non-ELL",86.4,76.9,"*"
"East Haven School District","ELL",85.7,80.0,"*"
"East Lyme School District","Non-ELL",97.8,94.4,"*"
"East Lyme School District","ELL","N/A","N/A","*"
"East Windsor School District","Non-ELL",91.0,89.8,"*"
"East Windsor School District","ELL","N/A","N/A","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Non-ELL","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","ELL","*","*","*"
"Ellington School District","Non-ELL","*","*","*"
"Ellington School District","ELL","*","*","*"
"Elm City College Preparatory School District","Non-ELL","N/A",89.5,76.9
"Enfield School District","Non-ELL","*","*","*"
"Enfield School District","ELL","*","*","*"
"Explorations District","Non-ELL",70.0,60.7,"*"
"Explorations District","ELL","N/A","N/A","*"
"Fairfield School District","Non-ELL",97.0,96.8,95.2
"Fairfield School District","ELL",92.9,84.6,85.7
"Farmington School District","Non-ELL","*","*","*"
"Farmington School District","ELL","*","*","*"
"Glastonbury School District","Non-ELL","*","*","*"
"Glastonbury School District","ELL","*","*","*"
"Granby School District","Non-ELL",98.4,98.4,98.5
"Greenwich School District","Non-ELL",98.2,96.2,97.4
"Greenwich School District","ELL",86.7,86.7,91.3
"Griswold School District","Non-ELL",84.5,"*",89.9
"Griswold School District","ELL","N/A","*","N/A"
"Groton School District","Non-ELL","*",83.6,84.6
"Groton School District","ELL","*",63.6,80.0
"Guilford School District","Non-ELL","*",98.3,"*"
"Guilford School District","ELL","*","N/A","*"
"Hamden School District","Non-ELL",88.6,90.4,90.4
"Hamden School District","ELL",90.9,92.3,90.0
"Hartford School District","Non-ELL",73.1,77.9,79.6
"Hartford School District","ELL",55.5,58.8,66.2
"Killingly School District","Non-ELL","*","*","*"
"Killingly School District","ELL","*","*","*"
"Learn","Non-ELL","N/A","N/A","*"
"Learn","ELL","N/A","N/A","*"
"Lebanon School District","Non-ELL",93.1,91.5,"*"
"Lebanon School District","ELL","N/A","N/A","*"
"Ledyard School District","Non-ELL","*","*",92.1
"Ledyard School District","ELL","*","*","N/A"
"Lisbon School District","Non-ELL","*","*","*"
"Litchfield School District","Non-ELL","*",99.0,"*"
"Litchfield School District","ELL","*","N/A","*"
"Madison School District","Non-ELL",97.5,"*",100.0
"Madison School District","ELL","N/A","*","N/A"
"Manchester School District","Non-ELL",78.0,80.0,83.3
"Manchester School District","ELL",75.9,100.0,78.6
"Meriden School District","Non-ELL",77.7,77.0,77.4
"Meriden School District","ELL",55.3,62.0,56.5
"Middletown School District","Non-ELL","*","*",86.2
"Middletown School District","ELL","*","*",83.3
"Milford School District","Non-ELL",92.1,92.2,"*"
"Milford School District","ELL",88.9,100.0,"*"
"Monroe School District","Non-ELL",98.6,99.4,98.7
"Montville School District","Non-ELL","*",87.2,90.5
"Montville School District","ELL","*",100.0,87.5
