"Six-Year Graduation Rates, 2011-12"
"All Districts, Special Education Status"

"",,,,"Non-Graduates",,,
"District","District Code","Special Education Status","Six-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","=""2790013""","Non-Special Education",18,0,"*","*","*"
"Ansonia School District","=""0020011""","Non-Special Education",175,0,0.0,26,14.9
"Ansonia School District","=""0020011""","Special Education",25,0,0.0,7,28.0
"Avon School District","=""0040011""","Non-Special Education",248,0,0.0,"*","*"
"Avon School District","=""0040011""","Special Education",35,0,0.0,"*","*"
"Berlin School District","=""0070011""","Non-Special Education",219,0,0.0,"*","*"
"Berlin School District","=""0070011""","Special Education",38,"*","*",0,0.0
"Bethel School District","=""0090011""","Non-Special Education",209,0,0.0,"*","*"
"Bethel School District","=""0090011""","Special Education",27,"*","*","*","*"
"Bloomfield School District","=""0110011""","Non-Special Education",166,0,0.0,"*","*"
"Bloomfield School District","=""0110011""","Special Education",27,"*","*","*","*"
"Bolton School District","=""0120011""","Non-Special Education",64,0,0.0,"*","*"
"Bolton School District","=""0120011""","Special Education",6,0,"*",0,"*"
"Branford School District","=""0140011""","Non-Special Education",225,0,0.0,"*","*"
"Branford School District","=""0140011""","Special Education",34,"*","*","*","*"
"Bridgeport School District","=""0150011""","Non-Special Education",1084,"*","*","*","*"
"Bridgeport School District","=""0150011""","Special Education",182,"*","*","*","*"
"Bristol School District","=""0170011""","Non-Special Education",537,0,0.0,"*","*"
"Bristol School District","=""0170011""","Special Education",92,"*","*","*","*"
"Brookfield School District","=""0180011""","Non-Special Education",235,0,0.0,"*","*"
"Brookfield School District","=""0180011""","Special Education",18,"*","*","*","*"
"Canton School District","=""0230011""","Non-Special Education",106,0,0.0,"*","*"
"Canton School District","=""0230011""","Special Education",12,0,"*",0,"*"
"Capitol Region Education Council","=""2410014""","Non-Special Education",270,0,0.0,33,12.2
"Capitol Region Education Council","=""2410014""","Special Education",61,9,14.8,13,21.3
"Cheshire School District","=""0250011""","Non-Special Education",362,0,0.0,"*","*"
"Cheshire School District","=""0250011""","Special Education",45,"*","*","*","*"
"Clinton School District","=""0270011""","Non-Special Education",101,0,0.0,"*","*"
"Clinton School District","=""0270011""","Special Education",20,0,0.0,"*","*"
"Colchester School District","=""0280011""","Non-Special Education",216,0,0.0,"*","*"
"Colchester School District","=""0280011""","Special Education",27,"*","*","*","*"
"Common Ground High School District","=""2680013""","Non-Special Education","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Special Education","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Non-Special Education",2310,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Special Education",220,0,0.0,"*","*"
"Coventry School District","=""0320011""","Non-Special Education",124,0,0.0,"*","*"
"Coventry School District","=""0320011""","Special Education",26,"*","*","*","*"
"Cromwell School District","=""0330011""","Non-Special Education",130,0,0.0,"*","*"
"Cromwell School District","=""0330011""","Special Education",21,"*","*","*","*"
"Danbury School District","=""0340011""","Non-Special Education",672,"*","*","*","*"
"Danbury School District","=""0340011""","Special Education",82,"*","*","*","*"
"Darien School District","=""0350011""","Non-Special Education",268,0,0.0,"*","*"
"Darien School District","=""0350011""","Special Education",43,"*","*","*","*"
"Derby School District","=""0370011""","Non-Special Education",100,"*","*","*","*"
"Derby School District","=""0370011""","Special Education",12,0,"*","*","*"
"East Granby School District","=""0400011""","Non-Special Education",51,0,0.0,"*","*"
"East Granby School District","=""0400011""","Special Education",9,"*","*",0,"*"
"East Haddam School District","=""0410011""","Non-Special Education",92,0,0.0,"*","*"
"East Haddam School District","=""0410011""","Special Education",11,0,"*","*","*"
"East Hampton School District","=""0420011""","Non-Special Education",154,0,0.0,"*","*"
"East Hampton School District","=""0420011""","Special Education",10,0,"*","*","*"
"East Hartford School District","=""0430011""","Non-Special Education",481,0,0.0,64,13.3
"East Hartford School District","=""0430011""","Special Education",98,7,7.1,18,18.4
"East Haven School District","=""0440011""","Non-Special Education",191,0,0.0,"*","*"
"East Haven School District","=""0440011""","Special Education",35,"*","*","*","*"
"East Lyme School District","=""0450011""","Non-Special Education",251,0,0.0,"*","*"
"East Lyme School District","=""0450011""","Special Education",51,"*","*","*","*"
"East Windsor School District","=""0470011""","Non-Special Education",77,0,0.0,"*","*"
"East Windsor School District","=""0470011""","Special Education",11,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Non-Special Education",65,0,0.0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Special Education",20,0,0.0,"*","*"
"Ellington School District","=""0480011""","Non-Special Education",178,0,0.0,"*","*"
"Ellington School District","=""0480011""","Special Education",22,"*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Non-Special Education","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Special Education","*","*","*","*","*"
"Enfield School District","=""0490011""","Non-Special Education",426,0,0.0,34,8.0
"Enfield School District","=""0490011""","Special Education",87,7,8.0,21,24.1
"Explorations District","=""2720013""","Non-Special Education",21,0,0.0,"*","*"
"Explorations District","=""2720013""","Special Education",7,0,"*","*","*"
"Fairfield School District","=""0510011""","Non-Special Education",598,0,0.0,"*","*"
"Fairfield School District","=""0510011""","Special Education",94,"*","*","*","*"
"Farmington School District","=""0520011""","Non-Special Education",274,0,0.0,"*","*"
"Farmington School District","=""0520011""","Special Education",31,"*","*","*","*"
"Glastonbury School District","=""0540011""","Non-Special Education",454,0,0.0,"*","*"
"Glastonbury School District","=""0540011""","Special Education",59,"*","*","*","*"
"Granby School District","=""0560011""","Non-Special Education",167,0,0.0,"*","*"
"Granby School District","=""0560011""","Special Education",21,0,0.0,0,0.0
"Greenwich School District","=""0570011""","Non-Special Education",549,0,0.0,"*","*"
"Greenwich School District","=""0570011""","Special Education",92,"*","*","*","*"
"Griswold School District","=""0580011""","Non-Special Education",157,0,0.0,"*","*"
"Griswold School District","=""0580011""","Special Education",29,"*","*","*","*"
"Groton School District","=""0590011""","Non-Special Education",306,0,0.0,"*","*"
"Groton School District","=""0590011""","Special Education",41,"*","*","*","*"
"Guilford School District","=""0600011""","Non-Special Education",251,0,0.0,0,0.0
"Guilford School District","=""0600011""","Special Education",36,"*","*","*","*"
"Hamden School District","=""0620011""","Non-Special Education",433,0,0.0,"*","*"
"Hamden School District","=""0620011""","Special Education",82,"*","*","*","*"
