"Six-Year Graduation Rates, Trend"
"All Districts, Free/Reduced Price Meal Eligibility"

"",,"Graduates",,
"",,"Six-Year Graduation Rate by Year",,
"District","Free/Reduced Price Meal Eligibility","2010-11","2011-12","2012-13"
"Amistad Academy District","Eligible For Free Lunch","*",92.3,83.3
"Amistad Academy District","Eligible For Reduced Lunch","*","*","*"
"Amistad Academy District","Not Eligible For Lunch",69.2,"*","*"
"Ansonia School District","Eligible For Free Lunch",65.6,72.9,76.4
"Ansonia School District","Eligible For Reduced Lunch",88.9,90.7,83.8
"Ansonia School District","Not Eligible For Lunch",89.8,91.7,94.1
"Avon School District","Eligible For Free Lunch","*","*","*"
"Avon School District","Eligible For Reduced Lunch","*","*","*"
"Avon School District","Not Eligible For Lunch",98.0,98.5,98.4
"Berlin School District","Eligible For Free Lunch","*",100.0,84.0
"Berlin School District","Eligible For Reduced Lunch","*",88.9,88.9
"Berlin School District","Not Eligible For Lunch",96.8,98.3,97.8
"Bethel School District","Eligible For Free Lunch",83.3,100.0,84.0
"Bethel School District","Eligible For Reduced Lunch",100.0,93.8,86.7
"Bethel School District","Not Eligible For Lunch",96.5,97.0,99.0
"Bloomfield School District","Eligible For Free Lunch",78.6,86.7,92.1
"Bloomfield School District","Eligible For Reduced Lunch",92.3,87.1,100.0
"Bloomfield School District","Not Eligible For Lunch",86.0,96.2,95.8
"Bolton School District","Eligible For Free Lunch","*","*","*"
"Bolton School District","Eligible For Reduced Lunch","N/A","*","*"
"Bolton School District","Not Eligible For Lunch","*",100.0,94.5
"Branford School District","Eligible For Free Lunch",84.6,92.3,94.7
"Branford School District","Eligible For Reduced Lunch",78.6,95.5,90.5
"Branford School District","Not Eligible For Lunch",97.1,95.5,94.3
"Bridgeport School District","Eligible For Free Lunch",65.9,71.1,73.0
"Bridgeport School District","Eligible For Reduced Lunch",81.1,79.1,83.1
"Bridgeport School District","Not Eligible For Lunch",64.6,60.0,71.4
"Bristol School District","Eligible For Free Lunch",71.1,78.0,69.6
"Bristol School District","Eligible For Reduced Lunch",70.6,87.0,80.0
"Bristol School District","Not Eligible For Lunch",88.0,94.8,93.6
"Brookfield School District","Eligible For Free Lunch","*","*",94.4
"Brookfield School District","Eligible For Reduced Lunch","*","*",77.8
"Brookfield School District","Not Eligible For Lunch",96.5,99.2,98.6
"Canton School District","Eligible For Free Lunch","*",100.0,100.0
"Canton School District","Eligible For Reduced Lunch","N/A","N/A",100.0
"Canton School District","Not Eligible For Lunch","*",99.1,99.1
"Capitol Region Education Council","Eligible For Free Lunch",83.0,81.9,82.0
"Capitol Region Education Council","Eligible For Reduced Lunch",91.7,90.9,90.6
"Capitol Region Education Council","Not Eligible For Lunch",89.4,81.9,82.4
"Cheshire School District","Eligible For Free Lunch",100.0,90.0,95.5
"Cheshire School District","Eligible For Reduced Lunch",100.0,100.0,84.6
"Cheshire School District","Not Eligible For Lunch",97.5,98.6,97.4
"Clinton School District","Eligible For Free Lunch","*","*",90.5
"Clinton School District","Eligible For Reduced Lunch","*","*",87.5
"Clinton School District","Not Eligible For Lunch",95.4,93.4,93.9
"Colchester School District","Eligible For Free Lunch","*",91.3,100.0
"Colchester School District","Eligible For Reduced Lunch","*",100.0,78.6
"Colchester School District","Not Eligible For Lunch",96.5,98.5,97.3
"Common Ground High School District","Eligible For Free Lunch",84.2,93.8,90.0
"Common Ground High School District","Eligible For Reduced Lunch","*",100.0,100.0
"Common Ground High School District","Not Eligible For Lunch","*",100.0,100.0
"Connecticut Technical High School System","Eligible For Free Lunch",89.2,95.7,95.9
"Connecticut Technical High School System","Eligible For Reduced Lunch",80.0,95.9,96.5
"Connecticut Technical High School System","Not Eligible For Lunch",95.0,97.7,98.0
"Coventry School District","Eligible For Free Lunch",90.0,70.6,81.0
"Coventry School District","Eligible For Reduced Lunch",100.0,85.7,85.7
"Coventry School District","Not Eligible For Lunch",91.2,95.8,93.6
"Cromwell School District","Eligible For Free Lunch","*",88.5,95.2
"Cromwell School District","Eligible For Reduced Lunch","*",100.0,85.7
"Cromwell School District","Not Eligible For Lunch",96.1,95.7,96.4
"Danbury School District","Eligible For Free Lunch",70.6,78.9,75.9
"Danbury School District","Eligible For Reduced Lunch",85.7,87.8,92.2
"Danbury School District","Not Eligible For Lunch",87.7,89.8,89.7
"Darien School District","Eligible For Free Lunch","*",100.0,"*"
"Darien School District","Eligible For Reduced Lunch","*",100.0,"*"
"Darien School District","Not Eligible For Lunch",97.2,97.3,97.4
"Department of Mental Health and Addiction Services","Eligible For Free Lunch","N/A","N/A","*"
"Department of Mental Health and Addiction Services","Not Eligible For Lunch","N/A","N/A","*"
"Derby School District","Eligible For Free Lunch",74.4,69.8,74.4
"Derby School District","Eligible For Reduced Lunch",83.3,86.4,100.0
"Derby School District","Not Eligible For Lunch",85.9,87.2,91.4
"East Granby School District","Eligible For Free Lunch","N/A","*","*"
"East Granby School District","Not Eligible For Lunch",97.4,"*","*"
"East Haddam School District","Eligible For Free Lunch","*","*","*"
"East Haddam School District","Eligible For Reduced Lunch","*","*","*"
"East Haddam School District","Not Eligible For Lunch",93.2,95.4,100.0
"East Hampton School District","Eligible For Free Lunch","*",87.5,81.8
"East Hampton School District","Eligible For Reduced Lunch","*",92.9,100.0
"East Hampton School District","Not Eligible For Lunch",92.3,96.5,99.1
"East Hartford School District","Eligible For Free Lunch",80.9,78.5,81.4
"East Hartford School District","Eligible For Reduced Lunch",91.7,90.7,87.7
"East Hartford School District","Not Eligible For Lunch",88.8,91.4,88.9
"East Haven School District","Eligible For Free Lunch",69.6,68.8,63.0
