"Six-Year Graduation Rates, Trend"
"All Districts, All Students"

"","Non-Graduates",,,,,
"","Six-Year Still Enrolled Rate by Year",,,"Six-Year Other Rate by Year",,
"District","2010-11","2011-12","2012-13","2010-11","2011-12","2012-13"
"Amistad Academy District","*","*","*","*","*","*"
"Ansonia School District","*","*",13.3,"*","*",3.3
"Avon School District","*","*","*","*","*","*"
"Berlin School District","*","*","*","*","*","*"
"Bethel School District","*","*","*","*","*","*"
"Bloomfield School District","*","*","*","*","*","*"
"Bolton School District","*","*","*","*","*","*"
"Branford School District","*","*","*","*","*","*"
"Bridgeport School District",31.7,27.7,25.5,1.7,0.8,0.9
"Bristol School District",15.2,"*",12.2,1.3,"*",2.1
"Brookfield School District","*","*","*","*","*","*"
"Canton School District","*","*","*","*","*","*"
"Capitol Region Education Council","*",13.9,14.4,"*",2.7,2.3
"Cheshire School District","*","*","*","*","*","*"
"Clinton School District","*","*","*","*","*","*"
"Colchester School District","*","*","*","*","*","*"
"Common Ground High School District","*","*","*","*","*","*"
"Connecticut Technical High School System","*","*","*","*","*","*"
"Coventry School District","*","*","*","*","*","*"
"Cromwell School District","*","*","*","*","*","*"
"Danbury School District","*","*",13.7,"*","*",0.8
"Darien School District","*","*","*","*","*","*"
"Department of Mental Health and Addiction Services","N/A","N/A","*","N/A","N/A","*"
"Derby School District","*","*","*","*","*","*"
"East Granby School District","*","*","*","*","*","*"
"East Haddam School District","*","*","*","*","*","*"
"East Hampton School District","*","*","*","*","*","*"
"East Hartford School District","*",14.2,"*","*",1.2,"*"
"East Haven School District","*","*",21.5,"*","*",2.4
"East Lyme School District","*","*","*","*","*","*"
"East Windsor School District","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","*","*","*","*","*","*"
"Ellington School District","*","*","*","*","*","*"
"Elm City College Preparatory School District","N/A","*","*","N/A","*","*"
"Enfield School District","*",10.7,"*","*",1.4,"*"
"Explorations District","*","*","*","*","*","*"
"Fairfield School District","*","*",3.3,"*","*",1.7
"Farmington School District","*","*","*","*","*","*"
"Glastonbury School District","*","*","*","*","*","*"
"Granby School District","*","*","*","*","*","*"
"Greenwich School District","*","*","*","*","*","*"
"Griswold School District","*","*","*","*","*","*"
"Groton School District","*","*",13.7,"*","*",1.8
"Guilford School District","*","*","*","*","*","*"
"Hamden School District","*","*",7.4,"*","*",2.2
"Hartford School District",29.1,23.7,21.2,0.5,1.1,1.3
"Killingly School District","*","*",17.0,"*","*",3.1
"Learn","N/A","N/A","*","N/A","N/A","*"
"Lebanon School District","*","*","*","*","*","*"
"Ledyard School District","*","*","*","*","*","*"
"Lisbon School District","*","*","*","*","*","*"
"Litchfield School District","*","*","*","*","*","*"
"Madison School District","*","*","*","*","*","*"
"Manchester School District",20.9,"*","*",1.1,"*","*"
"Meriden School District",22.4,23.5,22.6,1.3,1.1,2.1
"Middletown School District",14.5,"*","*",3.8,"*","*"
"Milford School District",6.1,"*",5.5,1.8,"*",4.2
"Monroe School District","*","*","*","*","*","*"
"Montville School District","*","*","*","*","*","*"
"Naugatuck School District","*","*",14.2,"*","*",3.3
"New Britain School District",36.9,29.5,30.1,0.9,1.6,1.4
"New Canaan School District","*","*","*","*","*","*"
"New Fairfield School District","*","*","*","*","*","*"
"New Haven School District",28.6,22.7,21.5,1.2,0.9,0.8
"New London School District","*","*","*","*","*","*"
"New Milford School District","*","*",8.5,"*","*",1.5
"Newington School District",8.3,"*","*",2.4,"*","*"
"Newtown School District","*","*","*","*","*","*"
"North Branford School District","*","*","*","*","*","*"
"North Haven School District","*","*",6.4,"*","*",1.9
"North Stonington School District","*","*","*","*","*","*"
"Norwalk School District","*","*","*","*","*","*"
"Norwich Free Academy District",14.7,"*",10.6,1.3,"*",3.6
"Norwich School District",58.5,58.8,"N/A","*","*","N/A"
"Old Saybrook School District","*","*","*","*","*","*"
"Oxford School District","*","*","*","*","*","*"
"Plainfield School District","*","*","*","*","*","*"
"Plainville School District","*","*",6.3,"*","*",3.4
"Plymouth School District","*","*","*","*","*","*"
"Portland School District","*","*","*","*","*","*"
"Putnam School District","*","*","*","*","*","*"
"Regional School District 01","*","*","*","*","*","*"
"Regional School District 04","*","*","*","*","*","*"
"Regional School District 05","*","*","*","*","*","*"
"Regional School District 06","*","*","*","*","*","*"
"Regional School District 07","*","*","*","*","*","*"
"Regional School District 08","*","*","*","*","*","*"
"Regional School District 09","*","*","*","*","*","*"
"Regional School District 10","*","*","*","*","*","*"
"Regional School District 11","*","*","*","*","*","*"
"Regional School District 12","*","*","*","*","*","*"
"Regional School District 13","*","*","*","*","*","*"
"Regional School District 14","*","*","*","*","*","*"
"Regional School District 15","*","*","*","*","*","*"
"Regional School District 16","*","*","*","*","*","*"
"Regional School District 17","*","*","*","*","*","*"
"Regional School District 18","*","*","*","*","*","*"
"Regional School District 19","*","*","*","*","*","*"
"Ridgefield School District","*","*","*","*","*","*"
"Rocky Hill School District","*","*","*","*","*","*"
