"Six-Year Graduation Rates, 2010-11"
"All Districts, English Learner Status"

"",,,,"Graduates",
"District","District Code","English Learner Status","Six-Year Cohort Count","Graduation Count","Graduation Rate"
"Amistad Academy District","=""2790013""","Non-ELL",26,18,69.2
"Ansonia School District","=""0020011""","Non-ELL","*","*","*"
"Ansonia School District","=""0020011""","ELL","*","*","*"
"Avon School District","=""0040011""","Non-ELL","*","*","*"
"Avon School District","=""0040011""","ELL","*","*","*"
"Berlin School District","=""0070011""","Non-ELL","*","*","*"
"Berlin School District","=""0070011""","ELL","*","*","*"
"Bethel School District","=""0090011""","Non-ELL","*","*","*"
"Bethel School District","=""0090011""","ELL","*","*","*"
"Bloomfield School District","=""0110011""","Non-ELL","*","*","*"
"Bloomfield School District","=""0110011""","ELL","*","*","*"
"Bolton School District","=""0120011""","Non-ELL",73,"*","*"
"Branford School District","=""0140011""","Non-ELL","*","*","*"
"Branford School District","=""0140011""","ELL","*","*","*"
"Bridgeport School District","=""0150011""","Non-ELL",1200,818,68.2
"Bridgeport School District","=""0150011""","ELL",205,118,57.6
"Bristol School District","=""0170011""","Non-ELL",693,"*","*"
"Bristol School District","=""0170011""","ELL",11,"*","*"
"Brookfield School District","=""0180011""","Non-ELL","*","*","*"
"Brookfield School District","=""0180011""","ELL","*","*","*"
"Canton School District","=""0230011""","Non-ELL","*","*","*"
"Canton School District","=""0230011""","ELL","*","*","*"
"Capitol Region Education Council","=""2410014""","Non-ELL",298,"*","*"
"Capitol Region Education Council","=""2410014""","ELL",6,"*","*"
"Cheshire School District","=""0250011""","Non-ELL","*","*","*"
"Cheshire School District","=""0250011""","ELL","*","*","*"
"Clinton School District","=""0270011""","Non-ELL","*","*","*"
"Clinton School District","=""0270011""","ELL","*","*","*"
"Colchester School District","=""0280011""","Non-ELL","*","*","*"
"Colchester School District","=""0280011""","ELL","*","*","*"
"Common Ground High School District","=""2680013""","Non-ELL",38,34,89.5
"Connecticut Technical High School System","=""9000016""","Non-ELL",2256,2134,94.6
"Connecticut Technical High School System","=""9000016""","ELL",74,64,86.5
"Coventry School District","=""0320011""","Non-ELL",153,140,91.5
"Cromwell School District","=""0330011""","Non-ELL","*","*","*"
"Cromwell School District","=""0330011""","ELL","*","*","*"
"Danbury School District","=""0340011""","Non-ELL",642,551,85.8
"Danbury School District","=""0340011""","ELL",114,80,70.2
"Darien School District","=""0350011""","Non-ELL","*","*","*"
"Darien School District","=""0350011""","ELL","*","*","*"
"Derby School District","=""0370011""","Non-ELL","*","*","*"
"Derby School District","=""0370011""","ELL","*","*","*"
"East Granby School District","=""0400011""","Non-ELL",76,"*","*"
"East Haddam School District","=""0410011""","Non-ELL",97,90,92.8
"East Hampton School District","=""0420011""","Non-ELL",139,127,91.4
"East Hartford School District","=""0430011""","Non-ELL",560,"*","*"
"East Hartford School District","=""0430011""","ELL",34,"*","*"
"East Haven School District","=""0440011""","Non-ELL",287,"*","*"
"East Haven School District","=""0440011""","ELL",14,"*","*"
"East Lyme School District","=""0450011""","Non-ELL",325,318,97.8
"East Windsor School District","=""0470011""","Non-ELL",89,81,91.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Non-ELL","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","ELL","*","*","*"
"Ellington School District","=""0480011""","Non-ELL","*","*","*"
"Ellington School District","=""0480011""","ELL","*","*","*"
