"Six-Year Graduation Rates, 2010-11"
"All Districts, Gender"

"",,,,"Non-Graduates",,,
"District","District Code","Gender","Six-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","=""2790013""","Female",16,0,"*","*","*"
"Amistad Academy District","=""2790013""","Male",10,0,"*","*","*"
"Ansonia School District","=""0020011""","Female",94,"*","*","*","*"
"Ansonia School District","=""0020011""","Male",93,"*","*","*","*"
"Avon School District","=""0040011""","Female",136,0,0.0,"*","*"
"Avon School District","=""0040011""","Male",119,0,0.0,"*","*"
"Berlin School District","=""0070011""","Female",126,0,0.0,6,4.8
"Berlin School District","=""0070011""","Male",136,0,0.0,7,5.1
"Bethel School District","=""0090011""","Female",134,0,0.0,"*","*"
"Bethel School District","=""0090011""","Male",116,"*","*","*","*"
"Bloomfield School District","=""0110011""","Female",90,0,0.0,"*","*"
"Bloomfield School District","=""0110011""","Male",93,"*","*","*","*"
"Bolton School District","=""0120011""","Female",48,0,0.0,"*","*"
"Bolton School District","=""0120011""","Male",25,0,0.0,"*","*"
"Branford School District","=""0140011""","Female",135,"*","*","*","*"
"Branford School District","=""0140011""","Male",149,"*","*","*","*"
"Bridgeport School District","=""0150011""","Female",691,6,0.9,188,27.2
"Bridgeport School District","=""0150011""","Male",714,18,2.5,257,36.0
"Bristol School District","=""0170011""","Female",357,"*","*","*","*"
"Bristol School District","=""0170011""","Male",347,"*","*","*","*"
"Brookfield School District","=""0180011""","Female",120,0,0.0,"*","*"
"Brookfield School District","=""0180011""","Male",144,"*","*","*","*"
"Canton School District","=""0230011""","Female",56,0,0.0,"*","*"
"Canton School District","=""0230011""","Male",64,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Female",174,0,0.0,"*","*"
"Capitol Region Education Council","=""2410014""","Male",130,"*","*","*","*"
"Cheshire School District","=""0250011""","Female",164,0,0.0,"*","*"
"Cheshire School District","=""0250011""","Male",211,"*","*","*","*"
"Clinton School District","=""0270011""","Female",78,0,0.0,"*","*"
"Clinton School District","=""0270011""","Male",67,0,0.0,"*","*"
"Colchester School District","=""0280011""","Female",122,0,0.0,"*","*"
"Colchester School District","=""0280011""","Male",128,"*","*","*","*"
"Common Ground High School District","=""2680013""","Female",21,"*","*","*","*"
"Common Ground High School District","=""2680013""","Male",17,0,"*","*","*"
"Connecticut Technical High School System","=""9000016""","Female",833,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Male",1497,"*","*","*","*"
"Coventry School District","=""0320011""","Female",86,"*","*","*","*"
"Coventry School District","=""0320011""","Male",67,"*","*","*","*"
"Cromwell School District","=""0330011""","Female",94,"*","*","*","*"
"Cromwell School District","=""0330011""","Male",76,"*","*","*","*"
"Danbury School District","=""0340011""","Female",365,"*","*","*","*"
"Danbury School District","=""0340011""","Male",391,"*","*","*","*"
"Darien School District","=""0350011""","Female",161,0,0.0,"*","*"
"Darien School District","=""0350011""","Male",166,"*","*","*","*"
"Derby School District","=""0370011""","Female",56,"*","*","*","*"
"Derby School District","=""0370011""","Male",66,0,0.0,"*","*"
"East Granby School District","=""0400011""","Female",39,0,0.0,"*","*"
"East Granby School District","=""0400011""","Male",37,0,0.0,"*","*"
"East Haddam School District","=""0410011""","Female",47,0,0.0,"*","*"
"East Haddam School District","=""0410011""","Male",50,0,0.0,"*","*"
"East Hampton School District","=""0420011""","Female",66,"*","*","*","*"
"East Hampton School District","=""0420011""","Male",73,"*","*","*","*"
"East Hartford School District","=""0430011""","Female",303,"*","*","*","*"
"East Hartford School District","=""0430011""","Male",291,"*","*","*","*"
"East Haven School District","=""0440011""","Female",152,0,0.0,"*","*"
"East Haven School District","=""0440011""","Male",149,"*","*","*","*"
"East Lyme School District","=""0450011""","Female",163,0,0.0,"*","*"
"East Lyme School District","=""0450011""","Male",162,0,0.0,"*","*"
"East Windsor School District","=""0470011""","Female",44,0,0.0,"*","*"
