"Six-Year Graduation Rates, 2011-12"
"All Districts, High Needs Status"

"",,,,"Graduates",
"District","District Code","High Needs Status","Six-Year Cohort Count","Graduation Count","Graduation Rate"
"Amistad Academy District","=""2790013""","High Needs","*","*","*"
"Amistad Academy District","=""2790013""","Non-High Needs","*","*","*"
"Ansonia School District","=""0020011""","High Needs",138,"*","*"
"Ansonia School District","=""0020011""","Non-High Needs",62,"*","*"
"Avon School District","=""0040011""","High Needs",44,"*","*"
"Avon School District","=""0040011""","Non-High Needs",239,"*","*"
"Berlin School District","=""0070011""","High Needs",62,"*","*"
"Berlin School District","=""0070011""","Non-High Needs",195,"*","*"
"Bethel School District","=""0090011""","High Needs",56,"*","*"
"Bethel School District","=""0090011""","Non-High Needs",180,"*","*"
"Bloomfield School District","=""0110011""","High Needs",120,"*","*"
"Bloomfield School District","=""0110011""","Non-High Needs",73,"*","*"
"Bolton School District","=""0120011""","High Needs",13,"*","*"
"Bolton School District","=""0120011""","Non-High Needs",57,"*","*"
"Branford School District","=""0140011""","High Needs",87,81,93.1
"Branford School District","=""0140011""","Non-High Needs",172,165,95.9
"Bridgeport School District","=""0150011""","High Needs","*","*","*"
"Bridgeport School District","=""0150011""","Non-High Needs","*","*","*"
"Bristol School District","=""0170011""","High Needs",289,239,82.7
"Bristol School District","=""0170011""","Non-High Needs",340,323,95.0
"Brookfield School District","=""0180011""","High Needs",31,28,90.3
"Brookfield School District","=""0180011""","Non-High Needs",222,222,100.0
"Canton School District","=""0230011""","High Needs",17,"*","*"
"Canton School District","=""0230011""","Non-High Needs",101,"*","*"
"Capitol Region Education Council","=""2410014""","High Needs",220,178,80.9
"Capitol Region Education Council","=""2410014""","Non-High Needs",111,98,88.3
"Cheshire School District","=""0250011""","High Needs",83,"*","*"
"Cheshire School District","=""0250011""","Non-High Needs",324,"*","*"
"Clinton School District","=""0270011""","High Needs",32,"*","*"
"Clinton School District","=""0270011""","Non-High Needs",89,"*","*"
"Colchester School District","=""0280011""","High Needs",64,"*","*"
"Colchester School District","=""0280011""","Non-High Needs",179,"*","*"
"Common Ground High School District","=""2680013""","High Needs",24,"*","*"
"Common Ground High School District","=""2680013""","Non-High Needs",6,"*","*"
"Connecticut Technical High School System","=""9000016""","High Needs",1546,1484,96.0
