"Six-Year Graduation Rates, 2011-12"
"All Districts, English Learner Status"

"",,,,"Non-Graduates",,,
"District","District Code","English Learner Status","Six-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","=""2790013""","Non-ELL",18,0,"*","*","*"
"Ansonia School District","=""0020011""","Non-ELL",191,0,0.0,"*","*"
"Ansonia School District","=""0020011""","ELL",9,0,"*","*","*"
"Avon School District","=""0040011""","Non-ELL","*","*","*","*","*"
"Avon School District","=""0040011""","ELL","*","*","*","*","*"
"Berlin School District","=""0070011""","Non-ELL","*","*","*","*","*"
"Berlin School District","=""0070011""","ELL","*","*","*","*","*"
"Bethel School District","=""0090011""","Non-ELL","*","*","*","*","*"
"Bethel School District","=""0090011""","ELL","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Non-ELL",193,"*","*","*","*"
"Bolton School District","=""0120011""","Non-ELL",70,0,0.0,"*","*"
"Branford School District","=""0140011""","Non-ELL","*","*","*","*","*"
"Branford School District","=""0140011""","ELL","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Non-ELL",1061,"*","*","*","*"
"Bridgeport School District","=""0150011""","ELL",205,"*","*","*","*"
"Bristol School District","=""0170011""","Non-ELL",608,"*","*","*","*"
"Bristol School District","=""0170011""","ELL",21,0,0.0,"*","*"
"Brookfield School District","=""0180011""","Non-ELL","*","*","*","*","*"
"Brookfield School District","=""0180011""","ELL","*","*","*","*","*"
"Canton School District","=""0230011""","Non-ELL",118,0,0.0,"*","*"
"Capitol Region Education Council","=""2410014""","Non-ELL",323,9,2.8,"*","*"
"Capitol Region Education Council","=""2410014""","ELL",8,0,"*","*","*"
"Cheshire School District","=""0250011""","Non-ELL","*","*","*","*","*"
"Cheshire School District","=""0250011""","ELL","*","*","*","*","*"
"Clinton School District","=""0270011""","Non-ELL","*","*","*","*","*"
"Clinton School District","=""0270011""","ELL","*","*","*","*","*"
"Colchester School District","=""0280011""","Non-ELL","*","*","*","*","*"
"Colchester School District","=""0280011""","ELL","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Non-ELL","*","*","*","*","*"
"Common Ground High School District","=""2680013""","ELL","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Non-ELL",2425,0,0.0,74,3.1
"Connecticut Technical High School System","=""9000016""","ELL",105,0,0.0,11,10.5
"Coventry School District","=""0320011""","Non-ELL",150,"*","*","*","*"
"Cromwell School District","=""0330011""","Non-ELL","*","*","*","*","*"
"Cromwell School District","=""0330011""","ELL","*","*","*","*","*"
"Danbury School District","=""0340011""","Non-ELL",640,"*","*","*","*"
"Danbury School District","=""0340011""","ELL",114,"*","*","*","*"
"Darien School District","=""0350011""","Non-ELL","*","*","*","*","*"
"Darien School District","=""0350011""","ELL","*","*","*","*","*"
"Derby School District","=""0370011""","Non-ELL",103,0,0.0,"*","*"
"Derby School District","=""0370011""","ELL",9,"*","*","*","*"
"East Granby School District","=""0400011""","Non-ELL",60,"*","*","*","*"
"East Haddam School District","=""0410011""","Non-ELL","*","*","*","*","*"
"East Haddam School District","=""0410011""","ELL","*","*","*","*","*"
"East Hampton School District","=""0420011""","Non-ELL","*","*","*","*","*"
"East Hampton School District","=""0420011""","ELL","*","*","*","*","*"
"East Hartford School District","=""0430011""","Non-ELL",543,"*","*","*","*"
"East Hartford School District","=""0430011""","ELL",36,"*","*","*","*"
"East Haven School District","=""0440011""","Non-ELL",216,"*","*","*","*"
"East Haven School District","=""0440011""","ELL",10,0,"*","*","*"
"East Lyme School District","=""0450011""","Non-ELL",302,"*","*","*","*"
"East Windsor School District","=""0470011""","Non-ELL",88,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Non-ELL","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","ELL","*","*","*","*","*"
"Ellington School District","=""0480011""","Non-ELL","*","*","*","*","*"
"Ellington School District","=""0480011""","ELL","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Non-ELL",19,0,"*","*","*"
"Enfield School District","=""0490011""","Non-ELL","*","*","*","*","*"
"Enfield School District","=""0490011""","ELL","*","*","*","*","*"
"Explorations District","=""2720013""","Non-ELL",28,0,0.0,11,39.3
"Fairfield School District","=""0510011""","Non-ELL",679,"*","*","*","*"
"Fairfield School District","=""0510011""","ELL",13,0,"*","*","*"
"Farmington School District","=""0520011""","Non-ELL","*","*","*","*","*"
"Farmington School District","=""0520011""","ELL","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Non-ELL","*","*","*","*","*"
"Glastonbury School District","=""0540011""","ELL","*","*","*","*","*"
"Granby School District","=""0560011""","Non-ELL",188,0,0.0,"*","*"
"Greenwich School District","=""0570011""","Non-ELL",611,"*","*","*","*"
"Greenwich School District","=""0570011""","ELL",30,0,0.0,"*","*"
"Griswold School District","=""0580011""","Non-ELL","*","*","*","*","*"
"Griswold School District","=""0580011""","ELL","*","*","*","*","*"
"Groton School District","=""0590011""","Non-ELL",336,"*","*","*","*"
"Groton School District","=""0590011""","ELL",11,0,"*","*","*"
"Guilford School District","=""0600011""","Non-ELL",287,"*","*","*","*"
"Hamden School District","=""0620011""","Non-ELL",502,"*","*","*","*"
"Hamden School District","=""0620011""","ELL",13,0,"*","*","*"
"Hartford School District","=""0640011""","Non-ELL",1191,"*","*","*","*"
"Hartford School District","=""0640011""","ELL",199,"*","*","*","*"
"Killingly School District","=""0690011""","Non-ELL","*","*","*","*","*"
"Killingly School District","=""0690011""","ELL","*","*","*","*","*"
"Lebanon School District","=""0710011""","Non-ELL",129,"*","*","*","*"
"Ledyard School District","=""0720011""","Non-ELL","*","*","*","*","*"
"Ledyard School District","=""0720011""","ELL","*","*","*","*","*"
"Lisbon School District","=""0730011""","Non-ELL","*","*","*","*","*"
"Litchfield School District","=""0740011""","Non-ELL",103,0,0.0,"*","*"
"Madison School District","=""0760011""","Non-ELL","*","*","*","*","*"
"Madison School District","=""0760011""","ELL","*","*","*","*","*"
"Manchester School District","=""0770011""","Non-ELL",494,"*","*","*","*"
"Manchester School District","=""0770011""","ELL",16,0,"*",0,"*"
"Meriden School District","=""0800011""","Non-ELL",551,"*","*","*","*"
"Meriden School District","=""0800011""","ELL",71,"*","*","*","*"
"Middletown School District","=""0830011""","Non-ELL","*","*","*","*","*"
"Middletown School District","=""0830011""","ELL","*","*","*","*","*"
"Milford School District","=""0840011""","Non-ELL",503,"*","*","*","*"
"Milford School District","=""0840011""","ELL",8,0,"*",0,"*"
"Monroe School District","=""0850011""","Non-ELL",338,0,0.0,"*","*"
"Montville School District","=""0860011""","Non-ELL",211,"*","*","*","*"
"Montville School District","=""0860011""","ELL",10,0,"*",0,"*"
"Naugatuck School District","=""0880011""","Non-ELL",362,"*","*","*","*"
"Naugatuck School District","=""0880011""","ELL",7,0,"*",0,"*"
"New Britain School District","=""0890011""","Non-ELL",550,"*","*","*","*"
"New Britain School District","=""0890011""","ELL",118,"*","*","*","*"
"New Canaan School District","=""0900011""","Non-ELL","*","*","*","*","*"
"New Canaan School District","=""0900011""","ELL","*","*","*","*","*"
"New Fairfield School District","=""0910011""","Non-ELL","*","*","*","*","*"
"New Fairfield School District","=""0910011""","ELL","*","*","*","*","*"
"New Haven School District","=""0930011""","Non-ELL",1179,12,1.0,252,21.4
"New Haven School District","=""0930011""","ELL",144,0,0.0,48,33.3
"New London School District","=""0950011""","Non-ELL",186,"*","*","*","*"
"New London School District","=""0950011""","ELL",53,"*","*","*","*"
"New Milford School District","=""0960011""","Non-ELL","*","*","*","*","*"
"New Milford School District","=""0960011""","ELL","*","*","*","*","*"
"Newington School District","=""0940011""","Non-ELL",326,"*","*","*","*"
"Newington School District","=""0940011""","ELL",9,0,"*","*","*"
"Newtown School District","=""0970011""","Non-ELL","*","*","*","*","*"
"Newtown School District","=""0970011""","ELL","*","*","*","*","*"
"North Branford School District","=""0990011""","Non-ELL","*","*","*","*","*"
"North Branford School District","=""0990011""","ELL","*","*","*","*","*"
"North Haven School District","=""1010011""","Non-ELL","*","*","*","*","*"
"North Haven School District","=""1010011""","ELL","*","*","*","*","*"
"North Stonington School District","=""1020011""","Non-ELL",54,"*","*","*","*"
"Norwalk School District","=""1030011""","Non-ELL",791,"*","*","*","*"
"Norwalk School District","=""1030011""","ELL",80,0,0.0,"*","*"
"Norwich Free Academy District","=""9010022""","Non-ELL",604,"*","*","*","*"
"Norwich Free Academy District","=""9010022""","ELL",33,0,0.0,"*","*"
"Norwich School District","=""1040011""","Non-ELL",68,0,0.0,40,58.8
"Old Saybrook School District","=""1060011""","Non-ELL","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","ELL","*","*","*","*","*"
"Oxford School District","=""1080011""","Non-ELL",146,0,0.0,12,8.2
"Plainfield School District","=""1090011""","Non-ELL","*","*","*","*","*"
"Plainfield School District","=""1090011""","ELL","*","*","*","*","*"
"Plainville School District","=""1100011""","Non-ELL","*","*","*","*","*"
"Plainville School District","=""1100011""","ELL","*","*","*","*","*"
"Plymouth School District","=""1110011""","Non-ELL",139,"*","*","*","*"
"Portland School District","=""1130011""","Non-ELL","*","*","*","*","*"
"Portland School District","=""1130011""","ELL","*","*","*","*","*"
"Putnam School District","=""1160011""","Non-ELL","*","*","*","*","*"
"Putnam School District","=""1160011""","ELL","*","*","*","*","*"
"Regional School District 01","=""2010012""","Non-ELL",140,0,0.0,7,5.0
"Regional School District 04","=""2040012""","Non-ELL","*","*","*","*","*"
"Regional School District 04","=""2040012""","ELL","*","*","*","*","*"
"Regional School District 05","=""2050012""","Non-ELL","*","*","*","*","*"
"Regional School District 05","=""2050012""","ELL","*","*","*","*","*"
"Regional School District 06","=""2060012""","Non-ELL","*","*","*","*","*"
"Regional School District 06","=""2060012""","ELL","*","*","*","*","*"
"Regional School District 07","=""2070012""","Non-ELL","*","*","*","*","*"
"Regional School District 07","=""2070012""","ELL","*","*","*","*","*"
"Regional School District 08","=""2080012""","Non-ELL","*","*","*","*","*"
"Regional School District 08","=""2080012""","ELL","*","*","*","*","*"
"Regional School District 09","=""2090012""","Non-ELL","*","*","*","*","*"
"Regional School District 09","=""2090012""","ELL","*","*","*","*","*"
"Regional School District 10","=""2100012""","Non-ELL",229,"*","*","*","*"
"Regional School District 11","=""2110012""","Non-ELL",43,0,0.0,"*","*"
