"Six-Year Graduation Rates, 2010-11"
"All Districts, Free/Reduced Price Meal Eligibility"

"",,,,"Non-Graduates",,,
"District","District Code","Free/Reduced Price Meal Eligibility","Six-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","=""2790013""","Eligible For Free Lunch","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Eligible For Reduced Lunch","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Not Eligible For Lunch",13,0,"*","*","*"
"Ansonia School District","=""0020011""","Eligible For Free Lunch",90,"*","*","*","*"
"Ansonia School District","=""0020011""","Eligible For Reduced Lunch",9,0,"*","*","*"
"Ansonia School District","=""0020011""","Not Eligible For Lunch",88,0,0.0,9,10.2
"Avon School District","=""0040011""","Eligible For Free Lunch","*","*","*","*","*"
"Avon School District","=""0040011""","Eligible For Reduced Lunch","*","*","*","*","*"
"Avon School District","=""0040011""","Not Eligible For Lunch",249,0,0.0,"*","*"
"Berlin School District","=""0070011""","Eligible For Free Lunch",8,0,"*","*","*"
"Berlin School District","=""0070011""","Eligible For Reduced Lunch",6,0,"*",0,"*"
"Berlin School District","=""0070011""","Not Eligible For Lunch",248,0,0.0,"*","*"
"Bethel School District","=""0090011""","Eligible For Free Lunch",12,0,"*","*","*"
"Bethel School District","=""0090011""","Eligible For Reduced Lunch",7,0,"*",0,"*"
"Bethel School District","=""0090011""","Not Eligible For Lunch",231,"*","*","*","*"
"Bloomfield School District","=""0110011""","Eligible For Free Lunch",56,"*","*","*","*"
"Bloomfield School District","=""0110011""","Eligible For Reduced Lunch",13,0,"*","*","*"
"Bloomfield School District","=""0110011""","Not Eligible For Lunch",114,0,0.0,16,14.0
"Bolton School District","=""0120011""","Eligible For Free Lunch",7,0,"*","*","*"
"Bolton School District","=""0120011""","Not Eligible For Lunch",66,0,0.0,"*","*"
"Branford School District","=""0140011""","Eligible For Free Lunch",26,"*","*","*","*"
"Branford School District","=""0140011""","Eligible For Reduced Lunch",14,0,"*","*","*"
"Branford School District","=""0140011""","Not Eligible For Lunch",244,"*","*","*","*"
"Bridgeport School District","=""0150011""","Eligible For Free Lunch",1232,"*","*",399,32.4
"Bridgeport School District","=""0150011""","Eligible For Reduced Lunch",74,0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Not Eligible For Lunch",99,"*","*","*","*"
"Bristol School District","=""0170011""","Eligible For Free Lunch",135,"*","*","*","*"
"Bristol School District","=""0170011""","Eligible For Reduced Lunch",51,"*","*","*","*"
"Bristol School District","=""0170011""","Not Eligible For Lunch",518,7,1.4,55,10.6
"Brookfield School District","=""0180011""","Eligible For Free Lunch","*","*","*","*","*"
"Brookfield School District","=""0180011""","Eligible For Reduced Lunch","*","*","*","*","*"
"Brookfield School District","=""0180011""","Not Eligible For Lunch",258,"*","*","*","*"
"Canton School District","=""0230011""","Eligible For Free Lunch","*","*","*","*","*"
"Canton School District","=""0230011""","Not Eligible For Lunch","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Eligible For Free Lunch",112,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Eligible For Reduced Lunch",12,0,"*","*","*"
"Capitol Region Education Council","=""2410014""","Not Eligible For Lunch",180,0,0.0,19,10.6
"Cheshire School District","=""0250011""","Eligible For Free Lunch",9,0,"*",0,"*"
"Cheshire School District","=""0250011""","Eligible For Reduced Lunch",9,0,"*",0,"*"
"Cheshire School District","=""0250011""","Not Eligible For Lunch",357,"*","*","*","*"
"Clinton School District","=""0270011""","Eligible For Free Lunch",6,0,"*","*","*"
"Clinton School District","=""0270011""","Eligible For Reduced Lunch",9,0,"*",0,"*"
"Clinton School District","=""0270011""","Not Eligible For Lunch",130,0,0.0,"*","*"
"Colchester School District","=""0280011""","Eligible For Free Lunch","*","*","*","*","*"
"Colchester School District","=""0280011""","Eligible For Reduced Lunch","*","*","*","*","*"
"Colchester School District","=""0280011""","Not Eligible For Lunch",231,"*","*","*","*"
"Common Ground High School District","=""2680013""","Eligible For Free Lunch",19,"*","*","*","*"
"Common Ground High School District","=""2680013""","Eligible For Reduced Lunch","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Not Eligible For Lunch","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Eligible For Free Lunch",232,0,0.0,25,10.8
"Connecticut Technical High School System","=""9000016""","Eligible For Reduced Lunch",15,0,"*","*","*"
"Connecticut Technical High School System","=""9000016""","Not Eligible For Lunch",2083,"*","*","*","*"
"Coventry School District","=""0320011""","Eligible For Free Lunch",10,0,"*","*","*"
"Coventry School District","=""0320011""","Eligible For Reduced Lunch",6,0,"*",0,"*"
"Coventry School District","=""0320011""","Not Eligible For Lunch",137,"*","*","*","*"
"Cromwell School District","=""0330011""","Eligible For Free Lunch",10,0,"*","*","*"
"Cromwell School District","=""0330011""","Eligible For Reduced Lunch",6,0,"*","*","*"
"Cromwell School District","=""0330011""","Not Eligible For Lunch",154,"*","*","*","*"
