"Six-Year Graduation Rates, Trend"
"All Districts, Special Education Status"

"",,"Non-Graduates",,,,,
"",,"Six-Year Still Enrolled Rate by Year",,,"Six-Year Other Rate by Year",,
"District","Special Education Status","2010-11","2011-12","2012-13","2010-11","2011-12","2012-13"
"Amistad Academy District","Non-Special Education","*","*","*","*","*","*"
"Amistad Academy District","Special Education","N/A","N/A","*","N/A","N/A","*"
"Ansonia School District","Non-Special Education",19.4,14.9,"*","*","*","*"
"Ansonia School District","Special Education",27.3,28.0,"*","*","*","*"
"Avon School District","Non-Special Education","*","*","*","*","*","*"
"Avon School District","Special Education","*","*","*","*","*","*"
"Berlin School District","Non-Special Education","*","*","*","*","*","*"
"Berlin School District","Special Education","*","*","*","*","*","*"
"Bethel School District","Non-Special Education","*","*","*","*","*","*"
"Bethel School District","Special Education","*","*","*","*","*","*"
"Bloomfield School District","Non-Special Education","*","*","*","*","*","*"
"Bloomfield School District","Special Education","*","*","*","*","*","*"
"Bolton School District","Non-Special Education","*","*","*","*","*","*"
"Bolton School District","Special Education","*","*","*","*","*","*"
"Branford School District","Non-Special Education","*","*","*","*","*","*"
"Branford School District","Special Education","*","*","*","*","*","*"
"Bridgeport School District","Non-Special Education",29.8,25.7,24.0,0.7,"*","*"
"Bridgeport School District","Special Education",45.1,39.6,34.7,8.7,"*","*"
"Bristol School District","Non-Special Education",15.1,9.9,10.9,"*","*","*"
"Bristol School District","Special Education",15.8,12.0,19.2,"*","*","*"
"Brookfield School District","Non-Special Education","*","*","*","*","*","*"
"Brookfield School District","Special Education","*","*","*","*","*","*"
"Canton School District","Non-Special Education","*","*","*","*","*","*"
"Canton School District","Special Education","*","*","*","*","*","*"
"Capitol Region Education Council","Non-Special Education",11.0,12.2,10.5,"*","*","*"
"Capitol Region Education Council","Special Education",18.8,21.3,34.1,"*","*","*"
"Cheshire School District","Non-Special Education","*","*","*","*","*","*"
"Cheshire School District","Special Education","*","*","*","*","*","*"
"Clinton School District","Non-Special Education","*","*","*","*","*","*"
"Clinton School District","Special Education","*","*","*","*","*","*"
"Colchester School District","Non-Special Education","*","*","*","*","*","*"
"Colchester School District","Special Education","*","*","*","*","*","*"
"Common Ground High School District","Non-Special Education","*","*","*","*","*","*"
"Common Ground High School District","Special Education","*","*","*","*","*","*"
"Connecticut Technical High School System","Non-Special Education",5.7,"*","*","*","*","*"
"Connecticut Technical High School System","Special Education",4.9,"*","*","*","*","*"
"Coventry School District","Non-Special Education","*","*","*","*","*","*"
"Coventry School District","Special Education","*","*","*","*","*","*"
"Cromwell School District","Non-Special Education","*","*","*","*","*","*"
"Cromwell School District","Special Education","*","*","*","*","*","*"
"Danbury School District","Non-Special Education",15.4,12.6,12.8,"*","*","*"
"Danbury School District","Special Education",19.7,23.2,21.3,"*","*","*"
"Darien School District","Non-Special Education","*","*","*","*","*","*"
"Darien School District","Special Education","*","*","*","*","*","*"
"Department of Mental Health and Addiction Services","Special Education","N/A","N/A","*","N/A","N/A","*"
"Derby School District","Non-Special Education","*","*","*","*","*","*"
"Derby School District","Special Education","*","*","*","*","*","*"
"East Granby School District","Non-Special Education","*","*","*","*","*","*"
"East Granby School District","Special Education","*","*","*","*","*","*"
"East Haddam School District","Non-Special Education","*","*","*","*","*","*"
"East Haddam School District","Special Education","*","*","*","*","*","*"
"East Hampton School District","Non-Special Education","*","*","*","*","*","*"
"East Hampton School District","Special Education","*","*","*","*","*","*"
"East Hartford School District","Non-Special Education",12.3,13.3,13.0,"*","*","*"
"East Hartford School District","Special Education",22.5,18.4,22.2,"*","*","*"
"East Haven School District","Non-Special Education",11.4,18.8,18.5,"*","*","*"
"East Haven School District","Special Education",27.6,42.9,43.3,"*","*","*"
"East Lyme School District","Non-Special Education","*","*","*","*","*","*"
"East Lyme School District","Special Education","*","*","*","*","*","*"
"East Windsor School District","Non-Special Education","*","*","*","*","*","*"
"East Windsor School District","Special Education","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Non-Special Education","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Special Education","*","*","*","*","*","*"
"Ellington School District","Non-Special Education","*",3.4,"*","*","*","*"
"Ellington School District","Special Education","*",27.3,"*","*","*","*"
"Elm City College Preparatory School District","Non-Special Education","N/A","*","*","N/A","*","*"
"Elm City College Preparatory School District","Special Education","N/A","*","N/A","N/A","*","N/A"
"Enfield School District","Non-Special Education",11.0,8.0,6.9,"*","*","*"
"Enfield School District","Special Education",20.8,24.1,18.5,"*","*","*"
"Explorations District","Non-Special Education","*","*","*","*","*","*"
"Explorations District","Special Education","*","*","*","*","*","*"
"Fairfield School District","Non-Special Education","*",2.5,2.2,"*","*","*"
"Fairfield School District","Special Education","*",7.4,11.5,"*","*","*"
"Farmington School District","Non-Special Education","*","*","*","*","*","*"
"Farmington School District","Special Education","*","*","*","*","*","*"
"Glastonbury School District","Non-Special Education","*","*","*","*","*","*"
