"Six-Year Graduation Rates, 2010-11"
"All Districts, English Learner Status"

"",,,"Non-Graduates",,,
"District","English Learner Status","Six-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","Non-ELL",26,"*","*","*","*"
"Ansonia School District","Non-ELL","*","*","*","*","*"
"Ansonia School District","ELL","*","*","*","*","*"
"Avon School District","Non-ELL","*","*","*","*","*"
"Avon School District","ELL","*","*","*","*","*"
"Berlin School District","Non-ELL","*","*","*","*","*"
"Berlin School District","ELL","*","*","*","*","*"
"Bethel School District","Non-ELL","*","*","*","*","*"
"Bethel School District","ELL","*","*","*","*","*"
"Bloomfield School District","Non-ELL","*","*","*","*","*"
"Bloomfield School District","ELL","*","*","*","*","*"
"Bolton School District","Non-ELL",73,"*","*","*","*"
"Branford School District","Non-ELL","*","*","*","*","*"
"Branford School District","ELL","*","*","*","*","*"
"Bridgeport School District","Non-ELL",1200,"*","*",361,30.1
"Bridgeport School District","ELL",205,"*","*",84,41.0
"Bristol School District","Non-ELL",693,"*","*","*","*"
"Bristol School District","ELL",11,"*","*","*","*"
"Brookfield School District","Non-ELL","*","*","*","*","*"
"Brookfield School District","ELL","*","*","*","*","*"
"Canton School District","Non-ELL","*","*","*","*","*"
"Canton School District","ELL","*","*","*","*","*"
"Capitol Region Education Council","Non-ELL",298,"*","*","*","*"
"Capitol Region Education Council","ELL",6,"*","*","*","*"
"Cheshire School District","Non-ELL","*","*","*","*","*"
"Cheshire School District","ELL","*","*","*","*","*"
"Clinton School District","Non-ELL","*","*","*","*","*"
"Clinton School District","ELL","*","*","*","*","*"
"Colchester School District","Non-ELL","*","*","*","*","*"
"Colchester School District","ELL","*","*","*","*","*"
"Common Ground High School District","Non-ELL",38,"*","*","*","*"
"Connecticut Technical High School System","Non-ELL",2256,"*","*",121,5.4
"Connecticut Technical High School System","ELL",74,"*","*",10,13.5
"Coventry School District","Non-ELL",153,"*","*","*","*"
"Cromwell School District","Non-ELL","*","*","*","*","*"
"Cromwell School District","ELL","*","*","*","*","*"
"Danbury School District","Non-ELL",642,"*","*",86,13.4
"Danbury School District","ELL",114,"*","*",34,29.8
"Darien School District","Non-ELL","*","*","*","*","*"
"Darien School District","ELL","*","*","*","*","*"
"Derby School District","Non-ELL","*","*","*","*","*"
"Derby School District","ELL","*","*","*","*","*"
"East Granby School District","Non-ELL",76,"*","*","*","*"
"East Haddam School District","Non-ELL",97,"*","*","*","*"
"East Hampton School District","Non-ELL",139,"*","*","*","*"
"East Hartford School District","Non-ELL",560,"*","*","*","*"
"East Hartford School District","ELL",34,"*","*","*","*"
"East Haven School District","Non-ELL",287,"*","*","*","*"
"East Haven School District","ELL",14,"*","*","*","*"
"East Lyme School District","Non-ELL",325,"*","*","*","*"
"East Windsor School District","Non-ELL",89,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Non-ELL","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","ELL","*","*","*","*","*"
"Ellington School District","Non-ELL","*","*","*","*","*"
"Ellington School District","ELL","*","*","*","*","*"
"Enfield School District","Non-ELL","*","*","*","*","*"
"Enfield School District","ELL","*","*","*","*","*"
"Explorations District","Non-ELL",30,"*","*","*","*"
"Fairfield School District","Non-ELL",639,"*","*","*","*"
"Fairfield School District","ELL",14,"*","*","*","*"
"Farmington School District","Non-ELL","*","*","*","*","*"
"Farmington School District","ELL","*","*","*","*","*"
"Glastonbury School District","Non-ELL","*","*","*","*","*"
"Glastonbury School District","ELL","*","*","*","*","*"
"Granby School District","Non-ELL",193,"*","*","*","*"
"Greenwich School District","Non-ELL",602,"*","*","*","*"
"Greenwich School District","ELL",30,"*","*","*","*"
"Griswold School District","Non-ELL",200,"*","*","*","*"
"Groton School District","Non-ELL",326,"*","*","*","*"
"Groton School District","ELL",7,"*","*","*","*"
"Guilford School District","Non-ELL","*","*","*","*","*"
"Guilford School District","ELL","*","*","*","*","*"
"Hamden School District","Non-ELL",568,"*","*","*","*"
"Hamden School District","ELL",11,"*","*","*","*"
"Hartford School District","Non-ELL",1336,"*","*",351,26.3
"Hartford School District","ELL",254,"*","*",111,43.7
"Killingly School District","Non-ELL","*","*","*","*","*"
"Killingly School District","ELL","*","*","*","*","*"
"Lebanon School District","Non-ELL",160,"*","*","*","*"
"Ledyard School District","Non-ELL","*","*","*","*","*"
"Ledyard School District","ELL","*","*","*","*","*"
"Lisbon School District","Non-ELL","*","*","*","*","*"
"Litchfield School District","Non-ELL","*","*","*","*","*"
"Litchfield School District","ELL","*","*","*","*","*"
"Madison School District","Non-ELL",317,"*","*","*","*"
"Manchester School District","Non-ELL",501,"*","*",104,20.8
"Manchester School District","ELL",29,"*","*",7,24.1
"Meriden School District","Non-ELL",579,"*","*",121,20.9
"Meriden School District","ELL",38,"*","*",17,44.7
"Middletown School District","Non-ELL","*","*","*","*","*"
"Middletown School District","ELL","*","*","*","*","*"
"Milford School District","Non-ELL",484,"*","*","*","*"
"Milford School District","ELL",9,"*","*","*","*"
"Monroe School District","Non-ELL",366,"*","*","*","*"
"Montville School District","Non-ELL","*","*","*","*","*"
"Montville School District","ELL","*","*","*","*","*"
"Naugatuck School District","Non-ELL",346,"*","*",42,12.1
"Naugatuck School District","ELL",22,"*","*",7,31.8
"New Britain School District","Non-ELL",616,"*","*",209,33.9
"New Britain School District","ELL",127,"*","*",65,51.2
"New Canaan School District","Non-ELL","*","*","*","*","*"
"New Canaan School District","ELL","*","*","*","*","*"
"New Fairfield School District","Non-ELL",240,"*","*","*","*"
"New Haven School District","Non-ELL",1281,"*","*",336,26.2
"New Haven School District","ELL",144,"*","*",71,49.3
"New London School District","Non-ELL",215,"*","*",57,26.5
"New London School District","ELL",48,"*","*",15,31.3
"New Milford School District","Non-ELL","*","*","*","*","*"
"New Milford School District","ELL","*","*","*","*","*"
"Newington School District","Non-ELL",406,"*","*","*","*"
"Newington School District","ELL",6,"*","*","*","*"
"Newtown School District","Non-ELL","*","*","*","*","*"
"Newtown School District","ELL","*","*","*","*","*"
"North Branford School District","Non-ELL","*","*","*","*","*"
"North Branford School District","ELL","*","*","*","*","*"
"North Haven School District","Non-ELL","*","*","*","*","*"
"North Haven School District","ELL","*","*","*","*","*"
"North Stonington School District","Non-ELL","*","*","*","*","*"
"North Stonington School District","ELL","*","*","*","*","*"
"Norwalk School District","Non-ELL",791,"*","*",87,11.0
"Norwalk School District","ELL",99,"*","*",19,19.2
"Norwich Free Academy District","Non-ELL",584,"*","*","*","*"
"Norwich Free Academy District","ELL",35,"*","*","*","*"
"Norwich School District","Non-ELL","*","*","*","*","*"
"Norwich School District","ELL","*","*","*","*","*"
"Old Saybrook School District","Non-ELL","*","*","*","*","*"
"Old Saybrook School District","ELL","*","*","*","*","*"
"Oxford School District","Non-ELL",155,"*","*","*","*"
"Plainfield School District","Non-ELL","*","*","*","*","*"
"Plainfield School District","ELL","*","*","*","*","*"
"Plainville School District","Non-ELL","*","*","*","*","*"
"Plainville School District","ELL","*","*","*","*","*"
"Plymouth School District","Non-ELL",139,"*","*","*","*"
"Portland School District","Non-ELL","*","*","*","*","*"
"Portland School District","ELL","*","*","*","*","*"
"Putnam School District","Non-ELL","*","*","*","*","*"
"Putnam School District","ELL","*","*","*","*","*"
"Regional School District 01","Non-ELL",138,"*","*","*","*"
"Regional School District 04","Non-ELL","*","*","*","*","*"
"Regional School District 04","ELL","*","*","*","*","*"
"Regional School District 05","Non-ELL","*","*","*","*","*"
"Regional School District 05","ELL","*","*","*","*","*"
"Regional School District 06","Non-ELL","*","*","*","*","*"
"Regional School District 06","ELL","*","*","*","*","*"
"Regional School District 07","Non-ELL","*","*","*","*","*"
"Regional School District 07","ELL","*","*","*","*","*"
"Regional School District 08","Non-ELL","*","*","*","*","*"
"Regional School District 08","ELL","*","*","*","*","*"
"Regional School District 09","Non-ELL",220,"*","*","*","*"
"Regional School District 10","Non-ELL",175,"*","*","*","*"
"Regional School District 11","Non-ELL",39,"*","*","*","*"
"Regional School District 12","Non-ELL","*","*","*","*","*"
"Regional School District 12","ELL","*","*","*","*","*"
"Regional School District 13","Non-ELL","*","*","*","*","*"
"Regional School District 13","ELL","*","*","*","*","*"
"Regional School District 14","Non-ELL","*","*","*","*","*"
"Regional School District 14","ELL","*","*","*","*","*"
"Regional School District 15","Non-ELL","*","*","*","*","*"
"Regional School District 15","ELL","*","*","*","*","*"
"Regional School District 16","Non-ELL","*","*","*","*","*"
"Regional School District 16","ELL","*","*","*","*","*"
"Regional School District 17","Non-ELL",180,"*","*","*","*"
"Regional School District 18","Non-ELL","*","*","*","*","*"
"Regional School District 18","ELL","*","*","*","*","*"
"Regional School District 19","Non-ELL","*","*","*","*","*"
"Regional School District 19","ELL","*","*","*","*","*"
"Ridgefield School District","Non-ELL",433,"*","*","*","*"
"Rocky Hill School District","Non-ELL","*","*","*","*","*"
