"Six-Year Graduation Rates, Trend"
"All Districts, Gender"

"",,"Non-Graduates",,,,,
"",,"Six-Year Still Enrolled Rate by Year",,,"Six-Year Other Rate by Year",,
"District","Gender","2010-11","2011-12","2012-13","2010-11","2011-12","2012-13"
"Amistad Academy District","Female","*","*","*","*","*","*"
"Amistad Academy District","Male","*","*","*","*","*","*"
"Ansonia School District","Female",21.3,12.2,10.3,"*","*","*"
"Ansonia School District","Male",19.4,20.6,16.3,"*","*","*"
"Avon School District","Female","*","*","*","*","*","*"
"Avon School District","Male","*","*","*","*","*","*"
"Berlin School District","Female",4.8,"*","*","*","*","*"
"Berlin School District","Male",5.1,"*","*","*","*","*"
"Bethel School District","Female","*","*","*","*","*","*"
"Bethel School District","Male","*","*","*","*","*","*"
"Bloomfield School District","Female",13.3,"*","*","*","*","*"
"Bloomfield School District","Male",15.1,"*","*","*","*","*"
"Bolton School District","Female","*","*","*","*","*","*"
"Bolton School District","Male","*","*","*","*","*","*"
"Branford School District","Female","*","*","*","*","*","*"
"Branford School District","Male","*","*","*","*","*","*"
"Bridgeport School District","Female",27.2,22.7,22.6,0.9,"*","*"
"Bridgeport School District","Male",36.0,32.8,28.5,2.5,"*","*"
"Bristol School District","Female",13.7,9.1,10.2,"*","*","*"
"Bristol School District","Male",16.7,11.3,14.0,"*","*","*"
"Brookfield School District","Female","*","*","*","*","*","*"
"Brookfield School District","Male","*","*","*","*","*","*"
"Canton School District","Female","*","*","*","*","*","*"
"Canton School District","Male","*","*","*","*","*","*"
"Capitol Region Education Council","Female",12.1,10.6,14.1,"*","*","*"
"Capitol Region Education Council","Male",11.5,17.4,14.9,"*","*","*"
"Cheshire School District","Female","*","*","*","*","*","*"
"Cheshire School District","Male","*","*","*","*","*","*"
"Clinton School District","Female","*","*","*","*","*","*"
"Clinton School District","Male","*","*","*","*","*","*"
"Colchester School District","Female","*","*","*","*","*","*"
"Colchester School District","Male","*","*","*","*","*","*"
"Common Ground High School District","Female","*","*","*","*","*","*"
"Common Ground High School District","Male","*","*","*","*","*","*"
"Connecticut Technical High School System","Female",6.8,4.0,3.7,"*","*","*"
"Connecticut Technical High School System","Male",4.9,3.0,2.5,"*","*","*"
"Coventry School District","Female","*","*","*","*","*","*"
"Coventry School District","Male","*","*","*","*","*","*"
"Cromwell School District","Female","*","*","*","*","*","*"
"Cromwell School District","Male","*","*","*","*","*","*"
"Danbury School District","Female",13.2,11.7,11.5,"*","*","*"
"Danbury School District","Male",18.4,16.1,15.9,"*","*","*"
"Darien School District","Female","*","*","*","*","*","*"
"Darien School District","Male","*","*","*","*","*","*"
"Department of Mental Health and Addiction Services","Female","N/A","N/A","*","N/A","N/A","*"
"Department of Mental Health and Addiction Services","Male","N/A","N/A","*","N/A","N/A","*"
"Derby School District","Female",10.7,19.2,"*","*","*","*"
"Derby School District","Male",22.7,16.7,"*","*","*","*"
"East Granby School District","Female","*","*","*","*","*","*"
"East Granby School District","Male","*","*","*","*","*","*"
"East Haddam School District","Female","*","*","*","*","*","*"
"East Haddam School District","Male","*","*","*","*","*","*"
"East Hampton School District","Female","*","*","*","*","*","*"
"East Hampton School District","Male","*","*","*","*","*","*"
"East Hartford School District","Female",11.9,12.1,12.0,"*","*","*"
"East Hartford School District","Male",15.5,16.3,16.4,"*","*","*"
"East Haven School District","Female",9.9,16.8,15.8,"*","*","*"
"East Haven School District","Male",16.1,29.0,26.5,"*","*","*"
"East Lyme School District","Female","*",4.4,"*","*","*","*"
"East Lyme School District","Male","*",4.2,"*","*","*","*"
"East Windsor School District","Female","*","*","*","*","*","*"
"East Windsor School District","Male","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Female","*",17.0,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Male","*",18.4,"*","*","*","*"
"Ellington School District","Female","*","*","*","*","*","*"
"Ellington School District","Male","*","*","*","*","*","*"
"Elm City College Preparatory School District","Female","N/A","*","*","N/A","*","*"
"Elm City College Preparatory School District","Male","N/A","*","*","N/A","*","*"
"Enfield School District","Female",10.1,6.7,7.7,"*","*","*"
"Enfield School District","Male",13.7,14.7,9.4,"*","*","*"
"Explorations District","Female","*","*","*","*","*","*"
"Explorations District","Male","*","*","*","*","*","*"
"Fairfield School District","Female","*",2.9,2.9,"*","*","*"
"Fairfield School District","Male","*",3.6,3.6,"*","*","*"
"Farmington School District","Female","*","*","*","*","*","*"
"Farmington School District","Male","*","*","*","*","*","*"
"Glastonbury School District","Female","*","*","*","*","*","*"
"Glastonbury School District","Male","*","*","*","*","*","*"
"Granby School District","Female","*","*","*","*","*","*"
"Granby School District","Male","*","*","*","*","*","*"
"Greenwich School District","Female","*",2.5,2.2,"*","*","*"
"Greenwich School District","Male","*",4.9,1.9,"*","*","*"
"Griswold School District","Female",11.3,9.3,7.5,"*","*","*"
"Griswold School District","Male",20.2,13.0,10.5,"*","*","*"
"Groton School District","Female",16.9,18.8,11.3,"*","*","*"
