"Six-Year Graduation Rates, Trend"
"All Districts, High Needs Status"

"",,"Non-Graduates",,,,,
"",,"Six-Year Still Enrolled Rate by Year",,,"Six-Year Other Rate by Year",,
"District","High Needs Status","2010-11","2011-12","2012-13","2010-11","2011-12","2012-13"
"Amistad Academy District","High Needs","*","*","*","*","*","*"
"Amistad Academy District","Non-High Needs","*","*","*","*","*","*"
"Ansonia School District","High Needs",28.2,"*","*","*","*","*"
"Ansonia School District","Non-High Needs",10.7,"*","*","*","*","*"
"Avon School District","High Needs","*","*","*","*","*","*"
"Avon School District","Non-High Needs","*","*","*","*","*","*"
"Berlin School District","High Needs",13.3,"*","*","*","*","*"
"Berlin School District","Non-High Needs",3.2,"*","*","*","*","*"
"Bethel School District","High Needs","*","*","*","*","*","*"
"Bethel School District","Non-High Needs","*","*","*","*","*","*"
"Bloomfield School District","High Needs",15.9,"*","*","*","*","*"
"Bloomfield School District","Non-High Needs",12.9,"*","*","*","*","*"
"Bolton School District","High Needs","*","*","*","*","*","*"
"Bolton School District","Non-High Needs","*","*","*","*","*","*"
"Branford School District","High Needs","*","*","*","*","*","*"
"Branford School District","Non-High Needs","*","*","*","*","*","*"
"Bridgeport School District","High Needs",31.7,"*","*","*","*","*"
"Bridgeport School District","Non-High Needs",31.6,"*","*","*","*","*"
"Bristol School District","High Needs",23.8,16.3,21.2,"*","*","*"
"Bristol School District","Non-High Needs",10.8,5.0,4.0,"*","*","*"
"Brookfield School District","High Needs","*","*","*","*","*","*"
"Brookfield School District","Non-High Needs","*","*","*","*","*","*"
"Canton School District","High Needs","*","*","*","*","*","*"
"Canton School District","Non-High Needs","*","*","*","*","*","*"
"Capitol Region Education Council","High Needs",13.7,15.0,18.1,"*","*","*"
"Capitol Region Education Council","Non-High Needs",10.4,11.7,8.7,"*","*","*"
"Cheshire School District","High Needs","*","*","*","*","*","*"
"Cheshire School District","Non-High Needs","*","*","*","*","*","*"
"Clinton School District","High Needs","*","*","*","*","*","*"
"Clinton School District","Non-High Needs","*","*","*","*","*","*"
"Colchester School District","High Needs","*","*","*","*","*","*"
"Colchester School District","Non-High Needs","*","*","*","*","*","*"
"Common Ground High School District","High Needs","*","*","*","*","*","*"
"Common Ground High School District","Non-High Needs","*","*","*","*","*","*"
"Connecticut Technical High School System","High Needs",9.4,4.0,3.9,"*","*","*"
"Connecticut Technical High School System","Non-High Needs",4.6,2.3,1.6,"*","*","*"
"Coventry School District","High Needs","*","*","*","*","*","*"
"Coventry School District","Non-High Needs","*","*","*","*","*","*"
"Cromwell School District","High Needs","*","*","*","*","*","*"
"Cromwell School District","Non-High Needs","*","*","*","*","*","*"
"Danbury School District","High Needs",24.0,19.6,20.2,"*","*","*"
"Danbury School District","Non-High Needs",9.9,7.1,5.1,"*","*","*"
"Darien School District","High Needs","*","*","*","*","*","*"
"Darien School District","Non-High Needs","*","*","*","*","*","*"
"Department of Mental Health and Addiction Services","High Needs","N/A","N/A","*","N/A","N/A","*"
"Derby School District","High Needs",25.9,"*","*","*","*","*"
"Derby School District","Non-High Needs",10.3,"*","*","*","*","*"
"East Granby School District","High Needs","*","*","*","*","*","*"
"East Granby School District","Non-High Needs","*","*","*","*","*","*"
"East Haddam School District","High Needs","*","*","*","*","*","*"
"East Haddam School District","Non-High Needs","*","*","*","*","*","*"
"East Hampton School District","High Needs","*","*","*","*","*","*"
"East Hampton School District","Non-High Needs","*","*","*","*","*","*"
"East Hartford School District","High Needs",15.2,16.6,16.9,"*","*","*"
"East Hartford School District","Non-High Needs",11.3,6.8,6.2,"*","*","*"
"East Haven School District","High Needs",23.7,29.1,30.9,"*","*","*"
"East Haven School District","Non-High Needs",7.8,13.0,9.3,"*","*","*"
"East Lyme School District","High Needs","*",7.4,"*","*","*","*"
"East Lyme School District","Non-High Needs","*",3.2,"*","*","*","*"
"East Windsor School District","High Needs","*","*","*","*","*","*"
"East Windsor School District","Non-High Needs","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","High Needs","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Non-High Needs","*","*","*","*","*","*"
"Ellington School District","High Needs","*","*","*","*","*","*"
"Ellington School District","Non-High Needs","*","*","*","*","*","*"
"Elm City College Preparatory School District","High Needs","N/A","*","*","N/A","*","*"
"Elm City College Preparatory School District","Non-High Needs","N/A","*","*","N/A","*","*"
"Enfield School District","High Needs",22.7,22.3,17.1,"*","*","*"
"Enfield School District","Non-High Needs",8.5,3.8,3.3,"*","*","*"
"Explorations District","High Needs","*","*","*","*","*","*"
"Explorations District","Non-High Needs","*","*","*","*","*","*"
"Fairfield School District","High Needs",7.0,8.6,8.9,"*","*","*"
"Fairfield School District","Non-High Needs",1.8,1.5,1.3,"*","*","*"
"Farmington School District","High Needs",11.8,"*","*","*","*","*"
"Farmington School District","Non-High Needs",2.1,"*","*","*","*","*"
"Glastonbury School District","High Needs","*","*","*","*","*","*"
