"Six-Year Graduation Rates, Trend"
"All Districts, Gender"

"",,"Graduates",,
"",,"Six-Year Graduation Rate by Year",,
"District","Gender","2010-11","2011-12","2012-13"
"Amistad Academy District","Female",75.0,"*",91.7
"Amistad Academy District","Male",60.0,"*",81.8
"Ansonia School District","Female",77.7,87.8,88.8
"Ansonia School District","Male",78.5,79.4,77.9
"Avon School District","Female",98.5,99.3,97.5
"Avon School District","Male",97.5,96.5,98.6
"Berlin School District","Female",95.2,100.0,95.7
"Berlin School District","Male",94.9,95.6,96.7
"Bethel School District","Female",96.3,97.6,94.9
"Bethel School District","Male",95.7,96.3,98.3
"Bloomfield School District","Female",86.7,88.2,95.0
"Bloomfield School District","Male",81.7,93.4,94.9
"Bolton School District","Female",95.8,94.6,97.8
"Bolton School District","Male",96.0,97.0,92.1
"Branford School District","Female",96.3,96.1,94.1
"Branford School District","Male",94.0,93.8,94.1
"Bridgeport School District","Female",71.9,76.7,76.7
"Bridgeport School District","Male",61.5,66.1,70.4
"Bristol School District","Female",85.4,90.6,88.1
"Bristol School District","Male",81.6,88.1,83.6
"Brookfield School District","Female",97.5,98.6,98.4
"Brookfield School District","Male",95.1,99.1,96.6
"Canton School District","Female",98.2,100.0,98.4
"Canton School District","Male",93.8,98.2,100.0
"Capitol Region Education Council","Female",87.9,88.2,85.2
"Capitol Region Education Council","Male",86.2,78.3,81.0
"Cheshire School District","Female",99.4,98.0,97.9
"Cheshire School District","Male",96.2,98.6,95.9
"Clinton School District","Female",97.4,93.3,95.7
"Clinton School District","Male",92.5,95.1,90.5
"Colchester School District","Female",97.5,98.6,97.7
"Colchester School District","Male",94.5,97.1,95.2
"Common Ground High School District","Female",90.5,100.0,87.5
"Common Ground High School District","Male",88.2,94.4,100.0
"Connecticut Technical High School System","Female",93.2,96.0,96.3
"Connecticut Technical High School System","Male",95.0,97.0,97.5
"Coventry School District","Female",93.0,94.2,93.1
"Coventry School District","Male",89.6,90.1,89.4
"Cromwell School District","Female",95.7,97.3,94.7
"Cromwell School District","Male",93.4,92.2,96.9
"Danbury School District","Female",85.8,88.0,87.8
"Danbury School District","Male",81.3,83.4,83.3
"Darien School District","Female",98.1,97.5,97.5
"Darien School District","Male",95.8,97.3,97.5
"Department of Mental Health and Addiction Services","Female","N/A","N/A","*"
"Department of Mental Health and Addiction Services","Male","N/A","N/A","*"
"Derby School District","Female",87.5,80.8,76.2
"Derby School District","Male",77.3,80.0,92.9
"East Granby School District","Female",97.4,96.8,100.0
"East Granby School District","Male",97.3,96.6,97.4
"East Haddam School District","Female",95.7,94.8,96.0
"East Haddam School District","Male",90.0,91.1,100.0
"East Hampton School District","Female",93.9,98.7,98.5
"East Hampton School District","Male",89.0,93.2,96.9
"East Hartford School District","Female",87.8,86.9,87.2
"East Hartford School District","Male",83.8,82.4,82.5
"East Haven School District","Female",90.1,83.2,84.2
"East Haven School District","Male",82.6,70.1,68.9
"East Lyme School District","Female",98.8,95.6,98.1
"East Lyme School District","Male",96.9,93.0,95.4
"East Windsor School District","Female",90.9,89.1,91.7
"East Windsor School District","Male",91.1,90.5,86.4
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Female",73.5,83.0,87.8
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Male",83.3,81.6,81.3
"Ellington School District","Female",99.0,94.8,94.3
"Ellington School District","Male",92.8,91.3,94.6
"Elm City College Preparatory School District","Female","N/A",90.0,"*"
"Elm City College Preparatory School District","Male","N/A",88.9,"*"
"Enfield School District","Female",89.1,92.5,91.4
"Enfield School District","Male",86.3,83.4,90.6
"Explorations District","Female",75.0,"*",58.8
"Explorations District","Male",64.3,"*",84.6
"Fairfield School District","Female",98.2,96.9,96.2
"Fairfield School District","Male",95.5,96.1,93.9
"Farmington School District","Female",95.8,97.4,98.1
"Farmington School District","Male",96.4,95.4,96.3
"Glastonbury School District","Female",97.5,99.2,97.5
"Glastonbury School District","Male",97.7,95.9,98.2
"Granby School District","Female",98.9,97.9,99.0
"Granby School District","Male",98.1,98.9,97.9
"Greenwich School District","Female",97.9,97.5,97.5
"Greenwich School District","Male",97.4,94.2,97.0
"Griswold School District","Female",88.7,89.5,90.3
"Griswold School District","Male",79.8,86.0,89.5
"Groton School District","Female",82.6,79.4,86.9
"Groton School District","Male",81.9,86.4,82.0
"Guilford School District","Female",95.8,98.7,96.4
"Guilford School District","Male",96.1,97.8,93.6
"Hamden School District","Female",87.8,90.7,92.5
"Hamden School District","Male",89.3,90.3,88.2
"Hartford School District","Female",71.1,77.2,80.0
"Hartford School District","Male",69.5,73.2,74.9
"Killingly School District","Female",78.9,87.8,86.4
"Killingly School District","Male",69.8,82.1,73.5
"Learn","Female","N/A","N/A",91.3
"Learn","Male","N/A","N/A",94.7
"Lebanon School District","Female",95.0,94.0,94.4
"Lebanon School District","Male",91.3,88.7,93.5
"Ledyard School District","Female",94.0,93.9,93.9
"Ledyard School District","Male",92.1,93.8,90.4
"Lisbon School District","Female","*","*","*"
"Lisbon School District","Male","*","*","*"
"Litchfield School District","Female",96.1,100.0,97.8
"Litchfield School District","Male",97.7,98.1,97.7
"Madison School District","Female",98.1,98.9,100.0
"Madison School District","Male",96.8,96.9,100.0
"Manchester School District","Female",78.4,83.7,82.9
"Manchester School District","Male",77.4,77.5,83.1
"Meriden School District","Female",77.6,75.6,77.8
"Meriden School District","Male",74.9,74.8,72.8
"Middletown School District","Female",85.5,84.0,89.8
"Middletown School District","Male",77.7,85.7,83.1
"Milford School District","Female",92.5,94.1,93.1
"Milford School District","Male",91.7,90.7,87.5
