"FTE Staffing Report for 2013-14"

"District","Assignment Category","Educator Type","FTE Count"
"Achievement First Hartford Academy Inc. District","Special Education - Paraprofessional Instructional Assistants","Non-Certified",0.0
="Amistad Academy District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Andover School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.5
="Ansonia School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",52.0
="Area Cooperative Educational Services",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.9
="Ashford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0
="Avon School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",71.5
="Barkhamsted School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.6
="Berlin School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",43.4
="Bethany School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.3
="Bethel School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",39.0
="Bloomfield School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",30.0
="Bolton School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",17.4
="Bozrah School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0
="Branford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",82.0
="Brass City Charter School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Bridgeport Achievement First District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
="Bridgeport School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",255.0
="Bristol School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",102.0
="Brookfield School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",45.0
="Brooklyn School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",23.0
="Canaan School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5
="Canterbury School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.6
="Canton School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",40.8
="Capitol Region Education Council",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",44.2
="Chaplin School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
="Cheshire School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",95.1
="Chester School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
="Clinton School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",45.1
="Colchester School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",53.5
="Colebrook School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
="Columbia School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0
="Common Ground High School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Connecticut Technical High School System",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Cooperative Educational Services",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
="Cornwall School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.3
="Coventry School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",28.0
="Cromwell School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",33.0
="Danbury School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",211.8
="Darien School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",58.0
="Deep River School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.1
="Derby School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",48.0
="East Granby School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",29.7
="East Haddam School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",17.5
="East Hampton School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",49.2
="East Hartford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",85.0
="East Haven School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",35.0
="East Lyme School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",103.9
="East Windsor School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",35.0
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
="Eastford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
="Easton School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",20.0
="EdAdvance",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Ellington School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",61.4
="Elm City College Preparatory School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Enfield School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",80.0
="Essex School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",23.4
="Explorations District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5
="Fairfield School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",133.2
="Farmington School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",60.1
="Glastonbury School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",80.6
="Granby School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",34.2
="Greenwich School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",117.0
="Griswold School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",51.0
="Groton School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",121.0
="Guilford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",86.5
="Hamden School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",79.9
="Hampton School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.2
="Hartford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",333.0
="Hartland School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
="Hebron School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",26.9
="Highville Charter School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Integrated Day Charter School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5
="Interdistrict School for Arts and Comm District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
="Jumoke Academy District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
="Kent School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.8
="Killingly School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",69.5
="Learn",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",32.8
="Lebanon School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",33.0
="Ledyard School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",43.0
="Lisbon School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
="Litchfield School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",22.0
="Madison School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",66.5
="Manchester School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",108.8
="Mansfield School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",33.0
="Marlborough School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.4
="Meriden School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",124.0
="Middletown School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",113.7
="Milford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",155.0
="Monroe School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",65.4
="Montville School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",48.1
="Naugatuck School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",57.0
="New Beginnings Inc Family Academy District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="New Britain School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",94.0
="New Canaan School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",72.6
="New Fairfield School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",44.4
="New Hartford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0
="New Haven School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",128.0
="New London School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",27.2
="New Milford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",99.5
="Newington School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",105.0
="Newtown School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",78.7
="Norfolk School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.1
="North Branford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",41.0
="North Canaan School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0
="North Haven School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",47.0
="North Stonington School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.5
="Norwalk School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",116.1
="Norwich Free Academy District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Norwich School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",63.4
="Odyssey Community School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
="Old Saybrook School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",53.0
="Orange School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",33.5
="Oxford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",39.8
="Park City Prep Charter School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Plainfield School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",62.0
="Plainville School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",62.7
="Plymouth School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",25.5
="Pomfret School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.5
="Portland School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.5
="Preston School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0
="Putnam School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",32.0
="Redding School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",30.0
="Regional School District 01",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.1
="Regional School District 04",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.0
="Regional School District 05",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",23.0
="Regional School District 06",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",16.5
="Regional School District 07",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",16.8
="Regional School District 08",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",35.0
="Regional School District 09",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
="Regional School District 10",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",53.0
="Regional School District 11",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
="Regional School District 12",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",23.0
="Regional School District 13",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",38.5
="Regional School District 14",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",35.0
="Regional School District 15",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",63.4
="Regional School District 16",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",35.6
="Regional School District 17",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",42.9
="Regional School District 18",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",45.9
="Regional School District 19",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",28.0
="Ridgefield School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",68.7
="Rocky Hill School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",48.4
="Salem School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.2
="Salisbury School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.4
="Scotland School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.4
