"FTE Staffing Report for 2006-07"

"District","Assignment Category","Educator Type","FTE Count"
"Amistad Academy District","Library/Media - Support Staff","Non-Certified",1.0
="Andover School District",="Library/Media - Support Staff",="Non-Certified",0.0
="Ansonia School District",="Library/Media - Support Staff",="Non-Certified",103.4
="Area Cooperative Educational Services",="Library/Media - Support Staff",="Non-Certified",0.0
="Ashford School District",="Library/Media - Support Staff",="Non-Certified",0.5
="Avon School District",="Library/Media - Support Staff",="Non-Certified",0.5
="Barkhamsted School District",="Library/Media - Support Staff",="Non-Certified",1.0
="Berlin School District",="Library/Media - Support Staff",="Non-Certified",5.2
="Bethany School District",="Library/Media - Support Staff",="Non-Certified",1.6
="Bethel School District",="Library/Media - Support Staff",="Non-Certified",5.0
="Bloomfield School District",="Library/Media - Support Staff",="Non-Certified",5.0
="Bolton School District",="Library/Media - Support Staff",="Non-Certified",2.6
="Bozrah School District",="Library/Media - Support Staff",="Non-Certified",0.0
="Branford School District",="Library/Media - Support Staff",="Non-Certified",3.4
="Bridgeport School District",="Library/Media - Support Staff",="Non-Certified",18.0
="Bristol School District",="Library/Media - Support Staff",="Non-Certified",14.0
="Brookfield School District",="Library/Media - Support Staff",="Non-Certified",4.0
="Brooklyn School District",="Library/Media - Support Staff",="Non-Certified",0.4
="Canaan School District",="Library/Media - Support Staff",="Non-Certified",0.0
="Canterbury School District",="Library/Media - Support Staff",="Non-Certified",2.0
="Canton School District",="Library/Media - Support Staff",="Non-Certified",4.6
="Capitol Region Education Council",="Library/Media - Support Staff",="Non-Certified",2.0
="Chaplin School District",="Library/Media - Support Staff",="Non-Certified",2.0
="Cheshire School District",="Library/Media - Support Staff",="Non-Certified",12.5
="Chester School District",="Library/Media - Support Staff",="Non-Certified",1.0
="Clinton School District",="Library/Media - Support Staff",="Non-Certified",1.7
="Colchester School District",="Library/Media - Support Staff",="Non-Certified",4.0
="Colebrook School District",="Library/Media - Support Staff",="Non-Certified",1.0
="Columbia School District",="Library/Media - Support Staff",="Non-Certified",1.0
="Common Ground High School District",="Library/Media - Support Staff",="Non-Certified",0.0
="Connecticut Technical High School System",="Library/Media - Support Staff",="Non-Certified",0.0
="Cooperative Educational Services",="Library/Media - Support Staff",="Non-Certified",1.0
="Cornwall School District",="Library/Media - Support Staff",="Non-Certified",0.0
="Coventry School District",="Library/Media - Support Staff",="Non-Certified",3.0
="Cromwell School District",="Library/Media - Support Staff",="Non-Certified",0.0
="Danbury School District",="Library/Media - Support Staff",="Non-Certified",7.7
="Darien School District",="Library/Media - Support Staff",="Non-Certified",9.0
="Deep River School District",="Library/Media - Support Staff",="Non-Certified",0.5
="Derby School District",="Library/Media - Support Staff",="Non-Certified",1.0
="East Granby School District",="Library/Media - Support Staff",="Non-Certified",1.1
="East Haddam School District",="Library/Media - Support Staff",="Non-Certified",3.0
="East Hampton School District",="Library/Media - Support Staff",="Non-Certified",4.0
="East Hartford School District",="Library/Media - Support Staff",="Non-Certified",13.0
="East Haven School District",="Library/Media - Support Staff",="Non-Certified",4.1
="East Lyme School District",="Library/Media - Support Staff",="Non-Certified",4.1
="East Windsor School District",="Library/Media - Support Staff",="Non-Certified",3.8
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="Library/Media - Support Staff",="Non-Certified",0.0
="Eastford School District",="Library/Media - Support Staff",="Non-Certified",0.0
="Easton School District",="Library/Media - Support Staff",="Non-Certified",3.2
="EdAdvance",="Library/Media - Support Staff",="Non-Certified",0.0
="Ellington School District",="Library/Media - Support Staff",="Non-Certified",3.7
="Elm City College Preparatory School",="Library/Media - Support Staff",="Non-Certified",0.0
="Enfield School District",="Library/Media - Support Staff",="Non-Certified",13.5
="Essex School District",="Library/Media - Support Staff",="Non-Certified",1.0
="Explorations District",="Library/Media - Support Staff",="Non-Certified",0.0
="Fairfield School District",="Library/Media - Support Staff",="Non-Certified",18.0
="Farmington School District",="Library/Media - Support Staff",="Non-Certified",3.0
