"FTE Staffing Report for 2013-14"

"District","Assignment Category","Educator Type","FTE Count"
"Achievement First Hartford Academy Inc. District","General Education - Paraprofessional Instructional Assistants","Non-Certified",0.0
="Amistad Academy District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",13.0
="Andover School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
="Ansonia School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",36.0
="Area Cooperative Educational Services",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",24.6
="Ashford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.5
="Avon School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",14.6
="Barkhamsted School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.8
="Berlin School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",18.6
="Bethany School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.1
="Bethel School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",15.0
="Bloomfield School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",37.0
="Bolton School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.8
="Bozrah School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Branford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",118.0
="Brass City Charter School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.7
="Bridgeport Achievement First District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
="Bridgeport School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",100.0
="Bristol School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0
="Brookfield School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",12.7
="Brooklyn School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0
="Canaan School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5
="Canterbury School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
="Canton School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",27.3
="Capitol Region Education Council",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",240.6
="Chaplin School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.5
="Cheshire School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",42.1
="Chester School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.5
="Clinton School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",13.1
="Colchester School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",29.3
="Colebrook School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.3
="Columbia School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
="Common Ground High School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
="Connecticut Technical High School System",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",12.4
="Cooperative Educational Services",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",28.0
="Cornwall School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.5
="Coventry School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",15.4
="Cromwell School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",12.3
="Danbury School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",61.5
="Darien School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",62.2
="Deep River School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.8
="Derby School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",10.3
="East Granby School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
="East Haddam School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.5
="East Hampton School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",12.2
="East Hartford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",84.0
="East Haven School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",21.8
="East Lyme School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0
="East Windsor School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",21.0
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",50.8
="Eastford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.9
="Easton School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.6
="EdAdvance",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",31.0
="Ellington School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",10.1
="Elm City College Preparatory School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
="Enfield School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",34.0
="Essex School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.5
="Explorations District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Fairfield School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",48.1
="Farmington School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",26.6
="Glastonbury School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",53.7
="Granby School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",16.0
="Greenwich School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",52.8
="Griswold School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
="Groton School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",36.5
="Guilford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.7
="Hamden School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",50.5
="Hampton School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.2
="Hartford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",97.0
="Hartland School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.4
="Hebron School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.8
="Highville Charter School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0
="Integrated Day Charter School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
="Interdistrict School for Arts and Comm District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
="Jumoke Academy District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",24.0
="Kent School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.9
="Killingly School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",17.5
="Learn",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",66.5
="Lebanon School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.5
="Ledyard School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",27.1
="Lisbon School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.3
="Litchfield School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Madison School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",42.8
="Manchester School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",81.8
="Mansfield School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",26.5
="Marlborough School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.5
="Meriden School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",47.0
="Middletown School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",44.7
="Milford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",17.5
="Monroe School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",27.8
="Montville School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",21.7
="Naugatuck School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",32.0
="New Beginnings Inc Family Academy District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0
="New Britain School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",82.0
="New Canaan School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",32.3
="New Fairfield School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",17.0
="New Hartford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.1
="New Haven School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",962.0
="New London School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",14.8
="New Milford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",20.4
="Newington School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",28.0
="Newtown School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",36.8
="Norfolk School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.2
="North Branford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",22.0
="North Canaan School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.1
="North Haven School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",17.0
="North Stonington School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.5
="Norwalk School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",112.3
="Norwich Free Academy District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0
="Norwich School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",72.3
="Odyssey Community School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0
="Old Saybrook School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",13.0
="Orange School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",12.1
="Oxford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",17.9
="Park City Prep Charter School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Plainfield School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",18.8
="Plainville School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",29.8
="Plymouth School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",15.4
="Pomfret School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
="Portland School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",15.5
="Preston School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
="Putnam School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",22.4
="Redding School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",21.5
="Regional School District 01",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.8
="Regional School District 04",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
="Regional School District 05",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
="Regional School District 06",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.5
="Regional School District 07",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Regional School District 08",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
="Regional School District 09",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
="Regional School District 10",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",14.0
="Regional School District 11",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Regional School District 12",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",14.5
="Regional School District 13",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",13.7
="Regional School District 14",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.5
="Regional School District 15",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",36.8
="Regional School District 16",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.1
="Regional School District 17",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",15.1
="Regional School District 18",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",10.2
="Regional School District 19",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
="Ridgefield School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",24.8
="Rocky Hill School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",26.9
="Salem School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.5
="Salisbury School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.8
="Scotland School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
="Seymour School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",12.8
="Sharon School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
="Shelton School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",46.8
="Sherman School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.1
="Side By Side Charter School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",14.5
="Simsbury School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",37.5
="Somers School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.7
="South Windsor School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",12.4
="Southington School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",42.9
="Sprague School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
="Stafford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",27.8
="Stamford Academy District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
="Stamford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",97.0
="Sterling School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
="Stonington School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",68.1
="Stratford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",27.0
="Suffield School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",28.7
="The Bridge Academy District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.6
="The Gilbert School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
="Thomaston School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.9
="Thompson School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",11.8
="Tolland School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",15.5
="Torrington School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",15.0
="Trailblazers Academy District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
="Trumbull School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",36.6
="Unified School District #1",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.5
="Unified School District #2",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
="Union School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
="Vernon School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",74.4
="Voluntown School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
="Wallingford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",41.0
="Waterbury School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",94.9
="Waterford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
="Watertown School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",21.0
="West Hartford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",76.1
="West Haven School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",51.5
="Westbrook School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",11.5
="Weston School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",14.5
="Westport School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",51.9
="Wethersfield School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",22.2
="Willington School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
="Wilton School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",18.4
="Winchester School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
="Windham School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",52.0
="Windsor Locks School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",30.8
="Windsor School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
="Wolcott School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0
="Woodbridge School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",16.0
="Woodstock Academy District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Woodstock School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",14.0

