"FTE Staffing Report for 2002-03"

"District","Assignment Category","Educator Type","FTE Count"
"Amistad Academy District","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",4.4
="Andover School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",15.8
="Ansonia School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",89.6
="Area Cooperative Educational Services",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",59.9
="Ashford School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",25.7
="Avon School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",191.3
="Barkhamsted School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.6
="Berlin School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",112.7
="Bethany School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",17.9
="Bethel School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",119.8
="Bloomfield School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",148.5
="Bolton School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",38.0
="Bozrah School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",15.4
="Branford School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",150.2
="Bridgeport School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",759.9
="Bristol School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",297.7
="Brookfield School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",138.3
="Brooklyn School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",37.3
="Canaan School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",2.5
="Canterbury School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",32.1
="Canton School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",60.3
="Capitol Region Education Council",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",160.2
="Chaplin School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",25.1
="Cheshire School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",197.6
="Chester School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.6
