"FTE Staffing Report for 2009-10"

"District","Assignment Category","Educator Type","FTE Count"
"Achievement First Hartford Academy Inc. District","Administrators  Coordinators and Department Chairs - School Level","Certified",5.0
="Amistad Academy District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",9.0
="Andover School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
="Ansonia School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",7.0
="Area Cooperative Educational Services",="Administrators  Coordinators and Department Chairs - School Level",="Certified",13.0
="Ashford School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.5
="Avon School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",11.0
="Barkhamsted School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
="Berlin School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",13.6
="Bethany School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
="Bethel School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",10.0
="Bloomfield School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",12.2
="Bolton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.0
="Bozrah School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.4
="Branford School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",13.8
="Bridgeport Achievement First District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.0
="Bridgeport School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",65.0
="Bristol School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",31.4
="Brookfield School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",10.2
="Brooklyn School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.0
="Canaan School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
="Canterbury School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
="Canton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",7.4
="Capitol Region Education Council",="Administrators  Coordinators and Department Chairs - School Level",="Certified",28.3
="Chaplin School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
