"FTE Staffing Report for 2012-13"

"District","Assignment Category","Educator Type","FTE Count"
"Achievement First Hartford Academy Inc. District","General Education - Paraprofessional Instructional Assistants","Non-Certified",0.0
="Amistad Academy District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
="Andover School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.5
="Ansonia School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",27.0
="Area Cooperative Educational Services",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",26.3
="Ashford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0
="Avon School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",11.4
="Barkhamsted School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.8
="Berlin School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",20.4
="Bethany School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.8
="Bethel School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",16.0
="Bloomfield School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",33.0
="Bolton School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.2
="Bozrah School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Branford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",26.1
="Bridgeport Achievement First District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.5
="Bridgeport School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",130.0
="Bristol School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0
="Brookfield School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",15.7
="Brooklyn School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
="Canaan School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.8
="Canterbury School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.5
="Canton School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",26.1
="Capitol Region Education Council",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",215.9
="Chaplin School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
="Cheshire School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",42.1
="Chester School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.8
="Clinton School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",13.1
="Colchester School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",25.1
="Colebrook School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
="Columbia School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
="Common Ground High School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
="Connecticut Technical High School System",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",13.4
="Cooperative Educational Services",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",21.0
="Cornwall School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.5
="Coventry School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",18.2
="Cromwell School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",27.2
="Danbury School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",54.6
="Darien School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",31.2
="Deep River School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.8
="Derby School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.5
="East Granby School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.4
="East Haddam School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.5
="East Hampton School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",13.8
="East Hartford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",82.0
="East Haven School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",15.0
="East Lyme School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.1
="East Windsor School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",23.0
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",46.5
="Eastford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.9
="Easton School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.7
="EdAdvance",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",32.0
="Ellington School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",11.4
="Elm City College Preparatory School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
="Enfield School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",21.0
="Essex School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.5
="Explorations District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Fairfield School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",48.8
="Farmington School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",25.1
="Franklin School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
="Glastonbury School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",64.1
