"FTE Staffing Report for 2007-08"

"District","Assignment Category","Educator Type","FTE Count"
"Amistad Academy District","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",20.6
="Andover School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",16.0
="Ansonia School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",100.3
="Area Cooperative Educational Services",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",61.5
="Ashford School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",24.0
="Avon School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",172.0
="Barkhamsted School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.6
="Berlin School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",118.2
="Bethany School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",20.6
="Bethel School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",125.0
="Bloomfield School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",171.1
="Bolton School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",42.6
="Bozrah School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",14.0
="Branford School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",154.9
="Bridgeport Achievement First District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.4
="Bridgeport School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",827.5
="Bristol School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",383.7
="Brookfield School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",122.5
="Brooklyn School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",37.9
="Canaan School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",2.6
="Canterbury School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",38.1
="Canton School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",85.7
="Capitol Region Education Council",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",339.9
="Chaplin School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.3
="Cheshire School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",381.0
="Chester School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.6
="Clinton School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",80.3
="Colchester School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",85.5
="Colebrook School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.5
="Columbia School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",27.0
="Common Ground High School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.3
="Connecticut Technical High School System",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",439.7
="Cooperative Educational Services",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",57.1
="Cornwall School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.3
="Coventry School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",83.0
="Cromwell School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",76.5
="Danbury School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",323.9
="Darien School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",152.7
="Deep River School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.6
="Derby School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",63.0
="East Granby School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",26.6
="East Haddam School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",66.6
="East Hampton School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",93.9
="East Hartford School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",389.0
="East Haven School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",167.4
="East Lyme School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",136.6
="East Windsor School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",52.8
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",119.5
="Eastford School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.5
="Easton School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",187.0
="EdAdvance",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",148.7
="Ellington School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",105.3
="Elm City College Preparatory School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",18.4
="Enfield School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",253.4
="Essex School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.8
="Explorations District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",2.5
="Fairfield School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",433.0
="Farmington School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",175.4
="Franklin School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.5
="Glastonbury School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",307.6
="Granby School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",94.6
="Greenwich School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",369.9
="Griswold School District",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",113.4
