"FTE Staffing Report for 2012-13"

"District","Assignment Category","Educator Type","FTE Count"
"State of Connecticut","Administrators  Coordinators and Department Chairs - District Central Office","Certified",902.5
,="Administrators  Coordinators and Department Chairs - School Level",="Certified",2438.2
,="Counselors  Social Workers  and School Psychologists",="Certified",3162.8
,="General Education - Teachers and Instructors",="Certified",36037.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4143.4
,="Instructional Specialists Who Support Teachers",="Certified",2019.1
,="Library/Media - Specialists (Certified)",="Certified",740.1
,="Library/Media - Support Staff",="Non-Certified",571.7
,="School Nurses",="Non-Certified",1171.8
,="Special Education - Teachers and Instructors",="Certified",5833.1
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8763.3
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",24734.3

