"FTE Staffing Report for 2002-03"

"District","Assignment Category","Educator Type","FTE Count"
"Amistad Academy District","General Education - Teachers and Instructors","Certified",14.9
="Andover School District",="General Education - Teachers and Instructors",="Certified",23.6
="Ansonia School District",="General Education - Teachers and Instructors",="Certified",136.8
="Area Cooperative Educational Services",="General Education - Teachers and Instructors",="Certified",131.0
="Ashford School District",="General Education - Teachers and Instructors",="Certified",37.0
="Avon School District",="General Education - Teachers and Instructors",="Certified",198.5
="Barkhamsted School District",="General Education - Teachers and Instructors",="Certified",20.1
="Berlin School District",="General Education - Teachers and Instructors",="Certified",197.4
="Bethany School District",="General Education - Teachers and Instructors",="Certified",39.8
="Bethel School District",="General Education - Teachers and Instructors",="Certified",214.7
="Bloomfield School District",="General Education - Teachers and Instructors",="Certified",166.0
="Bolton School District",="General Education - Teachers and Instructors",="Certified",73.5
="Bozrah School District",="General Education - Teachers and Instructors",="Certified",19.8
="Branford School District",="General Education - Teachers and Instructors",="Certified",239.8
="Bridgeport School District",="General Education - Teachers and Instructors",="Certified",1243.6
="Bristol School District",="General Education - Teachers and Instructors",="Certified",528.8
="Brookfield School District",="General Education - Teachers and Instructors",="Certified",198.4
="Brooklyn School District",="General Education - Teachers and Instructors",="Certified",61.0
="Canaan School District",="General Education - Teachers and Instructors",="Certified",12.3
="Canterbury School District",="General Education - Teachers and Instructors",="Certified",39.0
="Canton School District",="General Education - Teachers and Instructors",="Certified",101.8
="Capitol Region Education Council",="General Education - Teachers and Instructors",="Certified",132.3
="Chaplin School District",="General Education - Teachers and Instructors",="Certified",20.4
="Cheshire School District",="General Education - Teachers and Instructors",="Certified",294.4
="Chester School District",="General Education - Teachers and Instructors",="Certified",23.9
="Clinton School District",="General Education - Teachers and Instructors",="Certified",148.0
="Colchester School District",="General Education - Teachers and Instructors",="Certified",195.7
="Colebrook School District",="General Education - Teachers and Instructors",="Certified",9.5
="Columbia School District",="General Education - Teachers and Instructors",="Certified",49.8
="Common Ground High School District",="General Education - Teachers and Instructors",="Certified",8.6
="Connecticut Technical High School System",="General Education - Teachers and Instructors",="Certified",1036.7
="Cooperative Educational Services",="General Education - Teachers and Instructors",="Certified",30.0
="Cornwall School District",="General Education - Teachers and Instructors",="Certified",16.5
="Coventry School District",="General Education - Teachers and Instructors",="Certified",129.5
="Cromwell School District",="General Education - Teachers and Instructors",="Certified",126.7
="Danbury School District",="General Education - Teachers and Instructors",="Certified",572.6
="Darien School District",="General Education - Teachers and Instructors",="Certified",286.2
="Deep River School District",="General Education - Teachers and Instructors",="Certified",26.0
="Derby School District",="General Education - Teachers and Instructors",="Certified",84.5
="East Granby School District",="General Education - Teachers and Instructors",="Certified",59.7
="East Haddam School District",="General Education - Teachers and Instructors",="Certified",88.9
="East Hampton School District",="General Education - Teachers and Instructors",="Certified",120.0
="East Hartford School District",="General Education - Teachers and Instructors",="Certified",467.5
="East Haven School District",="General Education - Teachers and Instructors",="Certified",237.4
="East Lyme School District",="General Education - Teachers and Instructors",="Certified",207.1
="East Windsor School District",="General Education - Teachers and Instructors",="Certified",94.8
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="General Education - Teachers and Instructors",="Certified",4.3
="Eastford School District",="General Education - Teachers and Instructors",="Certified",13.6
="Easton School District",="General Education - Teachers and Instructors",="Certified",69.6
="EdAdvance",="General Education - Teachers and Instructors",="Certified",4.0
="Ellington School District",="General Education - Teachers and Instructors",="Certified",145.4
="Enfield School District",="General Education - Teachers and Instructors",="Certified",443.8
="Essex School District",="General Education - Teachers and Instructors",="Certified",35.6
="Explorations District",="General Education - Teachers and Instructors",="Certified",5.6
="Fairfield School District",="General Education - Teachers and Instructors",="Certified",580.1
="Farmington School District",="General Education - Teachers and Instructors",="Certified",284.0
="Franklin School District",="General Education - Teachers and Instructors",="Certified",14.4
="Glastonbury School District",="General Education - Teachers and Instructors",="Certified",398.3
="Granby School District",="General Education - Teachers and Instructors",="Certified",127.5
="Greenwich School District",="General Education - Teachers and Instructors",="Certified",628.5
="Griswold School District",="General Education - Teachers and Instructors",="Certified",108.9
="Groton School District",="General Education - Teachers and Instructors",="Certified",373.7
="Guilford School District",="General Education - Teachers and Instructors",="Certified",238.3
="Hamden School District",="General Education - Teachers and Instructors",="Certified",373.7
="Hampton School District",="General Education - Teachers and Instructors",="Certified",13.2
="Hartford School District",="General Education - Teachers and Instructors",="Certified",1469.6
="Hartland School District",="General Education - Teachers and Instructors",="Certified",20.4
="Hebron School District",="General Education - Teachers and Instructors",="Certified",66.4
="Highville Mustard Seed Charter School District",="General Education - Teachers and Instructors",="Certified",18.0
="Integrated Day Charter School District",="General Education - Teachers and Instructors",="Certified",16.0
="Interdistrict School for Arts and Comm District",="General Education - Teachers and Instructors",="Certified",9.1
="Jumoke Academy District",="General Education - Teachers and Instructors",="Certified",13.3
="Kent School District",="General Education - Teachers and Instructors",="Certified",24.1
="Killingly School District",="General Education - Teachers and Instructors",="Certified",185.3
="Learn",="General Education - Teachers and Instructors",="Certified",40.6
="Lebanon School District",="General Education - Teachers and Instructors",="Certified",107.2
="Ledyard School District",="General Education - Teachers and Instructors",="Certified",183.3
="Lisbon School District",="General Education - Teachers and Instructors",="Certified",37.7
="Litchfield School District",="General Education - Teachers and Instructors",="Certified",104.8
="Madison School District",="General Education - Teachers and Instructors",="Certified",152.6
="Manchester School District",="General Education - Teachers and Instructors",="Certified",474.5
="Mansfield School District",="General Education - Teachers and Instructors",="Certified",106.6
="Marlborough School District",="General Education - Teachers and Instructors",="Certified",40.2
="Meriden School District",="General Education - Teachers and Instructors",="Certified",535.1
="Middletown School District",="General Education - Teachers and Instructors",="Certified",346.5
="Milford School District",="General Education - Teachers and Instructors",="Certified",491.0
="Monroe School District",="General Education - Teachers and Instructors",="Certified",244.6
="Montville School District",="General Education - Teachers and Instructors",="Certified",193.7
="Naugatuck School District",="General Education - Teachers and Instructors",="Certified",317.3
="New Beginnings Inc Family Academy District",="General Education - Teachers and Instructors",="Certified",11.0
="New Britain School District",="General Education - Teachers and Instructors",="Certified",584.2
="New Canaan School District",="General Education - Teachers and Instructors",="Certified",274.4
="New Fairfield School District",="General Education - Teachers and Instructors",="Certified",183.1
="New Hartford School District",="General Education - Teachers and Instructors",="Certified",38.0
="New Haven School District",="General Education - Teachers and Instructors",="Certified",1092.8
="New London School District",="General Education - Teachers and Instructors",="Certified",215.0
="New Milford School District",="General Education - Teachers and Instructors",="Certified",295.6
="Newington School District",="General Education - Teachers and Instructors",="Certified",276.5
="Newtown School District",="General Education - Teachers and Instructors",="Certified",309.4
="Norfolk School District",="General Education - Teachers and Instructors",="Certified",10.8
="North Branford School District",="General Education - Teachers and Instructors",="Certified",139.0
