"FTE Staffing Report for 2012-13"

"District","Assignment Category","Educator Type","FTE Count"
"Achievement First Hartford Academy Inc. District","Special Education - Teachers and Instructors","Certified",8.0
="Amistad Academy District",="Special Education - Teachers and Instructors",="Certified",4.0
="Andover School District",="Special Education - Teachers and Instructors",="Certified",3.0
="Ansonia School District",="Special Education - Teachers and Instructors",="Certified",21.0
="Area Cooperative Educational Services",="Special Education - Teachers and Instructors",="Certified",87.5
="Ashford School District",="Special Education - Teachers and Instructors",="Certified",5.0
="Avon School District",="Special Education - Teachers and Instructors",="Certified",30.6
="Barkhamsted School District",="Special Education - Teachers and Instructors",="Certified",3.0
="Berlin School District",="Special Education - Teachers and Instructors",="Certified",34.1
="Bethany School District",="Special Education - Teachers and Instructors",="Certified",7.0
="Bethel School District",="Special Education - Teachers and Instructors",="Certified",35.0
="Bloomfield School District",="Special Education - Teachers and Instructors",="Certified",21.0
="Bolton School District",="Special Education - Teachers and Instructors",="Certified",7.9
="Bozrah School District",="Special Education - Teachers and Instructors",="Certified",4.0
="Branford School District",="Special Education - Teachers and Instructors",="Certified",34.2
="Bridgeport Achievement First District",="Special Education - Teachers and Instructors",="Certified",2.5
="Bridgeport School District",="Special Education - Teachers and Instructors",="Certified",209.0
="Bristol School District",="Special Education - Teachers and Instructors",="Certified",78.7
="Brookfield School District",="Special Education - Teachers and Instructors",="Certified",20.8
="Brooklyn School District",="Special Education - Teachers and Instructors",="Certified",8.0
="Canaan School District",="Special Education - Teachers and Instructors",="Certified",1.0
="Canterbury School District",="Special Education - Teachers and Instructors",="Certified",4.0
="Canton School District",="Special Education - Teachers and Instructors",="Certified",15.6
="Capitol Region Education Council",="Special Education - Teachers and Instructors",="Certified",140.5
="Chaplin School District",="Special Education - Teachers and Instructors",="Certified",1.5
="Cheshire School District",="Special Education - Teachers and Instructors",="Certified",44.9
="Chester School District",="Special Education - Teachers and Instructors",="Certified",3.5
="Clinton School District",="Special Education - Teachers and Instructors",="Certified",26.0
="Colchester School District",="Special Education - Teachers and Instructors",="Certified",25.2
="Columbia School District",="Special Education - Teachers and Instructors",="Certified",5.0
="Common Ground High School District",="Special Education - Teachers and Instructors",="Certified",1.0
="Connecticut Technical High School System",="Special Education - Teachers and Instructors",="Certified",62.0
="Cooperative Educational Services",="Special Education - Teachers and Instructors",="Certified",66.8
="Cornwall School District",="Special Education - Teachers and Instructors",="Certified",1.0
="Coventry School District",="Special Education - Teachers and Instructors",="Certified",23.0
="Cromwell School District",="Special Education - Teachers and Instructors",="Certified",20.5
="Danbury School District",="Special Education - Teachers and Instructors",="Certified",92.0
="Darien School District",="Special Education - Teachers and Instructors",="Certified",69.4
="Deep River School District",="Special Education - Teachers and Instructors",="Certified",4.0
="Department of Mental Health and Addiction Services",="Special Education - Teachers and Instructors",="Certified",2.0
="Department of Social Services",="Special Education - Teachers and Instructors",="Certified",34.0
="Derby School District",="Special Education - Teachers and Instructors",="Certified",12.0
="East Granby School District",="Special Education - Teachers and Instructors",="Certified",9.0
="East Haddam School District",="Special Education - Teachers and Instructors",="Certified",13.6
="East Hampton School District",="Special Education - Teachers and Instructors",="Certified",23.0
="East Hartford School District",="Special Education - Teachers and Instructors",="Certified",75.5
="East Haven School District",="Special Education - Teachers and Instructors",="Certified",29.0
="East Lyme School District",="Special Education - Teachers and Instructors",="Certified",37.7
="East Windsor School District",="Special Education - Teachers and Instructors",="Certified",14.5
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="Special Education - Teachers and Instructors",="Certified",21.4
="Eastford School District",="Special Education - Teachers and Instructors",="Certified",2.6
="Easton School District",="Special Education - Teachers and Instructors",="Certified",10.3
="EdAdvance",="Special Education - Teachers and Instructors",="Certified",5.5
="Ellington School District",="Special Education - Teachers and Instructors",="Certified",25.0
="Elm City College Preparatory School District",="Special Education - Teachers and Instructors",="Certified",0.8
="Enfield School District",="Special Education - Teachers and Instructors",="Certified",53.8
="Essex School District",="Special Education - Teachers and Instructors",="Certified",10.0
="Explorations District",="Special Education - Teachers and Instructors",="Certified",1.0
="Fairfield School District",="Special Education - Teachers and Instructors",="Certified",104.0
="Farmington School District",="Special Education - Teachers and Instructors",="Certified",35.4
="Franklin School District",="Special Education - Teachers and Instructors",="Certified",1.6
="Glastonbury School District",="Special Education - Teachers and Instructors",="Certified",45.3
="Granby School District",="Special Education - Teachers and Instructors",="Certified",18.8
="Greenwich School District",="Special Education - Teachers and Instructors",="Certified",93.3
="Griswold School District",="Special Education - Teachers and Instructors",="Certified",26.3
="Groton School District",="Special Education - Teachers and Instructors",="Certified",53.4
="Guilford School District",="Special Education - Teachers and Instructors",="Certified",33.0
="Hamden School District",="Special Education - Teachers and Instructors",="Certified",62.0
="Hampton School District",="Special Education - Teachers and Instructors",="Certified",1.0
="Hartford School District",="Special Education - Teachers and Instructors",="Certified",202.3
="Hartland School District",="Special Education - Teachers and Instructors",="Certified",1.0
="Hebron School District",="Special Education - Teachers and Instructors",="Certified",10.3
="Integrated Day Charter School District",="Special Education - Teachers and Instructors",="Certified",2.0
="Interdistrict School for Arts and Comm District",="Special Education - Teachers and Instructors",="Certified",5.1
="Jumoke Academy District",="Special Education - Teachers and Instructors",="Certified",1.0
="Kent School District",="Special Education - Teachers and Instructors",="Certified",3.5
="Killingly School District",="Special Education - Teachers and Instructors",="Certified",29.0
="Learn",="Special Education - Teachers and Instructors",="Certified",32.0
="Lebanon School District",="Special Education - Teachers and Instructors",="Certified",12.4
="Ledyard School District",="Special Education - Teachers and Instructors",="Certified",25.0
="Lisbon School District",="Special Education - Teachers and Instructors",="Certified",7.4
="Litchfield School District",="Special Education - Teachers and Instructors",="Certified",9.0
="Madison School District",="Special Education - Teachers and Instructors",="Certified",36.2
="Manchester School District",="Special Education - Teachers and Instructors",="Certified",67.0
="Mansfield School District",="Special Education - Teachers and Instructors",="Certified",14.5
="Marlborough School District",="Special Education - Teachers and Instructors",="Certified",4.6
="Meriden School District",="Special Education - Teachers and Instructors",="Certified",90.4
="Middletown School District",="Special Education - Teachers and Instructors",="Certified",48.4
="Milford School District",="Special Education - Teachers and Instructors",="Certified",93.6
="Monroe School District",="Special Education - Teachers and Instructors",="Certified",36.4
="Montville School District",="Special Education - Teachers and Instructors",="Certified",32.2
="Naugatuck School District",="Special Education - Teachers and Instructors",="Certified",39.8
="New Britain School District",="Special Education - Teachers and Instructors",="Certified",119.0
="New Canaan School District",="Special Education - Teachers and Instructors",="Certified",35.9
="New Fairfield School District",="Special Education - Teachers and Instructors",="Certified",27.2
="New Hartford School District",="Special Education - Teachers and Instructors",="Certified",5.8
="New Haven School District",="Special Education - Teachers and Instructors",="Certified",217.2
="New London School District",="Special Education - Teachers and Instructors",="Certified",33.1
="New Milford School District",="Special Education - Teachers and Instructors",="Certified",49.9
="Newington School District",="Special Education - Teachers and Instructors",="Certified",33.5
="Newtown School District",="Special Education - Teachers and Instructors",="Certified",36.0
="Norfolk School District",="Special Education - Teachers and Instructors",="Certified",2.0
="North Branford School District",="Special Education - Teachers and Instructors",="Certified",26.0
="North Canaan School District",="Special Education - Teachers and Instructors",="Certified",4.0
="North Haven School District",="Special Education - Teachers and Instructors",="Certified",27.0
