"FTE Staffing Report for 2015-16"

"District","Assignment Category","Educator Type","FTE Count"
"Achievement First Hartford Academy Inc. District","School Nurses","Non-Certified",1.0
="Amistad Academy District",="School Nurses",="Non-Certified",4.5
="Andover School District",="School Nurses",="Non-Certified",1.0
="Ansonia School District",="School Nurses",="Non-Certified",4.0
="Area Cooperative Educational Services",="School Nurses",="Non-Certified",12.0
="Ashford School District",="School Nurses",="Non-Certified",1.0
="Avon School District",="School Nurses",="Non-Certified",6.2
="Barkhamsted School District",="School Nurses",="Non-Certified",1.0
="Berlin School District",="School Nurses",="Non-Certified",6.0
="Bethany School District",="School Nurses",="Non-Certified",1.0
="Bethel School District",="School Nurses",="Non-Certified",6.0
="Bloomfield School District",="School Nurses",="Non-Certified",6.0
="Bolton School District",="School Nurses",="Non-Certified",2.5
="Booker T. Washington Academy District",="School Nurses",="Non-Certified",1.0
="Bozrah School District",="School Nurses",="Non-Certified",1.0
="Brass City Charter School District",="School Nurses",="Non-Certified",0.8
="Bridgeport Achievement First District",="School Nurses",="Non-Certified",1.0
="Bridgeport School District",="School Nurses",="Non-Certified",43.5
="Bristol School District",="School Nurses",="Non-Certified",15.0
="Brookfield School District",="School Nurses",="Non-Certified",7.0
="Canaan School District",="School Nurses",="Non-Certified",1.0
="Canterbury School District",="School Nurses",="Non-Certified",2.0
="Canton School District",="School Nurses",="Non-Certified",3.0
="Capital Preparatory Harbor School Inc. District",="School Nurses",="Non-Certified",1.0
="Capitol Region Education Council",="School Nurses",="Non-Certified",26.9
="Chaplin School District",="School Nurses",="Non-Certified",1.0
="Cheshire School District",="School Nurses",="Non-Certified",8.6
="Chester School District",="School Nurses",="Non-Certified",0.9
="Clinton School District",="School Nurses",="Non-Certified",3.8
="Colchester School District",="School Nurses",="Non-Certified",4.5
="Colebrook School District",="School Nurses",="Non-Certified",1.0
="Columbia School District",="School Nurses",="Non-Certified",1.0
="Common Ground High School District",="School Nurses",="Non-Certified",0.3
="Connecticut Technical High School System",="School Nurses",="Non-Certified",21.0
="Cooperative Educational Services",="School Nurses",="Non-Certified",4.7
="Cornwall School District",="School Nurses",="Non-Certified",0.9
="Coventry School District",="School Nurses",="Non-Certified",4.0
="Cromwell School District",="School Nurses",="Non-Certified",4.0
="Danbury School District",="School Nurses",="Non-Certified",22.4
="Darien School District",="School Nurses",="Non-Certified",14.4
="Deep River School District",="School Nurses",="Non-Certified",1.0
="Derby School District",="School Nurses",="Non-Certified",4.3
="East Granby School District",="School Nurses",="Non-Certified",3.0
="East Haddam School District",="School Nurses",="Non-Certified",3.5
="East Hampton School District",="School Nurses",="Non-Certified",4.0
="East Hartford School District",="School Nurses",="Non-Certified",22.2
="East Haven School District",="School Nurses",="Non-Certified",9.0
="East Lyme School District",="School Nurses",="Non-Certified",6.0
="East Windsor School District",="School Nurses",="Non-Certified",5.0
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="School Nurses",="Non-Certified",3.0
="Eastford School District",="School Nurses",="Non-Certified",1.0
="Easton School District",="School Nurses",="Non-Certified",3.0
="EdAdvance",="School Nurses",="Non-Certified",1.0
="Ellington School District",="School Nurses",="Non-Certified",6.0
="Elm City College Preparatory School District",="School Nurses",="Non-Certified",1.0
="Elm City Montessori School District",="School Nurses",="Non-Certified",0.2
="Enfield School District",="School Nurses",="Non-Certified",17.1
="Essex School District",="School Nurses",="Non-Certified",1.0
="Explorations District",="School Nurses",="Non-Certified",1.0
="Fairfield School District",="School Nurses",="Non-Certified",22.0
="Farmington School District",="School Nurses",="Non-Certified",7.5
="Franklin School District",="School Nurses",="Non-Certified",1.0
="Glastonbury School District",="School Nurses",="Non-Certified",13.7
="Granby School District",="School Nurses",="Non-Certified",5.0
="Great Oaks Charter School District",="School Nurses",="Non-Certified",0.5
="Greenwich School District",="School Nurses",="Non-Certified",17.0
="Griswold School District",="School Nurses",="Non-Certified",3.0
="Groton School District",="School Nurses",="Non-Certified",10.0
="Guilford School District",="School Nurses",="Non-Certified",7.9
="Hamden School District",="School Nurses",="Non-Certified",14.0
="Hampton School District",="School Nurses",="Non-Certified",1.0
="Hartford School District",="School Nurses",="Non-Certified",65.7
