"FTE Staffing Report for 2008-09"

"District","Assignment Category","Educator Type","FTE Count"
"Ansonia School District","Counselors  Social Workers  and School Psychologists","Certified",13.6
="Area Cooperative Educational Services",="Counselors  Social Workers  and School Psychologists",="Certified",26.0
="Ashford School District",="Counselors  Social Workers  and School Psychologists",="Certified",1.6
="Avon School District",="Counselors  Social Workers  and School Psychologists",="Certified",15.9
="Barkhamsted School District",="Counselors  Social Workers  and School Psychologists",="Certified",1.2
="Berlin School District",="Counselors  Social Workers  and School Psychologists",="Certified",17.8
="Bethany School District",="Counselors  Social Workers  and School Psychologists",="Certified",2.4
="Bethel School District",="Counselors  Social Workers  and School Psychologists",="Certified",16.7
="Bloomfield School District",="Counselors  Social Workers  and School Psychologists",="Certified",21.0
="Bolton School District",="Counselors  Social Workers  and School Psychologists",="Certified",5.9
="Bozrah School District",="Counselors  Social Workers  and School Psychologists",="Certified",0.4
="Branford School District",="Counselors  Social Workers  and School Psychologists",="Certified",19.0
="Bridgeport School District",="Counselors  Social Workers  and School Psychologists",="Certified",125.2
="Bristol School District",="Counselors  Social Workers  and School Psychologists",="Certified",36.2
="Brookfield School District",="Counselors  Social Workers  and School Psychologists",="Certified",13.0
="Brooklyn School District",="Counselors  Social Workers  and School Psychologists",="Certified",4.0
="Canaan School District",="Counselors  Social Workers  and School Psychologists",="Certified",0.5
="Canterbury School District",="Counselors  Social Workers  and School Psychologists",="Certified",3.0
="Canton School District",="Counselors  Social Workers  and School Psychologists",="Certified",9.6
="Capitol Region Education Council",="Counselors  Social Workers  and School Psychologists",="Certified",35.2
="Chaplin School District",="Counselors  Social Workers  and School Psychologists",="Certified",1.0
="Charter School for Young Children on Asylum Hill District",="Counselors  Social Workers  and School Psychologists",="Certified",1.0
="Cheshire School District",="Counselors  Social Workers  and School Psychologists",="Certified",22.5
="Chester School District",="Counselors  Social Workers  and School Psychologists",="Certified",1.1
="Clinton School District",="Counselors  Social Workers  and School Psychologists",="Certified",12.0
="Colchester School District",="Counselors  Social Workers  and School Psychologists",="Certified",17.6
="Colebrook School District",="Counselors  Social Workers  and School Psychologists",="Certified",0.4
="Columbia School District",="Counselors  Social Workers  and School Psychologists",="Certified",3.0
="Connecticut Technical High School System",="Counselors  Social Workers  and School Psychologists",="Certified",101.0
="Cooperative Educational Services",="Counselors  Social Workers  and School Psychologists",="Certified",18.5
="Cornwall School District",="Counselors  Social Workers  and School Psychologists",="Certified",0.5
="Coventry School District",="Counselors  Social Workers  and School Psychologists",="Certified",11.6
="Cromwell School District",="Counselors  Social Workers  and School Psychologists",="Certified",9.0
="Danbury School District",="Counselors  Social Workers  and School Psychologists",="Certified",49.9
="Darien School District",="Counselors  Social Workers  and School Psychologists",="Certified",24.0
="Deep River School District",="Counselors  Social Workers  and School Psychologists",="Certified",1.3
="Derby School District",="Counselors  Social Workers  and School Psychologists",="Certified",9.0
="East Granby School District",="Counselors  Social Workers  and School Psychologists",="Certified",4.3
="East Haddam School District",="Counselors  Social Workers  and School Psychologists",="Certified",7.0
="East Hampton School District",="Counselors  Social Workers  and School Psychologists",="Certified",11.0
="East Hartford School District",="Counselors  Social Workers  and School Psychologists",="Certified",34.8
="East Haven School District",="Counselors  Social Workers  and School Psychologists",="Certified",17.4
="East Lyme School District",="Counselors  Social Workers  and School Psychologists",="Certified",15.0
="East Windsor School District",="Counselors  Social Workers  and School Psychologists",="Certified",7.0
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="Counselors  Social Workers  and School Psychologists",="Certified",4.6
="Eastford School District",="Counselors  Social Workers  and School Psychologists",="Certified",0.5
="Easton School District",="Counselors  Social Workers  and School Psychologists",="Certified",3.5
="EdAdvance",="Counselors  Social Workers  and School Psychologists",="Certified",2.5
="Ellington School District",="Counselors  Social Workers  and School Psychologists",="Certified",12.1
="Elm City College Preparatory School",="Counselors  Social Workers  and School Psychologists",="Certified",0.5
="Enfield School District",="Counselors  Social Workers  and School Psychologists",="Certified",34.8
="Essex School District",="Counselors  Social Workers  and School Psychologists",="Certified",2.0
="Fairfield School District",="Counselors  Social Workers  and School Psychologists",="Certified",59.0
="Farmington School District",="Counselors  Social Workers  and School Psychologists",="Certified",19.9
="Franklin School District",="Counselors  Social Workers  and School Psychologists",="Certified",0.1
="Glastonbury School District",="Counselors  Social Workers  and School Psychologists",="Certified",29.0
="Granby School District",="Counselors  Social Workers  and School Psychologists",="Certified",12.0
="Greenwich School District",="Counselors  Social Workers  and School Psychologists",="Certified",62.3
="Griswold School District",="Counselors  Social Workers  and School Psychologists",="Certified",13.5
="Groton School District",="Counselors  Social Workers  and School Psychologists",="Certified",26.0
="Guilford School District",="Counselors  Social Workers  and School Psychologists",="Certified",22.8
="Hamden School District",="Counselors  Social Workers  and School Psychologists",="Certified",44.9
="Hampton School District",="Counselors  Social Workers  and School Psychologists",="Certified",1.0
="Hartford School District",="Counselors  Social Workers  and School Psychologists",="Certified",120.7
="Hartland School District",="Counselors  Social Workers  and School Psychologists",="Certified",0.2
="Hebron School District",="Counselors  Social Workers  and School Psychologists",="Certified",2.0
="Highville Charter School District",="Counselors  Social Workers  and School Psychologists",="Certified",1.0
="Interdistrict School for Arts and Comm District",="Counselors  Social Workers  and School Psychologists",="Certified",1.0
