"FTE Staffing Report for 2001-02"

"District","Assignment Category","Educator Type","FTE Count"
"Amistad Academy District","Special Education - Paraprofessional Instructional Assistants","Non-Certified",0.0
="Andover School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.2
="Ansonia School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",18.3
="Area Cooperative Educational Services",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Ashford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.5
="Avon School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",23.0
="Barkhamsted School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Berlin School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",39.0
="Bethany School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
="Bethel School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",41.0
="Bloomfield School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0
="Bolton School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.0
="Bozrah School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
="Branford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",58.5
="Bridgeport School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",107.0
="Bristol School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",104.5
="Brookfield School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",34.0
="Brooklyn School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.5
="Canaan School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.7
="Canterbury School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.7
="Canton School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",32.7
="Capitol Region Education Council",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.1
="Chaplin School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.5
="Cheshire School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",64.0
="Chester School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.9
="Clinton School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",34.2
="Colchester School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",24.0
="Colebrook School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.7
="Columbia School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.5
="Common Ground High School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
="Connecticut Technical High School System",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0
="Cooperative Educational Services",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Cornwall School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.5
="Coventry School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",22.5
="Cromwell School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",18.0
="Danbury School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",50.2
="Darien School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",51.0
="Deep River School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.9
="Derby School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",20.5
="East Granby School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",16.1
="East Haddam School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.0
="East Hampton School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",24.8
="East Hartford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",87.0
="East Haven School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",21.9
="East Lyme School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",49.5
="East Windsor School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.9
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Eastford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
="Easton School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",20.0
="EdAdvance",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",52.5
="Ellington School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",22.2
="Enfield School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",34.2
="Essex School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0
="Explorations District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.6
="Fairfield School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",111.3
="Farmington School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",23.5
="Franklin School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
="Glastonbury School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",90.0
="Granby School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",30.0
="Greenwich School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",147.5
="Griswold School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",17.6
="Groton School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",101.1
="Guilford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",43.8
="Hamden School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",47.0
="Hampton School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.5
="Hartford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",166.0
="Hartland School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
="Hebron School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",18.7
="Highville Mustard Seed Charter School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Integrated Day Charter School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.6
="Interdistrict School for Arts and Comm District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
="Jumoke Academy District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
="Kent School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.4
="Killingly School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",35.5
="Learn",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
="Lebanon School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0
